text,target
vuélvete mala mujer porque siendo buena te toman de pendeja.,1
chinga tu madre trump,1
"4 putos años para que instalen ""parcelas experimentales"" lo mas cagado que solo tienen un rotoplas y un letrero pero puta ya mero",0
@usuario que poca madre y los demás son hacer nada malditos hdp,1
mujeres si van a andar de putas entonces para que andan buscando una relación estable pendejas.,1
mi semestre podrá estar yéndose a la verga pero ustedes lo hacen divertido y menos suicida 💗 @usuario,0
mi fin de semana empezó de poca madre. ahorita estoy con unas putas... con unas putas ganas de llorar porque no estás aquí a mi lado.,0
ese miñero hasta que usas zapatos saludos puñal buen programa😎,0
con todo respeto para las chachas y mas para la putas.,0
quiero señalar que este chico me volvía loca desde aquellos tiempos. suga con cabello castaño siempre fue mi debili…,0
días normales “apoyémonos todos” “siempre juntos”  “que lindos países hay ptm” día de fútbol  “putos arg/chil/uru/per/par/col”,0
chinguen a sus putas madres putos ridículos chairos amlo chingas a tu puta madre,1
que malo que es kxxpxrs le hago mierda me 2/4 y el full dia y solo con sus putas telarañas que suerte tiene ese puto randy lo suyo es port,0
una vez a mis papás se les olvidó recogerme de la escuela no sé con qué putas ganas espero que alguien me quiera.,0
la vida es como mi verga a veces sin razón se pone dura. ',0
espero que te hayas lavado las putas manos después de eso,0
manden a los putos tecnicos a cambiar em cableado exterior ya estoy hasta la madre de esta mierda,1
si les cajetea tanto esta mujer y su marido por qué putos los leen.,0
necesito la madre que trae esa chava en la espalda 😍..,0
sofía: -susurra- además de ser posiblemente joto es malhumorado luth: -lo escucha y se enoja- -se leva…,0
"verga güey tienes razón. está de la verga decir ""verga"" pero estás más de la verga tú.",0
pero un día te voy a tapar el culo mientras te estoy lamiendo la pantunfla a ver si te da una embolia hija de tu puta madre,1
#name?,0
¡estás loca! ¡estaba demasiado interesante el tema! así que ¡basta de negarlo rojito! ¡eres bacán…,0
en verdad lamento que lo veas asi y que me veas como una loca obsesiomada siento haberte asustado asi rompo el silencio en mi.,0
viva méxico y su gente luchona extrovertida eficaz.,0
que tal está putita ..siganla me encanta hacerla gozar,0
ya diganle a la de etica que ya me deje putas exponer,0
esto es #mexico... gente tan luchona y #politicos  tan #corruptos,0
"el argentino es soberbio incluso con el argentino.  ""para los putos periodistas"": la dedicatoria de la selección por su pase al mundial.",0
solo necesito tus caricias de hombre!! 💜 #pasiva #putita #tvdecloset #travesti #tvbonita #lenceria #fetiche,0
ese vato que sale en el nuevo video de mgmt es connan mockasin o estoy loca 🤔,0
"tiene cara de loca yo sé lo que te digo... ""ojo de loca no se equivoca"" jajaj",0
maduren no mamen. bueno si mamen pero verga y déjense mamar 💕🖕,1
oye pinche mierda humana cobarde marica e hija de puta ya lo dijo tu periódico pinche cagada asquerosa y culera jajajajajajaja,1
porque ha unos que si son unas putas y tienen novio y sobrepasan el desmdre en tuiter.,1
¿de qué color se tiene qué usar el calzón en año nuevo para dejar de ser tan pinche puta? 🤔🤔🤔🤔🤔,0
no sé si veo la vida tranquilo o todo me vale madre.,0
puta madre quiero suicidarme por la hdp de la gastritis,0
contento x2 clasificó argentina y los chilenos putos quedaron afuera la concha de la lora qué felicidad hermano,1
#masterchefmx  el rogelio ya le esta saliendo el instinto de maricón a su máximo esplendor,1
"me esta gustando este libro de ""memorias de mis putas tristes"" 👏🏻",0
@usuario eres un puto y se mete con mujeres jaja maricon,1
no chinguen de donde sacaron al árbitro del gallos va cruz azul que se dedique a vender tacos hdp @usuario,1
@usuario chingada madre con ustedes vienen me ilusionan y la cagan parecen todas mis ex novias.,0
a ver a ver... primeramente: ¿quién les dio estas camionetas a la verga?,0
chinga tu madre pinche costarricense puerco,1
@usuario maldito maricon le pegas a un reportero  el no se puede defender hijo de perra lastima que no estuve ahí porque te daría tus putazos,1
al parecer todos las putas drogadictas se hacen dj's.  lin may campuzano y ahora está puta gana corriente y aparte fea,1
ya los tenia abandonados y pues mi verga quiere mamadas alguien que se rife?,0
necesito a alguien que me explique porque a los hombres les encantan las morras putas.,1
#cosasquememolestan que las defensas del futbol mexicano pidan el fuera de lugar antes de seguir las putas jugadas 😡,0
#estamosunidosmexicanos ya me hicieron llorar putos!!!,0
me caga que la puerta principal de mi casa tenga una parte de cristal quien sabe cuanta gente me ha visto bailar como loca por la casa ☹️,0
aaaaaaa putas alergias no puedo respirar ogala así siga y me muera asfixiado,0
vamos a beber el fin o qué pedo? le digo al puñal de tu hermano y que se arme.,0
@usuario @usuario de la discriminación sí estoy hasta la madre!!,0
no mames pendejo!! con eso no se juega pinche lobo puñetero!! bales berga!!,1
baia baia 🤔 me están perdiendo amigos ya valió madre esto hahaha,0
#sinceramentenecesito unas putas caguamas escuchando rock... ponerme hasta la madre.  ¡ya!,0
también somos de los países más felices del mundo ergo nos vale madre el trabajo? 🤔,0
confírmen si me estoy convirtiendo en un tata -me dejé el cabello largo -empece a escuchar pearl jam -valemos verga en la misma carrera,0
lo tienen bien merecidos putos.. se hizo justicia #noerapenal,1
@usuario chingas a toda tu reputa madre pinche gringo acomplejado lastima que tu gente no te deja solo si no te partiría toda tu madre por pendejo,1
ulises dávila está bien pendejo me acuerdo cuando jugó en chivas. que bueno que lo mandaron a la verga.,1
te vez buenisima mamita que ganas de incarte y darte a mamar mi verga mientras te manoseo las teta…,1
@usuario claro desde putos narcopolíticos ignorantes para empezar los mas ratas y chairos es lo primero que deben de señalar pendejo medio vendido,1
@usuario @usuario siempre hubo solo que ahora se sabe más. que hdp lacra merece pena de muerte. la desfiguró!!,1
servicio a caballeros gordita. sexy y te atiendo en hotel o motel. #putas #tamaulipas |,0
¿y la familia de arzú qué putas? ¿y sus hijos? yo no le permitiría a mi padre exponerse así.,0
no pues la mía estaba bien pinche nalgona pero nada más se pasó de verga😂😂😂😂😂,1
¿por qué madre entré a instagram?  a darme en la madre nada más🙁.,0
a ver pinche bola de porros ! que chingón que ahora ya sera mas recurso público para estas putas ratas asesinas de zavala y calderón,1
putos hondureños chacas. espero que estados unidos y panamá ganen y se vayan a la verga.,1
pinche bato wey vas y chingas bien lejitos me cagas no mames real que horrible un wey que tira el chicle para ver que pega,1
marica hace 8 meses que no me gustaba nadie por que ahora?,0
48 putos gradooos!!!! mira me cago en mi putisima madre como no llegue el invierno pronto me pego un tiro.,0
whisky droga osos fotos cartas ya te hice tu altar hija de la chingada por tantos recuerdos que te valieron verga.,1
catalanes sus putas madres para mi todos son gachupines y alv.,1
que mentada de madre tener que levantarse a las 5:00/5:30,0
que pendejada de contenido bro. pero no es tu culpa que ese contenido es mas demandado en yout…,0
no mamesss que chingue a su madre el américa 😩 #mexicandesmotherpalmundial #mexicansheadingfordesmadre,1
le dije a mi vieja q tenia ganas de comer maracuya y coml obvio no lo consiguio me compro un jabon de maracuya gracias madre,0
#nuncafaltaelque dice ser una mera verga en todo pero todo el mundo sabe que es un reverendisimo pendejo 😂,1
@usuario yo se que puedes eres fuerte y luchona 😂💖💖,0
"pero q puso su fon en modo avión ""x la hueva de apagarle los datos móviles y para que no se gastasen"" 🙄 vale verga la vida y yo angustiado",0
porque las putas disfrutan su sexualidad ¿no? besos cariña. 😅,0
@usuario no tienen puta madre esos putos,1
chicuelos #dia2 de #cuernavaca #escort #citas #caliente #putas #tetas en renta #disponible hasta las 9 pm,0
jajaja ya sabemos a que equipo le va éste administrador o eres otra de las putas de pulido?,1
no sé como pudieron cancelar #themist y apoyen putas series pendejas neta esa seria iba bien solo las personas no entienden en concepto :(,0
quiero hacerme un tatuaje simbolico con alguien pero mis amigos son bien putos ptm,1
puta madre era de esperarse⚽️🤷🏻‍♂️,0
también eran buenos tiempos cuando me tenías follow hdp,1
@usuario @usuario 😂😂😂...este hijo de su asesina madre está idiota enfermo mariguano alguien que lo bloquee en twitter  por favor..,1
@usuario y @usuario son putos y se sientan para mear pinche partido mediocre culero y ratero como todos los políticos,1
rechinguen a su madre putos taxistas de mierrrrda! ahora resulta que ellos te llevan hasta donde quieren.,1
#pontelaverde ..a los comentaristas de televisa fíjense primero  ni le pego a ese maricon de honduras alv,0
luego y luego a mamar!! no tienes otra cosa que hacer,1
hay me metieron la verga por error eeee pero no me gusta,0
dicen que estoy loca porqué no uso chamarra con este frío. lo qué ustedes no saben es que mi cuerpo siempre anda caliente xd,0
luego cuando digan que las fans de 5h no son unas putas basura. y todaví etiqueta camila.,1
"no puedo evitar ser grosera con mi prima la luchona. ella me dice ""hola"" y yo le contestó algo como "" hola prieta que quiere ser güera""",1
@usuario @usuario que le crea a lozasno su puta perra y asquerosa madre ... ese putito priista disfrazado de pitufo tiene mucha cola que le pisen.,1
¡la ropa puta madre se me olvidó bajarla!,0
ya se están pasando de verga con las cuentas fake de los diseñadores &gt;:v,0
su partido más importante en más de 30 años y están jugando una mierda putos peruanos,0
esto de estar solo es como si fuera mi propia mama luchona pero godinez,0
al fin un evento de mi trabajo que mi interesa: yoga; y no me putas invitaron 😂😭,0
las cosas que quiero que me valen verga me tienen pensando todo el día. las cosas que quiero que me importen me valen verga 🙂,0
nani cortés - niña loca  (letra) (lyric video) | ft. lya lin cortés ch...,0
apenas le cambio y gol en contra... putas divas @miseleccionmx,0
pero que viene el nombre en la caja dos putas veces no es por ofender pero un poco pavo si que es jajaja,0
mi día estaba de la verga pero vi a mi platónico y pum.,0
debemos pedir a trump sanciones a algunos vendidos de la mud. por hdp.,1
putos nacos. ¿por qué invaden el carril del mexibus? me cagan!,1
ja ja ja ... tengan un ápice de madre por vida suya!!!,0
no me quiero quedar más tiempo para preparar la exposición pero la maestra está tan loca tengo más miedo que flojera al examen de mañana 😕,0
"verga @usuario hay que dejar de decir ""verga"" nos vemos corrientes verga.",0
aqui despertando con ganas de un rico culo que me rose la verga asta que me saque toda la leche con su boca  @usuario <url>,0
"@usuario @usuario @usuario ¿así te informas y sales del ""pensamiento único""? que rigor madre mía que rigor",0
por que putas haces un pinche caldo hirviendo cuando estamos a 30 grados papá!😤,0
@usuario secretario de #sedeso #puebla #méxico recibe felicitaciones del idiota del @usuario una joya. hdp!!,1
ya falta poco.. la imposición de ese nefasto horario se la debemos a luis téllez. ese pinche joto convenció a zedil…,0
1 fav y no entro a psicopato porque estoy muriendo por los putos cólicos.,0
yo cuando veo un wilo y un gatito que diga tigre por las calles 🤣🤣 tómenla putos,0
@usuario pinche maricon siempre tiras mierda por la boca pero frente a frente se te arruga el culo gordo que tienes....,1
si escucho música de león larregui en las noches y sonrío ya valí verga? tweet serio!,0
#ahiveale ¡. como  nadie habla del tratado de bucareli y bien que los  ije de putas gobernantes  de mexico no... <url>,1
los like de los putos esos de tus amiguitos. #cosasquememolestan,1
te estaría durmiendo con este bonito preludio venezolano pero no estás toda pendeja idiota y me abres.,1
seguro gastando los moches recibidos para callarles el hocico y no ladraran bola de hdp,1
definitivamente... a chingar a su madre con todo y sus insultos!,1
pero esa réplica sin sentido que verga putos jueces de mierda traigan a @usuario la puta madre.,1
estoy bien estresada escribiendo esta madre y ni siquiera sé si la van a leer.,0
cuando creo que me va de la verga y todo está mal resulta que todo va bien.,0
para vos 🇨🇱🇨🇱🇨🇱 putos... nosotros entramos y vos lo miras desde tu casa! vamos 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷,0
"igualito con las mayúsculas de la pasaba llamando ""putas"" a las mujeres que lo debatían. por ahí tengo los screenshots.",0
estuve a punto de comprarme un peluche de tiburón de $532. ¿para qué verga? no sé pero estaba bien bonito.,0
sabes que a méxico le vale súper verga el partido cuando ves que jair pereira es titular,0
#miamigalayoutuber el transporte publico || soy mamà luchona #3,1
@usuario sería una casualidad o un dios muy hdp si de verdad es un castigo 😔,0
#felizmiercoles nublado y frío. y que chingue su madre trump para que sea aún un mejor día.,1
iba a escribir algo muy mamalón y largo pero twitter sólo tiene 140 caracteres todo tonto. #myfirsttweet putos,0
le cambiaron al canal donde estaba el partido chinguen a su madre  #mexicandesmotherpalmundial,1
si mi mami ya me compra los cigarros los demás se pueden ir a la verga si fumo o no 💜,0
@usuario @usuario @usuario @usuario hijos de toda su puta madre pinches políticos son una mierda,1
"pagas el internet para que veas porno no para que andes de marica esperando un mensaje que no llegará eres una vergüenza. ""i told my self""",1
habría preferido ver tanto tatuaje chileno en el mundial y no putos argentinos.,1
que putas ratas miserables tienen que ser para vender cortesías del partido.,1
ah qué putas ganas de arrancarte los labios a mordidas.,0
hijos de sus putas madres a layún no me lo toquen😤😤😤,1
@usuario @usuario valiente? defendiendo a la hdp de mamá rosa?? no es más que basura intelectual y encima priista de closet,1
ve y chinga tu madre tres veces.🤗,1
como me caga que @usuario tenga contrato con televisa 😡😡😡 y ahora por donde vergas lo voy a ver? pinche cable ya no tiene tdn. hdp.,1
para día de muertos me voy a disfrazar de terremoto hasta se van a cagar putos,0
"en mi casa me preguntan.... ""¿y tu amiga loca de la maceta?"" para saber alguna novedad. 😆",0
@usuario es un hdp quien se burla de un animal,1
ya me tienen hasta la putisima madre con lo del congreso de medicina espacial alv putos pendejos como si nunca hubieran ido a puebla,1
veo lo de las vegas y les juro que de mi corazón me sale.  ¿qué putas con el mundo?,0
desgraciada o afortunadamente te hacen más culera las personas que se quisieron pasar de verga,0
no pinches putas mamen..!! el capitulo 109 de dgs esta rompemadres..!! se mamaron..!!,0
hablan que son cristianos el domingo van a misa y el sábado se fueron de putas... 😂😂,1
ya nomas sienten que lo tienen asegurado a uno y se empiezan a tardar en whatsapp las hijas de sus putas madres.,1
me considero alguien que entiende las cosas letras y metáforas relativamente rápido... pero ese #sanz luego no sé de que putas habla!.,0
luego dices que todos nos escondemos detrás de las falsas? puto maricon,0
además me ultra jode que el pinche manga sólo tenga 6 putas páginas...x eso los dejo acumular ay no sé pero me quiero arrancar las greñas,0
@usuario te tendriamos que colgar en la plaza traidor hdp vendiste a nuestra raza por un sucio puesto lacra lo siento vas  atener que pagar traidor,1
adiós hijos de su puta madre me morí,1
@usuario  a ver a que hora sales de tu escondite mariquita,0
@usuario son los primeros que las piden hdp jajaja,0
@usuario agredirlos de esa forma en argentina #teamsinnombre p*ta vieja esa la que le dió la cachetada a caeli como decia ella misma trol* hdp,1
que le pasó al joto de eduardo vargas de @usuario jajajajajajajaja. al menos va a ir al mundial !?!? jajajajaja,1
“el nombre del viento” o “memoria de mis putas tristes” 👌🏻,0
solo espero que hoy no me toque el mismo #traficogt ee todas las putas mañanas,0
ah y no se mamen todas las feministas del panel de ayer eran akisukis. menos el joto.,1
y su generación dorada que putas #chile? pero hacer mierda carros y tatuarse como mareros si son buenos!,0
jajaja no mames aquí no pongas eso y por algo será nos ponemos de acuerdo en el grupo mejor bye putos,0
felicidades a este país donde la gente honesta luchona y solidaria es mayoría.,0
b.a.p are back! ya los extrañaba hijos de su madre! :'),0
tengo unos putos nervios de no haber pasado el examen de termo😢,0
¿quién putas le dijo a enrique bunbury que cantara bossa nova?,0
me encanta como quisiste hacer un mega chisme de mi y ahora todo te tiran de a loca 😂😂😂😂 adoro mi prepa,0
@usuario mi amigo robot a todas les quiere dar y uno q otro joto esta pendejo y enfermo q diga no creo mi @boss_robot_ ? no lo creo,1
que triste cuando te das cuenta que tu novio es un pendejo maricón.,0
#hdp y no estoy enojada jajaj,0
ahí les hablan a los putos que basan su vida en whatsapp 😂😂😂,0
@usuario ¿por qué presiento que es una luchona? 🤔,0
prefiero mil veces que me den en toda la madre diciéndome la verdad a que me endulcen el oído con pinches mentiras,0
"lo mismo me dijo mi señora madre ""tantas personas que te amamos y te aferras a los que no te quieren y te lastiman"".",0
ya llegaron conchudos hijos de la re mil putas o que????!,1
un día de estos mi madre me va a venir enhierbando  🤦🏻‍♀️,0
obvio los odio porque  siempre hay camiones en mi casa tapando la cochera ruidi todas  las mañanas incluso peor los putos sábados  anyway,0
ya me quería llevar una maletota pa' tres putos días que me voy.,0
el festejo de argentina hasta a mi me contagió “y no me importa lo que digan esos putos periodistas la puta que los pario y dale hooooo”,1
no se xq todo el mundo esta mamando con los 280 caracteres otra vez,0
"la cara sería de ri ""hdp"" .... jajaja ve la cámara y sonríe",1
verga que nunca me falte mi helado cubierto de pistache,0
has de estar mamando del pueblo chavista de mierda,1
solo espero que no le manden sus putas indirectas 😀,0
buenos dias!! a todos!! menos a ti peña nieto. tu vas y chingas a tu reputa madre!!!!!!,1
quisiera decir lo mismo pero yo no marica! 🙂🙃🙂🙃🙂🙃jajajaja soy bien chida jaja,0
hay gente tan hdp ya me pudieron de mh,1
todos los días hay tarea jajaja todos los días hay que seguir estudiando a las putas bacterias y parásitos,0
en mi círculo social puedo tener a drogadictos putas asesinos pero gracias a dios a nadie que asista a #estamosunidosmexicanos 🐶🐻,0
a mi no me a bloqueado nadie pero si quiero que me bloquee la loca de los tatuajes su locura no valla a ser contagiosa,0
me informan que @usuario  pidió no jugar para ir a visitar a su muchacho @usuario mientras su novio grababa qué putos,0
"""representante de grupo"" porque ""la pendeja que nos soluciona todo cuando nos da hueva hacer la tarea"" es políticamente incorrecto.",0
cel.  2225588985- / $800 ve mis anuncios y mira mis fotografías soy la misma chica. garantizado,0
todas las putas noches es lo mismo esto de no poder dormir😬💤,0
puta madre spotify porque no me dejas escuchar paul mccartney?,0
🖕🏽🖕🏽🖕🏽 luego por que te cuelgan y te hacen la “era del hielo” eeeeh pinche vato joto ojete ✊🏽,1
marica en el taxi que vengo está sonando havanaaaaaa ❤,0
verga con raúl jiménez! es una pistola jugando de espaldas al marco!! 👊,0
@usuario @usuario lameculos igual que el,1
papasito no digas más mi culo esta a tus órdenes para que me metas toda tu rica verga,0
sabia que las británicas se estuvieran ganando mi amor era un error divino y con estos dos conciertos me lo putas confirmaron,0
"sabes que ya valió verga cuando los niños te dicen ""señora"".",0
su mejor amigo va a ser su mejor amigo y les jurará lealtad eterna hasta que su novia la loca diga lo contrario. 😐😑 #sinbroncasmorra,0
adivinen quién va a vender crepas como pvta loca para llevarla 😋,0
