text,target
entrenle putos  hay estaré dándoles pito a los que entren aunque no lo jugaré pero ahí voy a estar nadamás de mamón,1
chiste chiste... cuál el el colmo de un joto? andar con un mecánico y que le truene la reversa... #haypiores,0
"putos chairos que se indignan que te indigne lo de las vegas porque ""y los 43?"". mal de muchos consuelo de tontos.",0
el único halloween que tengo en octubre y me ponen las putas noches palacio. ¡jodeeeeeeeeerrrrrr!,0
hace dos días un hdlv pasó en moto y me nalgueó y todavía tengo impotencia y ganas de putear a todos los hombres pq son unos putos simios?,1
una foto de @usuario siendo amamantado por su madre recién nacido.,0
@usuario @usuario tú que perro? ya te dije vamos a darnos en la madre pon fecha y hora y hacemos hasta propaganda 🖕🏼,1
#holanda hahaha ándeles por hijos de sus putas madres empezando por robben.,1
@usuario @usuario alos que juegan en europa bola de pendejos nomas se miran como imbeciles diciendo europeos putos chilangos que manejan esta pagina asquerosa,1
me lo han dicho y siiiii estoy loca !!  quizá me guste estarlo !!!!,0
@usuario lo mismo dije ya le partió la madre al medio campo y como fue,0
estas cuotas obligatorias a @usuario me constan no tienen madre.,0
tantas putas horas para esperar al mejor y lo cortan !!!  cortan la mejor  parte !!! 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻😡😡😡😡😡😡,0
|| ya no veré la tl porque ese hombre me pone como loca.,0
tengo muchas ganas de un tatuaje pero soy bien marica en esas cosas,0
puto: me pone ily y sabe que me trae de un ala...no se pase de verga compa.,0
aspe  blanco  del olmo  zague jamás lo hicieron esos si tenían huevos no como el joto del chicharo !!!,1
a estos putos (que nos brindaron apoyo logístico durante el conflicto bélico de malvinas) les tenemos que ganar...🎶,1
yo hice el cover de esa rola putos! te amo papi bosé,0
el clima está de la vergallueve y hace frío 😪 iba a ir al gimnasio y se puso a lloverahora estoy viendo una serie con mi hermanito alv,0
hoy en el baño se metió una elfa muy vale madres quizás porque el de mujeres estaba lleno como siempre pero que berga.,0
ah chido y todos como si nada puro activismo tuitero. verga que asco a donde llevaron a méxico en estos 5 años.,1
mamá luchona atención a la bendición,1
¿en verdad son descomunalmente pendejos como para no saber cómo se usan las putas y rechingadas luces direccionales?,1
#madre #motherfilm fue presentada en #venecia74. darren aronofsky se inspiró en buñuel cc @usuario,0
nos habéis hecho mucho daño a los putos solterones  muchas gracias,1
cuando te veo venir tu me miras asi me vuelve loca tu cintura baby ❤ ven pa' darte calor ...... 🎤😄😏💋 @usuario,0
gente estupida de mierda que  no sabe aceptar lo que es talento! hdp  perdón me altere,1
tengan tantita madre y no se coman sus pinches atunes en el salón de clase,0
por pendejos como tu es que los putos del pri siguen robando!!,1
a la madre que impresión me llevé hoy... 🙁,0
está súper verga no esperar nada y alegrarse al saber que es así o séase que me vale verga.,0
enseña el cobre pero se lleva el oro y plata el maricón canadiense y quiere hasta a peña nieto q hasta nos haría un favor,1
y chingas a tu puta madre si te llego a encontrar maricón de mierda no vas a valer ni 10 centavos y me vale verga si tienes familia puto.,1
@usuario ocultó las pruebas de abuso sexual contra los niños asesinados por su madre en magdalena contreras,0
con ganas de reventarte el hocico de un putazo pinche joto,0
oye le puedes mentar la madre x mi a la fra de @usuario,1
nada más piensan que te traen bien loca (y sí) pero no está chido 😡😠,0
múdate a gdl y comienza una nueva vida de loca aquí conmigo :(,0
si las putas fueran ladrillos mi instituto seria un gran castillo:),1
yo quiero que tu me bailes como bailan todas la putas en el infierno,1
y las que no somos putas estamos solas allá ustedes,0
tu carita bien bonita // yo toda pendeja por creer que podíamos tener algo,0
@usuario tienen que ganarle al américa 😒 hdp... jajajajaja por qué aposté el jersey!!! 🤗,1
a falta de verga???....pues un bat de los q utilizan para checar las llantas,0
una vez una loca pisada me dio uf+blok y casi denuncia en el mp y con los derechos de los animales x subir una imágen de una rata sin hogar😂,0
no mames está bien verga jajajjajajaja debes verlo.,0
a ver pinche bola de porros ! que chingón que ahora ya sera mas recurso público para estas putas ratas asesinas de zavala y calderón,1
moriría por mamar ese par de pechos tan ricos y mamables,1
@usuario no las he probado  cuando las pruebe las doy amor  y si están de puta madre te doy amor hasta a ti,1
@usuario ¿un padre o una madre tiene autoridad moral para corregir a golpes? ¡nadie tiene autoridad para corregir a golpes!,0
"si le mandas un momazo y te responde con un ""jajaja está bueno amor"" mándala a la verga es más no sé qué haces con ella.",0
llegar a la oficina a las 7 am 3 días seguidos como una forma más de valer verga! 😴🤦🏻‍♂️,0
ya mero que putos nervios! #espn #thelastjeditrailer,0
gracias vida hermosa por dejarme alcanzar todo lo que esta mente loca ha soñado... ☺️,0
inviten a @usuario #filzócalo a que lea de que trató la revolución mexicana. pinche viejo clasista hdp,1
ojalá todos mis compañeros se larguen me tienen hasta la madre,1
en este #miercolesdeculos no puede faltar el aporte de fer! 😈🤤  #fer #putita #tiernita #teen,0
quién es esa loca que va bailando como loca en el tráfico?  🌟,0
me tragué ¡2 putos whiskys anoche!  ¡dos! y traigo una resaca como de domingo de gloria.,0
no es porque me hayan mandado a la verga peeeeeeero jamás tuve que haber dejado a lei. lección aprendida.,0
sí a las personas no les interesa hablar contigo no insistas. les vales verga,0
“ese niño es un novato déjenlo al final” hoy voy al final putas porque soy el principal,0
un simulacro de que todo se derrumba y que no hay un mañana para ver qué putas.,0
estos pinches rateros y sinvergüenzas no tienen madre. no hay más rateros que los priístas.,1
este cabron se pasa de culero ando con unas putas ganas de ponerme impertinente que no mamen.,1
¡se enojó! 😡 un viejo conocido de @usuario @usuario no pudo contenerse 🤦‍♂️,0
y se la tragaron completa los hdp y les valió madre 😂😂😂,1
llegando al travajo aquí caliente con la pinche verga tiesa cabrón ay te va pa que te la comas rico,1
que no se pierda esa costumbre de irle a dar las nalgas al vecino 😅,0
jajajaja putos hondureños así deberían de correr pero de la migra.,1
y ya que quedó eliminado holanda algunos idiotas recordándoles su mamada de no era penal los odio putos.,1
@usuario sonó a mamá luchona haha,0
una vaina loca que me lleva a la gloria!!!... 😂🤣,0
que buen vergazo te pusieron marica. jajajajajajjaa,0
con la eliminación de mis @usuario  ya solo me queda esperar que pierdan los putos yankees.,1
se cimbro en las minas iztapalapa casi me cago pensé que eran los putos coreanos..,1
#abrahammateoensg te quieres casar conmigo @usuario  te amo me tienes como una loca enamorada quedó ser tu señorita ♥,0
van juntos??? oh si perdón... el mismo striper que le bailara a vanda le bailara también a ese maricon... jajajajaja,0
con la reacción que grabé de “regálame” termine llorando y riendo a la vez ni loca lo subo jajaja,0
mi madre se acaba de encabronar porque me marcó tres veces y no le contesté. le mandé un mensaje diciendo que estaba en el baño…,0
te convertiste en eso que ya me vale tres kilos de verga. 😋,0
#estamosunidosmexicanos ya me hicieron llorar putos!!!,0
no pinche honduras 🇭🇳 ... por putos tramposos se la van a pelar ... vamos méxico 🇲🇽  échale una manita a usa !! 🇺🇸,1
lógica de espn: seguro todos en latinoamérica quieren ver la eliminatoria africana en lugar de la europea. putos.,0
cuando quieras te invito la peda pero nada de tristezas  pendeja!!!,0
voy a darle block a todos los músicos porque no quiero que vean que estoy bien pinchis loca 🌚,0
desquiciado está el pendejo que se mete en la vida personal más allá de su trabajo que le importa al maricon ese !!,1
estoy hasta la madre con tareas.,0
@usuario cállate ya hijo de puta mientras más hablas se ve el miedo que tienes de que hayan descubierto todas tus putas mentiras de mierda,1
hijos de su pinche madre (lamemelapanucha) jajajaja,1
🖕🏽🖕🏽🖕🏽 luego por que te cuelgan y te hacen la “era del hielo” eeeeh pinche vato joto ojete ✊🏽,1
está de la chingada eso de no traer efectivo. justo cuando necesitas 5 putos pesitos.,0
los hombres lo único que cambian son a las putas que se cogen. su forma de ser jamás,1
ahora solo falta que los putos de los diputados voten a favor el antejuicio y ya se jodió,1
mamá luchona promedio jajaja,0
jajajaja creo que me estoy volviendo mas loca de lo normal 🙃.,0
"""representante de grupo"" porque ""la pendeja que nos soluciona todo cuando nos da hueva hacer la tarea"" es políticamente incorrecto.",0
venimos a este mundo a ser felices no a poner alarmas a las putas 6 am.😢,0
te mojo la verga papi maduri mejo lo saboreo muy rico,0
tanto que odiaba a las putas y mira vine a enamorarme de una.,1
lluviosos días ..!! amo que llueva aunque se inunde :.!! y todo valga verga,0
"no entiendo para que me decías: ""cuídate mucho"" si al final fuiste tú quien me dio en toditita la madre.",0
buenos días que chingue su madre terco.,1
solo espero que no le manden sus putas indirectas 😀,0
yo le traigo unas putas ganas a esa que no tienen idea.,0
jjjajja este hijueputa no tiene ni madre sudor le llama a el bono que recibia descaradamente 😰😰😰😰😰,1
cómo jugarle al verga pt. 2: estudia medicina y ve al gym y entra al equipo de fut y al de volei y dibuja y lee y vive. 🙂,0
todo bien digo si soy medio marica pero bueeeeeno se trata de ser adulto y no andar de rencoroso. eso está más cagazon,0
pinches culeros si no les importara el qué dirán yo sería muy visto se van a la verga,1
pinche #tritdn tan pendejo!!!! ya sabian que estos putos son mañosos!! y no aprenden!!!! pendejos!!! así otros 2 si no mejoran!!,1
@usuario dónde está ese dineral por qué las mentiras que con su targeta rosa de puñal dan 15 mil a los que corren con suerte dicen que 10 mil andado,1
amaneciendo y enterándome de esto.... ¡me da un coraje de las mil putas!,0
@usuario no siempre. pero me refiero a que lo que uno puede hacer es educarlos para que no sean hdp aunque siempre será su elección.,0
"no hay alguna canción que se titule ""vete a la verga pendejo""? es para una tarea.",0
benditas las hotwife que les gusta recibir verga ajena mientras se la chupan al cornudo!!  rt para subir más vídeos <url>,0
@usuario @usuario i know pero supongamos. tú di que sí te cago la madre y ya jajaja solo para cumplir con el requisito 🌚😂,0
se acabo una amistad de 7 años por 50 putos pesos 🙄🙄🙄,0
se me hace una falta de respeto que no tengan la cordialidad de irse a chingar a su madre sin que uno se los pida.,0
además me ultra jode que el pinche manga sólo tenga 6 putas páginas...x eso los dejo acumular ay no sé pero me quiero arrancar las greñas,0
ahorita si en chinga loca con la tarea pero ayer que tal ...,0
me encanta sentirme putita y sexy con mi vestido blanco transparente que bien la vamos a pasar  556 816 1580,0
nunca hago pedas en mi casa y el único día que hago una mi tia (vecina) le quiere hablar a la policia no te pases de verga.,0
duérmete a la verga tus notas nos aburren tu comida nos vale verga enseña tetas y el culo es lo unico que vendes bn 💩,1
¡¿por qué hacen esto?! vayan a rayarle la cola a sus putas madres por favor no compartan estas imagenes no alimentemos al odio y violencia <url>,1
pinche vergüenza hijos de sus putas madres @usuario,1
estoy llorando ahora mismo. te extraño mucho putita :(,0
se los juro que no es que me valga verga. sino que me estuvo mentalizando un año a que no era feliz conmigo.,0
rt ricardofp88: en esta foto 3 putos chingones !!!! excelente show en #xalapa el de manunisima te amo!! ❤️😘💕,0
a tirar mis putos feliz noche  <url>,0
"las personas deberían decir bien cuando solo quieren coger y no andarse inventando putos ""buenos dias bb buenas noches &lt;3"" ya están grandes",0
porq tenes ideas tan lindas loca??? ❤❤❤jajajajaja de one baby showerrrrrr,0
@usuario @usuario la neta pinche viejo nefasto no somos los unicos @usuario que nos caga el puto @usuario de maricon. mi @usuario  sapbeeeeeeeeeeee,1
mario te comparto esta experiencia ella es mi excompañera de la secu no le gustaba tu musica siempre me juzgaba lo…,0
eso es lo que son ustedes @usuario unos corruptos traidores. pasaras a la historia como el adeco mas hdp que ha tenido venezuela!,1
no mamar era mi maximo de niño quien no en los 70's y 80's tenia un luchador de muñeco esta pendejo el director,1
supongo que yo seré una loca para ellas alguien que no quiere cumplir con su papel de mujer buena.,0
segui asi putita q la proxima q te buscas a mi marito te cago a cachetasos,1
en fin me tomó toda la pinche tarde haciendo esas putas diapositivas lo más resumido y bonito que pinches puto para que me pinches dijeran,0
@usuario @usuario @usuario @usuario @usuario @usuario pues a chingar asu puta madre pendejo,1
debería ser legal masacrar a pinches niños que lloran en el transporte a las putas 9:00 de la mañana... ¡verga!,0
@usuario @usuario ¡le estoy preguntando al dueño del putero  no a las putas!,1
a ver bola de hijos de su pinche madre ya los agarraron a todos con las manos a la masa.,1
me vuelve loca tus sueños tus colores tu gente tu mística. 😍,0
mujeres que critican a las pocas chichis ¿ustedes son unas perras de ocho chichis o qué verga?,1
pala verga pa golazo 😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬😬,0
ojalá pierdan en el repechaje pinches hondureños putos y corrientes.,1
ay joto tú ahora en lo único que vienes peor que yo es en lo distraído,0
lo peor de todo es que no me dan por un tiempo y luego vuelven estoy hasta la verga de estl,0
cuando mi mujer no quiere coger me voy con las putas. con las putas ganas a dormir al sillón.,0
qué pedo putos amanecieron con ganas de verga o no? 😈🍆,1
yo toy viendo como se agarran a fregasos:v ando cansao putos v:v,0
mi putita ya anda preparada para ver a su albiceleste.,1
pinche arbitro vete alv pendejo chinga tu madre.,1
mi mamá bromea conmigo... no sabia como decirme mamá luchona jajajajajajaja,0
"@usuario @usuario @usuario ¿así te informas y sales del ""pensamiento único""? que rigor madre mía que rigor",0
con solo ver los trailers me pongo como todo una loca. encerio yá quiero que salga esa maldita película. 🙇,0
putos hondureños cagada ojalá australia los regrese a casa con el culo roto,1
segunda vez que me pasa. estoy hasta la madre,0
una cachetadilla es de morras le hubieras soltado un vergazo joto,1
jajajaja si hace rato te ví abriendo la foto jajaja por eso lo puse pinche putita,1
y para cuando matan a los hdp que acaban con la vida de tantos mexicanos a diario?! #espregunta @usuario,1
"ajajajajajajajajaja tu nunca aguantas apenas y te toco y sales con tu ""te mamaste daniela"". chamaco marica",1
sus pinches putas madres patriots un enfermo de sida tiene más defensas que ustedes.,0
me estaba valiendo madre el mundo hasta que llegaste tú.,0
@usuario ya no aburras luchona soltera y con estudios,1
@usuario jajajajajaja ser señora luchona ama de casa y esposa te llevo a un grado de madurez cañona,0
en hora pico @usuario @usuario ; tengan madre !!!,0
ésta era de mis series favoritas inolvidable simplemente inolvidable. te amo batman... y que chingue a su madre el américa y superman puto,0
"anonimo: ""justo ahora en el motel de pachuquilla un taxista casado y su amigo dándome verga"" 🍆🍆💦💦😜",0
pues no sé ustedes pero con 30000 pesos te alcanza para un par de putas y muchos captain morgan no sé qué se quejan.,0
pero qué belleza color de piel abdomen bonito deliciosa verga ¡wow! #asímeencantan,0
este viejito teporocho ni madre tiene nomás le dice uno que le afloja las nachas a krauze y se pone di…,0
@usuario ya no quiere ser madre luchona y dejar a su hija con los abuelos,0
dije onvre emoso no pinche morro mestizo joto meco de la verga,0
no ha sido mi año.  hice cuentas y he besado a más putas que damas 😒  me doy asco.,0
amado carrillo es el mejor personaje de narcos. es la verga hacía mucha falta un mexicano en la serie.,0
a chiflar a su mauser rogelio o el padre 😂😂😂 cocinan pura porqueria #masterchefmx,1
se confirma la mentada de madre a la cerdita lameculos.,1
@usuario @usuario eso lo dices @usuario no tendría madre pues con q varas medirías a los políticos q se roban todo?,0
@usuario @usuario hay si. hay si .por si no lo viste @usuario ten huevos y dilo tu maricon @usuario par de putos y chinguen su madre,1
re siiii!!!! por qué nací tan loca por ellos y a la vez tan lejos?,0
"me cagan esas morras que nadamas te hablan cuando se pelean o cortan con su novio y te dicen ""me olvidas"" chinguen a su madre pinches putas.",1
los putos siempre quieren todo de a gratis jajaja no mamen 😂,1
en la vida nos encontramos con tantos dilemas de si algo es correcto o no y lo malo es no saber que putas hacer😩 😕😟,0
no mamar!!! no mi doña lucha!!! ahora odio mas a julia y también a la pinche muerde almohadas de rogelia #masterchefmx,1
ya no saben qué verga decir consigan una vida y sufran o algo,1
tengo que planchar mi ropa bañarme hacer mi presentación mi trabajo escrito para mañana y estoy en twitter; ya valí verga no dormiré 😭,0
extraño esa forma de loca tan tuya de hacerme enojar,0
para que putas  me dices que te mandé whats si me vas a dejar en visto 😤,1
como debe ser chingada madre!  #mexicandesmotherpalmundial,0
quién putas te dijo que eras una pinche estrella no mames. eres una pendeja güanga y urgida nada más. aparte estás asquerosa. 😂,1
mi ex ahora sale con una luchona y se quejaba de que yo saliera de antro con mis amigas.   #semamo,0
espere 4 años para esto. chinguen a su madre putos gringos.,1
esta semana me espera estrés llanto enojo desesperación y resignación. putos exámenes muéranse mejor.,0
"cuando ponga mi changarro el letrero: ""aqui no se discrimina por chundo por ateo por joto por gordo ni por jodido. bienvenido.""",0
luego me pregunto porqué me va de la verga en el cole.,0
sobre lo sucedido en #lasvegas  me surge una duda ¿como putas alguien entra a un hotel como el hotel mandalay bay con al menos 10 rifles?,0
gigante solo uno putos. para que sigan mamando con su 2-0. fuck off gringos.,1
me encantaría darle a probar mi verga y derramar mi leche es boquita que se ve que le encanta mamar verga,1
pero que viene el nombre en la caja dos putas veces no es por ofender pero un poco pavo si que es jajaja,0
argentina y chile? esos valen verga estados unidos y panamá van a pelear el pase directo al mundial,1
pinches #hondureños putos... defendiendo su juego mediocre y del ascó!!!,1
hoy le pude dar en su madre a la señora que siempre me chinga por una vuelta le gane por dos,0
nuevo aporte #xxx: mi rica tia vaya que sabe cabalgar bien rico sobre la verga,0
una vez me dijeron que si tenia un fetiche con los homosexuales por mis yaoiz y mis yuries y pues creo que se llama ser pinche joto lmao??,0
@usuario @usuario es un chingado tronco inflado sigue viviendo de un gol. @usuario @usuario  chinguen a su reputa madre,1
@usuario al final era una luchona... ella no quería pero sólo eso le quedó,0
sé la da de super cogedor pero la neta está bien culero y no tiene gran verga aunque se disfruta que no,1
pues para que anda de vandolero vayanse a la verga ustedes y el atlas también,1
a dormir! ya me di en la madre!,0
ya basta con los mamados que por cargar 80 kg en sentadillas libres piensen que son una verga en el mundo.,1
@usuario un p.a.r.a.s.i.t.o.   en toda la.extension de la palabra..un vividor hdp...,1
mi prima no llega y ya estoy en las putas grabaciones,0
viva méxico? honestamente cuál es el verdadero méxico #vivamexico por la gente trabajadora y luchona que quiere salir adelante día con día🇲🇽,0
jajajajjajajanjaa pinche joto 😂 le dio miedo saber que el miercoles iba vs el mas grande @usuario,1
tengo medalla de oro en valer madre en el amor.,0
verga creo que van a matar a algunos periodistas por hacer esto.,0
no eres de el cruz azul eres un americanista solo un maricon dice el ame.,0
si ya usaste “puta” y “ pendeja” no veo porque  no usar la palabra correcta al final...es “culo”,0
prestamela para montarla tambien mientras te mama la verga,0
tierra de la llorona pero luchona #istmo  #oaxacanosnecesita,0
todos los putos problemas que tengo ya me tienen hasta la madre llega un punto en el que ya no quiero estar en está vida sería mejor.,0
@usuario @usuario #silup sacó a guardado y valió madre,0
se quieren enamorar de un wey que conocieron y se ligaron cuando el tenia novia aparte de putas pendejas.,1
envío el más sentido pésame para mí colaboradora y amiga esperanza arteaga por el lamentable fallecimiento de su señora madre.,0
primera vez que me gusta un pequeño y me siento culpable porque me tiene loca.😍 jajaja,0
pinches hombres putos me cagan que las hagan llorar 😡,1
¿cuántos putos lustros duran los 15 minutos que se hacen de mi casa a mi oficina? #tráficocdmx,0
@usuario los marica del tigres con el pito adentro ahora resulta q vinieron a hacer un guegazo pudo terminar león 4 tigres 2 no@mamen la chu pa ron,1
mientras me cojo el culo de este putito le hablaba si quería mi verga🍆💦😈😏 🔁rt y subo otro video ❤lk si te gusta que te hablen…,0
la falta de amor es la mayor pobreza: madre teresa de calcuta #hqc,0
alv sííííí hagan todas las putas  fiestas y eventos el 6 7 y 8 total no voy a ir a ninguna del pinche corajeeeeeeeeeeeee,0
el día de hoy yo y los putos videojuegos nada más no.,0
tomen putos! @usuario  #noerapenal #karma #lamaldiciondemoctezuma,1
deja de tuitear y ponte a hacer los examenes alaverga puto de mierda joto,1
para cada loco siempre hay una loca que muerde la boca de esas que se alocan.,0
@usuario el resumen es... a un patan (de mierda pendejo hdp),1
@usuario a la verja me vale verja perro :v  jálate hijo de tu puta verga a la verga!!! vergazos conmigo a la verga!!!,1
@usuario a la mierda peña y sus putos de telewila apoyamos a méxico y su gente no a puercos corruptos que buscan venganza d la manera + baja! saludos,1
no se para que putas me preocupo si no voy a cambiar nada aún así 🤷🏻‍♀️,0
@usuario @usuario acaba la primaria pública hijo de tu puta naca madre.,1
pinche putita cachonda hija de tu puta madre te pones tus pp bien pinche cachonda hija de tu puta madre.,1
vamos a decir que pilar abel está igual de loca que dalí pero sin su genio.,0
me tienen hasta la madre los putos ensayos. hasta la madre.,0
mi escuela flasheó jornada de lectura hoy qué es eso loca,0
no duerme el putas con ese partido de mañana... 😲 #vamoscolombia,0
7 años mamando del erario público y hasta ahora se da cuenta? se retira a hacer trizas la paz a tumb…,0
hola pinche putito te pones bien cachondo hijo de tu puta madre,1
lo siento. no puedo ver lo que pusó porque me bloqueó el marica ese,1
que malo que es kxxpxrs le hago mierda me 2/4 y el full dia y solo con sus putas telarañas que suerte tiene ese puto randy lo suyo es port,0
hasta extraño votar en hts por 5sos y ponerme como loca hasta la noche para que ganen los hijos de puta,0
@usuario te invito a ver este vídeo y te dejes de mamadas puto! yo creo que tú eres el hijo de las 69mil putas jajajaja! <url>,1
@usuario jajaja ya sabes muy luchona😌☝🏼,0
me encanta cuando se sorprende y habre esos putos ojotes se ve estupidamente sexi 💛 ¡siempleme me encanta!,0
@usuario edición coleccionista de destiny 2? madre mía si gustos más diferentes no podemos tener 😂😂😂 yo ni la básica 😂😂😂,0
aparte se da el descaro de decir que mi nene la trató mal mira hdp él es un ángel metete toda la mierda que dijiste en el culo bai,1
nos pelan la berga el de nosotros estuvo más fuerte viva mexico cabrones.,0
"mi papá me dijo que soy la loca de la familia no sé cómo tomarlo tenemos conceptos diferentes de ""loca"".",0
lo bueno de entrar a tw a cualquier hora es que leo sus tuits de ayer y sus putos likes que a nadie le importa pinche twitter te amo.,0
me desesperan tanto sus snaps con la camara rapida osea neta creen que queremos escuchar sus putas voces en modo ardilla? me cagan,1
ah chinga de que putas me estoy perdiendo ?? 🤔🤔🤔🤔 ando en mi mundo purple 🙄,0
creo seriamente que se ven bien pendejos justin y selena gomez  no mamar neta,1
extraño un chingo a kendy diciendo: marica si vos sos bonita 💜,0
obvio lo logró pero al parecer me asusto confrontativamente. recibió mi mirada loca y varios 'carajo ¿qué?'... terminando con un 'pendejo'.,0
una ya no puede enamorarse a gusto porque llegan las putas arrastradas y tu novio cae como todo un pendejo.,1
no mames el chavo de americano me esta volviendo loca,0
