Genero,Edad,Procedencia,Calificacion,Score,Aportaciones,Titulo,Opinion,Pais,Idioma,Dispositivo,Fecha
femenino,20,internacional,Excelente,5,5,excelente vista a la ciudad,fui a visitar el monumento de pipila y quede fascinada tiene una vista increible de la ciudad hay dos maneras de subir caminando que te llevaria mucho mas tiempo o subiendo desde un carrito que te cobran 50 pesos la ida y vuelta realmente vale la pena,Guatemala,espanol,Móvil,2018-06-22
masculino,36,internacional,Excelente,5,276,importancia historica,visita obligada para visitar uno de los episodios importantes de la independencia de mexico el joven valiente que permitio la toma de la alhondiga de granaditas,Perú,espanol,Móvil,2018-06-19
masculino,30,internacional,Excelente,5,61,hermosa vista,otra parada obligatoria en la visita a la ciudad de guanajuato desde aqui se aprecia la ciudad y los lugares mas caracteristicos de la ciudad,Costa Rica,espanol,PC,2018-06-19
femenino,28,internacional,Excelente,5,9,representante de la historia de mexico,conociendo la historia de juan jose de los reyes martinez conocido como el pipila famoso personaje que ayudo a para el inicio de la libertad de mexico la increible vista a la ciudad de guanajuato desde este punto es excepcional,Estados Unidos,espanol,PC,2018-06-18
masculino,50,internacional,Pésimo,1,1037,horrible,significados historicos aparte este monumento es un desperdicio de dinero pues esta hecho de doler no vaya no pierde nada,Brasil,portugues,PC,2018-06-14
masculino,56,internacional,Excelente,5,324,famoso,un escenario famoso en todo el mundo me impresiono que el paisaje se abriera gradualmente mientras subia por el teleferico la proxima vez me gustaria ver la vista nocturna,Japón,japones,Móvil,2018-06-14
masculino,48,internacional,Muy bueno,4,261,cuando digo guanajuato,aqui esta es un lugar turistico que ha venido muchas veces hoy subi con un teleferico por primera vez es un buen lugar para ver la ciudad de guanajuato,Japón,japones,Móvil,2018-06-10
femenino,33,internacional,Muy bueno,4,29,disfruta el paisaje aqui,creo que a muchos locales no les gusta la enorme estatua del pipila aqui pero el paisaje aqui es realmente bueno guanajuato es una ciudad hermosa tomamos un taxi y seguimos el camino para explorar esta ciudad historica,Estados Unidos,chino,PC,2018-06-01
femenino,28,internacional,Muy bueno,4,29,enjoy the view,i dont think too many folks appreciate the giant statue of pipila but the view here is exceptional guanajuato is such a beautiful city we took a taxi to the site and walked down through the alleyways of the historic city,Estados Unidos,ingles,PC,2018-06-01
masculino,53,internacional,Excelente,5,108,best view of the city,the history is important but most go for a picture of the city below and on the opposite hill easy to get there and worth a stop,Estados Unidos,ingles,Móvil,2018-05-29
femenino,27,nacional,Excelente,5,45,la vista mas espectacular de la ciudad,subir al monumento de el pipila es toda una experiencia desde el corto trayecto del funicular panoramico en que se van viendo desde lo alto las vistas mas hermosas del jardin de la union hasta llegar al mirador y caminarlo eligiendo el mejor sitio para la foto del recuerdo con la ciudad a sus pies luciendo su magnifica arquitectura es un imperdible,México,espanol,PC,2018-05-28
femenino,56,internacional,Regular,3,16,bueno,el viaje con el funicular es genial el monumento en si no es bello la vista de la ciudad es espectacular,Holanda,neerlandes,Móvil,2018-05-22
masculino,64,internacional,Excelente,5,2,beautiful,all city is amaizing no matter where you go you found amaizing places el callejon del beso all the churches have there own history,Estados Unidos,ingles,PC,2018-05-21
masculino,25,nacional,Excelente,5,8,espectacular,simplemente tienes que ir la mejor vista de guanajuato la tienes aqui si viste la pelicula coco y te gusto seguro te identificaras con este lugar,México,espanol,Móvil,2018-05-11
femenino,33,nacional,Excelente,5,15,hermoso,da una hermosa vista esta muy bonito el lugar ya que puedes comprar muchas cosas aparte su vista es impresionante,México,espanol,Móvil,2018-05-11
femenino,31,internacional,Excelente,5,543,take the funicularunrivaled view awaits,the ticket office is located just behind teatro juarez the window located either inside or outside for 3 purchase board the funicular and ascend to the cliff in a journey that takes about five minutes the view is stunning there are vendors at the top for your shopping and eating pleasure youll need to buy another ticket at the top for your return the statue is enormous and his story is compelling this is a must see site in guanajuato,Estados Unidos,ingles,Móvil,2018-05-07
masculino,33,internacional,Excelente,5,14,mejor vista de la ciudad,es el lugar perfecto para ver el atardecer de la ciudad puedes subir en coche caminando o por el funicular dependiendo de tus gustos presupuesto y el tiempo que le quieras dedicar a la visita hay algunos restaurantes y tiendas pero son caros vale la pena esperar para ver la ciudad de noche para despues bajar a una callejoneada al centro,Canadá,espanol,PC,2018-05-06
femenino,57,internacional,Excelente,5,51,vale la pena ir,al subir la colina con guia unos 30 minutos antes y despues de la puesta de sol se vera una imagen muy hermosa de que la luz de la ciudad se oscurecera gradualmente y la luz de la ciudad seguira guanajuato es pequeno y esta lleno de hospitalidad asi que quedate por todos los medios,Japón,japones,Móvil,2018-05-01
masculino,48,internacional,Excelente,5,5,great view of guanajuato,the hike up and back was fun recommend doing this at sunset we didnt take the funicular but thats a good way to get up and then hike down,Estados Unidos,ingles,Móvil,2018-04-30
femenino,39,internacional,Excelente,5,153,best view ever,guanajuato is one of my favorite cities the city has color and life no evening was ever boring and the view from the monumento al pipila was just the best just sitting and looking down the city was so relaxing go around evening and stay there till it gets dark,Francia,ingles,PC,2018-04-29
masculino,45,internacional,Excelente,5,32,vista espectacular,la vista de la ciudad que ofrece este pintoresco lugar tienes que vivirla sin duda la foto no podra faltar para nunca olvidar a la bella ciudad de guanajuato,Argentina,espanol,PC,2018-04-27
femenino,50,internacional,Muy bueno,4,586,el mejor escenario en la cima de la montana,puedes ver esta estatua en la montana desde muchos lugares debajo de la montana escalar y ver aprende sobre el pipila y como ayudo a allende e hidalgo puedes subir las escaleras o tomar el teleferico,Estados Unidos,chino,PC,2018-04-23
femenino,50,internacional,Muy bueno,4,586,best viewed from atop,you will see this statue looming over the city from several spots belowbut go up and see it learn about pipila and how he helped allende and hidalgo you can walk up the stairs or take the funicular,Estados Unidos,ingles,PC,2018-04-23
masculino,50,internacional,Excelente,5,543,the best views,be here for the sunset may be a little before so you can see the transition of the city its magical by far the best views of the city and its only a close tram ride from the main square,Filipinas,ingles,Móvil,2018-04-18
femenino,35,internacional,Excelente,5,5,view from the top is the best,nothing else compares to the view of guanajuato from the top meet people on the balcony souvenirs and snacks available for purchase,Estados Unidos,ingles,Móvil,2018-04-16
masculino,62,internacional,Muy bueno,4,509,hero of the city great views of guanajuato,take the funicular for a quick visit to this important monument but apart from the monument the best views of the city down below can walk down to the city if youd like to stroll and take in more great views,Estados Unidos,ingles,Móvil,2018-04-14
femenino,46,internacional,Excelente,5,24,para ser recorrido caminando,en un solo dia se recorre caminando los lugares historicos los de fantasia lo de pelicula solo con muchas ganas de caminar y sin gastar de mas,Bolivia,espanol,Móvil,2018-04-10
femenino,32,nacional,Excelente,5,2,visita turistica,un lugar muy precioso se logra ver toda la ciudad muy limpio y agrable un monumento espectacular muy grande y hecho de cantera,México,espanol,Móvil,2018-04-06
masculino,52,internacional,Excelente,5,49,la mejor visita de guanajuato,vale mucho la pena la vista es encantadora te recomiendo ir justo antes de anochecer para poder disfrutar del paisaje tanto de dia como de noche,Panamá,espanol,Móvil,2018-04-05
femenino,36,internacional,Excelente,5,8,genial,puedes llegar por tour o subete en funicular por 25 pesos vista de toda la ciudad para tomar muy buenas fotos,Colombia,espanol,Móvil,2018-04-01
femenino,24,internacional,Excelente,5,22,hermoso,en este monumento se puede apreciar toda la cuidad bellisimo nosotros compramos un guia turistico y nos explico la historia del pipila y porque le llaman asi mexico tiene mucha historia,Costa Rica,espanol,Móvil,2018-03-31
femenino,34,nacional,Malo,2,31,aburrido,esta aburrido ir es algo que puedes ahorrarte esta bonita la vista panoramica de la ciudad pero en si el monumento esta aburrido,México,espanol,Móvil,2018-03-29
femenino,51,internacional,Muy bueno,4,334,nice views of the city from here,this was a great place to look over the entire city with a funicular to the lower zone lots of shopping in the area but not many restaurants,Canadá,ingles,Móvil,2018-03-28
femenino,60,internacional,Excelente,5,153,great view from sunrise to sunset,i went there once for sunset and i liked it so much than i came back at sunrise to see it under a different light the monument itself is in the christ redeemer style in my own words tacky but the extensive view on the town is priceless it is particularly nice early morning when you see the sun reflecting in the houses windows sunset is beautiful too and the stairs going up there offer nice photo opportunities too,República Checa,ingles,Móvil,2018-03-26
masculino,43,internacional,Regular,3,12,buen punto de vista,lo mas hermoso del pipila es el paseo en el viejo ascensor inclinado y la vista desde la plataforma al menos el monumento no molesta el camino de descenso luego las escaleras y callejones utilizados aqui se puede ver mas y termina en el callejon del beso,Alemania,aleman,PC,2018-03-25
femenino,32,internacional,Excelente,5,134,like climbing mount everest,a beautiful view awaits but the hike is a little steep there are two access points from the center mark subida a san miguel and a cable car the monument is imposing the hike is not suited for small children nor if you have knee or lower extremity issues,Finlandia,ingles,Móvil,2018-03-25
femenino,44,internacional,Excelente,5,54,beautiful view over guanajato,nice steep hike up the hill which takes about 15 minutes the reward is fabulous a stunning view over guanajato,Estados Unidos,ingles,Móvil,2018-03-25
masculino,27,internacional,Muy bueno,4,81,awesome city view,the monument is quite big really interesting story but the cool stuff is actually the city view you get once youre on the top you can get there by using the funicular which is like 25 mxn to go up and another 25 to go down,Chile,ingles,Móvil,2018-03-25
femenino,61,internacional,Excelente,5,44,what a view,worth the trip we enjoyed the view monument was done with great detail it is something you should experience,Canadá,ingles,Móvil,2018-03-24
masculino,67,internacional,Muy bueno,4,51,great view,this is a must do when you travel to guanajuato as you can see the entire downtown area from here i was able to visualize things better after looking out from this viewpoint,Canadá,ingles,PC,2018-03-22
femenino,28,internacional,Excelente,5,36,gran vista,merece especialmente una visita al atardecer en el funicular tambien es bastante divertido y no es agotador,Alemania,aleman,Móvil,2018-03-21
masculino,38,nacional,Excelente,5,166,la mejor vista de guanajuato,un lugar para apreciar durante muchos minutos la vista de esta hermosa ciudad sin embargo debes de tener cuidado ya que hay tumultos de gente y muchos ambulantes que te presionan para que les compres desde comida hasta tours,México,espanol,PC,2018-03-21
femenino,21,nacional,Excelente,5,1,excelente vista de la ciudad,existen varias maneras de llegar a la cima del pipila la primera es caminando la cual solo la recomiendo si tienen buena condicion fisica y un calzado comodo la segunda en vehiculo y la tercera con el funicular lo cual lo recomiendo ampliamente el costo es de 25 por persona un solo viaje,México,espanol,PC,2018-03-21
masculino,17,nacional,Excelente,5,99,vista imperdible,tal vez la mejor vista de la ciudad se puede accesar a el mirador ubicado en la parte de arriba del monumento y la vista es aun mejor aunque el espacio es reducido sin mucha ventilacion y de dificil acceso para ninos o personas mayores o discapacitadas el mirador en si se puede accesar sin problemas,México,espanol,PC,2018-03-20
masculino,66,internacional,Muy bueno,4,325,like a big baby with a diaper,pipila is imposing for sure great art it is not the main reason for trudging up the steps is for the wonderful view of the city right in front of the university the cathedral and the jardin de la union go early to beat both the heat and the crowds particularly on weekends,Estados Unidos,ingles,Móvil,2018-03-18
masculino,38,internacional,Muy bueno,4,72,el paisaje es espectacular,el monumento no es muy espectacular pero vas alli no para ver el monumento sino para ver el paisaje un gran escenario en cualquier momento del dia si no quieres hacer mucho montanismo te recomiendo subir al teleferico y seguir por el camino,Estados Unidos,chino,PC,2018-03-16
masculino,29,internacional,Muy bueno,4,72,spectacular view,the monument itself is unspectacular but you dont really go for that you go for the view it is great anytime of day unless you want to do a fair amount of uphill walking i would recommend taking the funicular up and then meandering your way down via the paths and neighborhood,Estados Unidos,ingles,PC,2018-03-16
masculino,52,internacional,Excelente,5,47,spring break,once we were able to find the road up there it was great awesome views from here there are people up there who will give you the history food is good there as well go here first so you can see a layout of the land enjoy,Hungría,ingles,Móvil,2018-03-15
masculino,30,internacional,Muy bueno,4,87,great site to visit while in guanajuato,wonderful site visit with use of funicular to reach the top great panoramic views the monument was under repair great shops food stands coffee shop and bar with great views plan to see guanajuato at the sun paints the city at sunrise or sunset great place for selfies or group pictures to update your facebook page,Estados Unidos,ingles,PC,2018-03-15
masculino,35,internacional,Muy bueno,4,56,a key revolutionary figure,in 1803 miguel hidalgo y costilla took over the parrish church of our lady of sorrows in the settlement that today bears his name dolores hidalgo on september 16th 1810 the priest realized that the revolutionary plot had been discovered and decided to take the offence by ringing the church bell and summoning the townsfolk to action now referred to as the shout for independence or el grito later that month on sept 28 miguel hidalgo and ignacio allende would take possession of alhondiga de granaditas with the help of the celebrated local miner called el pipila juan jose de los reyes martinez amaro it is his image that overlooks the town of guanajuato unfortunately the offence that started with the shout in dolores hidalgo turned into a protracted fight that ultimately ended in hidalgos own death and that of his revolutionary compatriots juan aldama ignacio allende and jose mariano jimenez their heads were hung in the four corners in the grain storage facility to serve as a bitter warning against civil disobedience from october 14 1811 up till the declaration of independence from spain in 1821 el pipila actually escaped this fate and returned to his earlier profession as a miner ultimately dying in 1863 of typical miners diseases the mirador with the statute of el pipila is the perfect place to gaze at the town of guanajuato and pick out all the key buildings like the university of guanajuato,Brasil,ingles,PC,2018-03-14
femenino,19,internacional,Excelente,5,16,must see,beautiful view of the city definitely a great picture opportunity and a breath taking view of the city,Estados Unidos,ingles,PC,2018-03-10
masculino,32,internacional,Excelente,5,208,guanajuato puede ver los mejores lugares en la escena nocturna,ademas de ser un monumento heroico tambien es el mejor lugar para que guanajuato vea la escena nocturna situado en la ladera trasera del teatro puede tomar el teleferico o subir lentamente pasa por alto todo guanajuato donde se pueden ver coloridas casas durante el dia y hermosas vistas nocturnas como la via lactea por supuesto puedes comprar algunas bebidas y sentarte aqui esperando el atardecer hasta que caiga la noche recuerda traer un abrigo fino por la noche despues de todo en la ladera el viento sera un poco frio,Taiwán,chino,PC,2018-03-09
femenino,40,nacional,Excelente,5,22,excelente vista,una vista completa de la ciudad una estancia agradable y experiencia padre en el funicular economico,México,espanol,Móvil,2018-03-09
femenino,41,nacional,Excelente,5,280,fenomenal view of the city,definitely a most see in your visit to guanajuato the amazing view of the city can be enjoyed by day or night there is a way to go walking from downtown but it can be challenging if you dont have a good condition problems with knee breathing heart avoid walking up to there there is a way to go by car or taxi dont miss this,México,ingles,Móvil,2018-03-06
masculino,38,internacional,Muy bueno,4,90,hero of mexico,quaint little park with tourist souvenir stands however great view of the city the funicular travels down from here or up to here its a great walk down a exercise walking up when we flew in we took a taxi to here and walked down,República Checa,ingles,PC,2018-03-06
masculino,68,internacional,Muy bueno,4,104,ride the funicular for the view,this attraction has two features the statue and the view it helped to get an overview of the city from above combined with the seemingly scarce free tourist map it allowed us to organize our visit,Canadá,ingles,Móvil,2018-03-04
masculino,26,nacional,Excelente,5,26,gran experiencia,super economico rapido y el personal es muy amable es una excelente actividad que tienes que realizar si visitas guanajuato,México,espanol,Móvil,2018-03-03
masculino,35,internacional,Muy bueno,4,2691,solo una estatua,es una estatua gigante colocada en un lugar donde se tiene una hermosa vista de la ciudad a lo lejos hay muchos vendedores de baratijas aqui,Brasil,portugues,Móvil,2018-02-28
masculino,35,internacional,Muy bueno,4,261,con vista a las calles de guanajuato guanajuato,es un lugar famoso en guanajuato el paisaje cambia dia y noche se recomienda a guanajuato quedarse porque el horizonte de la ciudad de la noche tambien es hermoso,Japón,japones,Móvil,2018-02-24
femenino,33,nacional,Excelente,5,14,gran panoramica de gto,una vista panoramica increible tuve la oportunidad de visitarlo de dia y de noche ambas vistas totalmente autenticas hay 3 formas de subir hacia este monumento y apreciar la vista contratando un tour por el funicular y caminando por calles en subida que te exigen mucho esfuerzo yo recomiendo de dia caminando y por noche tomar el funicular guanajuato es muy seguro y muy bello una ciudad encantada por todo,México,espanol,Móvil,2018-02-23
masculino,49,nacional,Regular,3,86,bien para conocer nada mas,este monumento es parte de la historia y es bueno ir a conocer solamente que el dia que fuimos estaba en remodelacion y no pudimos verlo completo,México,espanol,PC,2018-02-21
femenino,37,nacional,Muy bueno,4,83,la mejor vista de guanajuato,impresionante escultura del pipila enorme y en un mirador donde se tiene la mejor vista de todo guanajuato alli tambien hay muchos guias de turistas que te ofrecen tours a los alrededores por modicas tarifas,México,espanol,PC,2018-02-21
femenino,20,internacional,Excelente,5,5,history,if you want to learn about the history you have to go and eat the gorditas outside theyre delicious,Estados Unidos,ingles,Móvil,2018-02-20
masculino,26,internacional,Muy bueno,4,6,hermoso paisaje,el paisaje es super bonito especialmente de noche subimos a la cima dos veces la sensacion del dia y la noche es diferente hay un camino que puede subir y bajar sin un teleferico pero es dificil de encontrar,Filipinas,chino,Móvil,2018-02-19
masculino,41,internacional,Excelente,5,3,muy bien,tiene vista increible muy buen recorrido el guia fue muy bueno en la explicacion y servicial recomendado,Chile,espanol,Móvil,2018-02-19
femenino,25,internacional,Muy bueno,4,6,great view,stunning view especially at night we went to the top twice different feeling when go day and night there is a way up and down not require cable but it is hard to find,Perú,ingles,Móvil,2018-02-19
masculino,39,internacional,Excelente,5,8,aqui inicia tu tour,monumento a un heroe que dio su vida por la patria se ubica en un lugar con un vista de toda la ciudad y por ende los sitios de interes aqui te ubicas para iniciar tu recorrido por lugares increibles,Costa Rica,espanol,PC,2018-02-18
femenino,24,internacional,Excelente,5,25,best view of guanajuato,this view is just breathtaking i traveled with my mom we took a tour bus this was one of the stops they waited for the tourist to take pictures of the view check out my photo that was the perfect angle for the memory to take with you,Estados Unidos,ingles,Móvil,2018-02-18
femenino,37,internacional,Excelente,5,757,beautiful,go to el pipila for a magnificent view of colonial guanajuato lots of services including food and souvenirs,Estados Unidos,ingles,Móvil,2018-02-17
femenino,58,internacional,Excelente,5,7,es una atraccion imperdible en guanajuato,es el mejor lugar para ver la mejor vista de guanajuato la imagen parece una plataforma de observacion y hay muchas tiendas de recuerdos aunque parece que se puede ir a pie es una pendiente bastante empinada por lo que se recomienda ir en coche,Japón,japones,Móvil,2018-02-15
masculino,58,internacional,Excelente,5,95,excellent view from the top,on the top of guanajuato you can observe the city and identify several of the touristic points you should be visiting great for pictures and to have that snapshot of guanajuato i recommend to walk up along the callejones alleys 15 minutes at steady pace go up and go down to teatro juarez great walk,Chile,ingles,Móvil,2018-02-15
masculino,51,internacional,Excelente,5,110,history with a view,take the funicular up and the stairs down to this wonderful monument to a hero of the mexican revolution the monument itself is somewhat pedestrian from an aesthetic point of view but the point of view one gets over the historic center of gto is spectacular oh and there is good food and drink to enjoy from the street vendors,Estados Unidos,ingles,PC,2018-02-14
femenino,30,nacional,Regular,3,10,visita nocturna no recomendable,el pipila es muy popular en guanajuato ya que al llegar al monumento obtienes una vista inigualable de la ciudad no tuvimos la oportunidad de entrar al museo ya que se encontraba cerrado a la hora que subimos mi esposo y yo decidimos subir en la noche para observar las luces de la ciudad y aunque la vista es unica y hermosa el mirador no tenia nada de luz estaba completamente obscuro y solo era muy facil que nos asaltaran por lo que solo estuvimos 5 min y nos fuimos pero la vista es sensacional nosotros subimos por el funicular y fueron 25 pesos por persona,México,espanol,Móvil,2018-02-12
masculino,69,internacional,Regular,3,952,no podemos perderlo,en la cima de la montana detras del teatro juarez se encuentra el gigantesco monumento pipila erigido en honor a un hombre llamado martinez un heroe de la guerra de independencia el monumento como tal es de hecho bastante representativo del arte mexicano por su sobriedad y lineas sobrias es enorme y puedes verlo por toda la ciudad cuando miras en su direccion nuestro interes es limitado por otro lado la explanada panoramica nos permite apreciar toda la ciudad y el centro historico,Canadá,frances,PC,2018-02-10
masculino,33,internacional,Excelente,5,129,great views,the funicular is a fun way to reach this monument although you can walk up if you have the energy great views of the city and a number of ways down the funicular costs 25 pesos,Canadá,ingles,Móvil,2018-02-08
masculino,25,nacional,Muy bueno,4,69,buena vista,tiene una vista espectacular sin duda alguna para visualizar al ciudad para subir al mirador puedes tomar el funicular que se encuentra atras del teatro juarez,México,espanol,Móvil,2018-02-05
femenino,28,internacional,Muy bueno,4,373,gives you a good perspective of the city below,we stopped with a driver on the way into the city parking was difficult because there is not lot and our driver needed to park on the street a tight space and if a wheel is over over the shoulder and on the street a license plate can be removed and you have to go to the police station to pay a fine yes you read that correctly the view was wonderful and it really gave you a great overview of how the city is laid out more importantly it showed you how the homes are really built into the sides of the cliffs and how some homes really are entered by the roofs given the shortage of space you can see that the rooftops serve as the driveway laid out below you are many of the sites that you will visit you can enter the monument to hear more of the history of the area however we were supplied this information by our guide there are vendors for food and a small restaurant which also has a view you can also reach the site by a funicular for a small view we saw the site in the day and should have returned at night to see the city lights,Estados Unidos,ingles,PC,2018-02-03
masculino,50,internacional,Excelente,5,62,lo mejor son las vistas,vale la pena tomar el teleferico hasta el monumento del pipila las vistas de la ciudad son inmejorables y preciosas arriba tambien hay numerosos puestos de venta donde comprar recuerdos imprescindible ver guanajuato desde el mirador,España,espanol,Móvil,2018-01-30
masculino,48,internacional,Regular,3,3304,monumento al minero,gran estatua simbolo de la ciudad y su alma hecha de mineros que le dieron riquezas y que la libero en 1810 del juego espanol heroe local y nacional cuya escultura en nombre de la fuerza se representa con cortes cuadrados y algo desvergonzados se puede ver desde toda la ciudad y desde la estatua se puede ver toda la ciudad,Italia,italiano,PC,2018-01-25
masculino,26,internacional,Excelente,5,37,its more than a viewpark,this place is definitely a part of guanajuato an extension of historical landmarks like the alhondiga de granaditas there is much history to be absorbed my opinion it needs a bigger explanation room of his historical meaning sad guides dont take you inside the pipila to not pay the entry fee to read historical notes maybe more frames would help but climbing the tower is a must not for claustrophobic types the views are astonishing but please please try the quesadillas the food up there is the best there are aldo a couple very good restaurants next door and the little market at the funicular is maybe the best there is also a leyends museum at the station so dont think you should come up for the view theres plenty more take your time and enjoy,Holanda,ingles,Móvil,2018-01-25
masculino,26,nacional,Excelente,5,8,la vista mas bonita,si vas a guanajuato tienes que ir a este mirador es increible la vista ya que puedes ver todo guanajuato el jardin de la union las iglesias los teatros alcanzas a ver sus calles sus casas tan coloridas,México,espanol,Móvil,2018-01-22
femenino,29,internacional,Muy bueno,4,20,la vista es bella,la vista de la ciudad de guanajuato que se aprecia desde este lugar es maravillosa sin duda es una bella foto la que te llevaras esta muy bien subir por el funicular aunque tambien hay escaleras por si quieres hacer un poco de ejercicio,Venezuela,espanol,Móvil,2018-01-22
femenino,20,nacional,Regular,3,43,a long hike up to see a big statue,i took the hard way up on the stairs and narrow streets i would not do it again it is a trolley up i think its a better way to go and return via the stairs yes the view is nice the statue is just big and looked like a roman emperor,México,ingles,PC,2018-01-17
femenino,20,internacional,Excelente,5,10,conociendo la historia,un lugar que es obligatorio visitar puedes ver toda la ciudad la universidad de guanajuato puedes llegar en micro o subir por toda la pendiente pasas por el callejon del beso es una subida muy cansada pero se disfruta al llegar a la cima,Colombia,espanol,Móvil,2018-01-16
femenino,31,internacional,Excelente,5,64,wow,vistas magnificas de toda la ciudad lo hemos disfrutado muchisimo un lugar completamente recomendable,España,espanol,Móvil,2018-01-13
femenino,30,internacional,Excelente,5,7,view,it has an awesome view perfect for great pictures its a really safe place we went there in the morning and at night and felt 100 secure love the place and its people,Inglaterra,ingles,Móvil,2018-01-13
masculino,42,nacional,Excelente,5,72,lugar obligado a visitar,el monumento al pipila ofrece una vista de la ciudad increible y muy bonito es apto para toda la familia se puede apreciar tanto de dia como de noche con la iluminacion de los templos y del teatro juarez que se aprecia desde el mirador no cuenta con un gran estacionamiento por lo que se recomienda ir a pie o bien en algun tour en combi que muchas agencias promueven,México,espanol,Móvil,2018-01-09
masculino,28,internacional,Excelente,5,6,terrific view,best view in town at the base of the statue not really worth the extra pesos to climb to the top view is better from the ground,Estados Unidos,ingles,Móvil,2018-01-07
masculino,41,nacional,Excelente,5,7,excelente vista,este lugar es basico para visitar en guanajuato la vista desde de la ciudad es espectacular y bajar por las escaleras es una experiencia imperdible si estas cansado de regreso puedes usar el funicular para no subir nuevamente por las escaleras,México,espanol,PC,2018-01-06
masculino,53,nacional,Excelente,5,23,el pipila,excelente vista donde podras apreciar toda la historia que tiene este hermoso lugar guanajuato un lugar que seguro te encantara recomiendo llevar zapato comodo ya que querras conocer todo,México,espanol,Móvil,2018-01-06
femenino,36,internacional,Muy bueno,4,136,con vistas al colorido paisaje urbano,debido a que el teleferico cuesta 25 por trayecto y el descenso cuesta unos 15 minutos a pie creo que un camino esta bien a menos que las piernas esten debiles espere 30 minutos hasta que estemos en linea con el teleferico despues de las 14 en punto eran unas ocho personas por lo que no se hizo estrecho y pude ver el paisaje creo que es bueno ver el colorido paisaje urbano cuando se ve en un momento brillante,Japón,japones,PC,2018-01-06
masculino,35,nacional,Malo,2,47,mixed experience,very nice views of the city and the funicular on the way up is fun but the line for the funicular moves slowly and the plaza at the monument is dirty i dont regret going but would not do it again,México,ingles,Móvil,2018-01-05
masculino,50,nacional,Excelente,5,9,ano nuevo,es un mirador excelente desde donde puedes admirar la belleza de toda la ciudad y sacar muchas fotos,México,espanol,Móvil,2018-01-04
femenino,26,nacional,Excelente,5,66,visita obligada museo y monumento,pues te sugiero ir con ropa comoda podras llegara alli caminado entre callejones de guanajuato o puedes optar por el funicular atras del monumento encontraras el museo en el cual podras subir al mirador de este monumento que te lleva hasta la mitad del pipila pero para llegar alli primero debes formarte pagar unos 10 pesos y subir en un grupo de 810 personas por una escalera muy estrecha y esperar a que el grupo de arriba baje si vale la pena ir y subir mientras esperas puedes leer y ver el pequeno museo que se encuentra en la planta baja la cual no te cobran por visitar,México,espanol,Móvil,2018-01-04
masculino,18,nacional,Muy bueno,4,1,el pipila,excelente vista y el teleferico le da un toque especial solo la entrada al mirador dentro de la estatua del pipila esta muy sucio por la cantidad de gente y los 10 pesos por pasar deberian por lo menos limpiar el cristal,México,espanol,Móvil,2018-01-04
masculino,46,nacional,Excelente,5,77,vista espectacular,este punto ofrece una vista espectacular de la ciudad de guanajuato tanto de dia como de noche sin duda es uno de los puntos a visitar durante el viaje a esta hermosa ciudad,México,espanol,Móvil,2018-01-03
