Genero,Edad,Procedencia,Calificacion,Score,Aportaciones,Titulo,Opinion,Pais,Idioma,Dispositivo,Fecha
masculino,71,internacional,Muy bueno,4,947,preciosa basilica,se visita la basilica de notre senora de guanajuato como en otros lugares es el corazon de la ciudad este edificio amarillo imponente es el centro de la ciudad habiamos querido visitar el dia antes pero estabamos celebrando una boda hoy en dia tenemos sonidos lugar entre los bautismos y comuniones justo antes aprovechamos el interludio para ver y al mismo tiempo ver a un hombre joven que hace pivotar para tirar de un cable para operar las campanas impresionante,Canadá,frances,PC,2018-01-06
femenino,37,nacional,Muy bueno,4,23,basilica de guanajuato,la basilica colegiata de nuestra senora de guanajuato es el edificio mas protagonista de la plaza de la paz se le denomino parroquia de guanajuato hasta el ano de 1957 en que se le elevo a la categoria de la basilica de nuestra senora de guanajuato su construccion se inicio en el ano de 1771 y se concluyo en 1796 los mineros fueron quienes cubrieron los costos del lugar en ese ano se llevo al templo la imagen de la virgen de guanajuato la cual dice la tradicion fue donada por el rey felipe ii es una magnifica escultura en madera estofada llama la atencion la dulce belleza de los rostros de la virgen y el nino y tiene una rica base de plata repujada de estilo barroco su arquitectura corresponde al barroco manierista del siglo xvii con esbelta cupula del mismo estilo su atrio data de principios del siglo xix cada una de sus tres puertas de acceso tiene una fachada en cantera rosa sobresaliendo la fachada principal sobre la cual se erige el campanario de tres cuerpos de la misma epoca y estilo ademas del cubo del reloj se aprecia otra torre de inferiores proporciones y de bello estilo churrigueresco del siglo xviii en el altar mayor se encuentran los autenticos restos de santa faustina martir y su sangre en polvo contenida en un bello vaso los cuales fueron adquiridos en roma por el segundo conde de valenciana,México,espanol,Móvil,2018-01-06
masculino,41,nacional,Regular,3,47,not bad not the best,if you liked parochial architecture youll enjoy the basilica but i did not find it particularly nice worth a visit though,México,ingles,Móvil,2018-01-05
femenino,37,nacional,Excelente,5,148,hermoso templo,con tantas iglesias como hay en guanajuato es dificil competir sin embargo esta basilica es hermosa,México,espanol,Móvil,2018-01-05
femenino,18,nacional,Excelente,5,63,templo emblematico en el centro de guanajuato,entre todas las iglesias que se encuentran en esta ciudad sin lugar a dudas resalta la basilica con detalles en su interior y en si fachada de alto relieve muy cuidada y donde podras celebrar alguna ceremonia importante en tu vida cuando la visite nos toco la suerte de presenciar una boda y para recibir el ano nuevo frente a ella el gobierno de la ciudad monta un escenario y de ella lanzan fuegos pirotecnicos muy recomendable,México,espanol,Móvil,2018-01-04
masculino,72,internacional,Excelente,5,15,beautiful city beautiful basilica,the strikingly beautiful basilica is just one of the marvelous sites in guanajuato it is located just down the street from the central park there are lots to see in this historic city and the basilica is one of many must see places,Estados Unidos,ingles,PC,2018-01-04
masculino,24,internacional,Excelente,5,41,imponente,asentada en el centro de la ciudad su arquitectura es imponente vistiendo totalmente la plaza de la paz es un lugar obligado para su visita la tipica foto cayendo la tarde no puede faltar en su interior se pueden apreciar el arte y estructura imponentes,Argentina,espanol,Móvil,2017-12-27
femenino,36,nacional,Excelente,5,80,hermosa,me toco verla de dia y de noche en la noche le iluminen por fuera y se ve super bonita es color amarillo mostaza y hace muy bonito contraste con el azul del cielo vale la pena darse una vuelta aunque no se profese la religion catolica por fuera hay jovenes vestidos de estudiantina que te ofrecen callejoneadas en la noche,México,espanol,Móvil,2017-12-26
masculino,39,internacional,Muy bueno,4,567,notable,la basilica de nuestra senora de guanajuato tiene una imagen de la virgen patrona de la ciudad todo cubierto de joyas y se encuentra en la plaza de la paz no hay que perderse,Italia,italiano,PC,2017-12-22
masculino,61,internacional,Excelente,5,107,es un templo magnifico en pleno centro historico de guanajuato,imponente templo en el nucleo historico de guanajuato reliquia colonial que no debes dejar de visitar por su riqueza religiosa y arquitectonica,Perú,espanol,PC,2017-12-22
masculino,49,internacional,Excelente,5,940,from the outside the color and architecture are top notch pristine and well maintained,it seemed like every time i tried poking my head in this church as i walked by there was a service going on this specific friday i finally went inside during the service at night when it was all lit up it was stunning i recommend a visit,Estados Unidos,ingles,PC,2017-12-16
femenino,21,internacional,Excelente,5,66,justwow,the sites of this quaint city are so breathtaking basilica of our lady of guanajuato included i recommend coming into the city of guanajuato during the day and staying to see the sites in the evening so you get to experience the best of both worlds be sure to wear comfortable shoes to help navigate the cobblestone streets,Estados Unidos,ingles,PC,2017-12-11
femenino,44,nacional,Excelente,5,6,hermosa,simplemente si vas a guanajuato tienes que visitarla para tu acervo cultural arquitectura inigualable,México,espanol,Móvil,2017-12-09
femenino,22,internacional,Excelente,5,39,gorgeous place,absolutely stunning on the inside was open every time we walked by it is located in the center of everything just a short walk away from teatro juarez,Estados Unidos,ingles,PC,2017-12-06
masculino,26,nacional,Muy bueno,4,154,visita a la basilica,visita obligada es un lugar al que tienes q ir la infraestructura de la basilica es espectacular la parte de adentro cuenta con un detalle muy bueno es un lugar que puedes visitar a cualquier hora en la noche la iluminacion en la noche es increible,México,espanol,PC,2017-12-01
masculino,34,nacional,Excelente,5,41,no puedes perderte una foto aqui,en la noche se ve muy bonita la iglesia con la iluminacion que le ponen imperdible para sacar una foto,México,espanol,PC,2017-11-24
femenino,38,nacional,Excelente,5,155,casi la catedral,cerca del jardin union encontraras este lugar emblematico y su arquitectura tipo barrocon con oro de las minas aunque es la capital de guanajuato deberia ser cate dral aunque no quisieron una visita obligada y agradable,México,espanol,Móvil,2017-11-21
masculino,27,nacional,Excelente,5,12,una de las varias hermosas iglesias de guanajuato,fue la primer iglesia que visitamos por nuestro recorrido de la ciudad y fue la primer impresion de la majestuosidad de la arquitectura de la ciudad esta hermosa y definitivamente si vas a la ciudad te recomiendo visitarla,México,espanol,PC,2017-11-14
masculino,42,nacional,Excelente,5,13,la mejor,es perfecta y muy agradable es imponente y llamativa a sus alrededores podras encontrar restaurantes se encuentra en una via caminable recomiendo recorrer toda la zona y visitarla por dentro es hermosa,Chile,espanol,PC,2017-11-13
masculino,69,internacional,Excelente,5,925,aspecto colorido y hermoso de la iglesia,la iglesia se encuentra en el centro de la ciudad delante de la iglesia se ha convertido en una plaza con una fuente que los ciudadanos ikoi alrededor de que hay muchas opiniones que haya un asiento terraza del restaurante orquesta y la noche es alli ha jugado el mariachi tambien durante el dia es hermoso y colorido pero su apariencia es tambien preciosa para ser iluminado por la noche,Japón,japones,PC,2017-11-13
masculino,52,internacional,Excelente,5,223,muy muy hermosa basilica,sin comentarios guanajuato tiene iglesias visitar hermosas y bellas basilicas pero es realmente muy hermosa vale la pena el viaje,Francia,frances,Móvil,2017-11-11
femenino,43,nacional,Excelente,5,18,beautiful colonial church,as many of the churches in guanajuato city this temple is beautiful a great architectural visit it is a must see,México,ingles,PC,2017-10-26
femenino,63,internacional,Excelente,5,432,walk inside turn around and look up,almost everything has gold leaf on it including the huge pipe organ in the balcony in the back of the church eye popping the church of our lady of guanajuato became the basilica in 1957 when a bishop came the building title upgrade reflected the title of the new head of the church the facade is manneristbaroque in style the sculpture of the virgin of guanajuato the citys patron was a gift from king carlos v of spain in 1557 this is a mustsee when youre in town oh one more thing we had a chance to talk with the bellringer when we left there is no pattern he rings the bell as many times as the spirit moves him,Estados Unidos,ingles,PC,2017-10-25
femenino,66,internacional,Excelente,5,174,beautiful basilica,this basilica is really beautiful and it is a mustsee in guanajuato walk around the downtown and dont forget to stop here and take a look inside since it has amazing architecture inside too,Finlandia,ingles,PC,2017-10-23
femenino,29,internacional,Excelente,5,58,medio dia en guanajuato,inicie mi dia a las 4pm y lo termine a las 1130pm que se puede decir de esta ciudad un cuento sus callejones la historia y todos los edificios arquitectonicos los cuales son la tradicion e historia de una pueblo que peleo por su independencia la basilica de nuestra senora de guanajuato es un excelente lugar para escuchar parte de la historia afuera hay ciudados que te cuentan la historia por unos cuantos pesos o unas tortas vale la pena escucharlos si no tienes un guia turistico,Israel,espanol,Móvil,2017-10-17
masculino,21,nacional,Excelente,5,445,la mejor de guanajuato,la basilica de nuestra senora de guanajuato es la mejor o una de las mejores obras barrocas en guanajuato la arquitectura es impresionante pero por dentro es magnifica definitivamente es un tienes que ver de guanajuato,México,espanol,Móvil,2017-10-16
femenino,33,internacional,Excelente,5,24,basilica of our lady of guanajuato,this is just one of several churches in guanajuato and each one is spectacular to go into view and take photos the architecture and workmanship is stunning look up and all around in one church there was a magnificent pipe organ it looked as though there was a rehearsal in progress as a man was playing it while a woman sang it was quite beautiful bit be respectful and aware it might be a rare occurrence but we walked in unaware during a funeral it wasnt until they proceeded down the aisle with the casket that we knew at this time we moved outside and then left to come back later,Canadá,ingles,PC,2017-10-05
masculino,42,nacional,Excelente,5,47,basilica en el centro de la ciudad,ermosa basilica localizada al centro de la ciudad cerca de otros atractivos turisticos muy bien cuidada,México,espanol,PC,2017-10-03
masculino,36,nacional,Muy bueno,4,41,iglesia mas emblematica de la ciudad,hermosa basilica en el mero centro de guanajuato frente a la plaza de la paz con un estilo barroco y neoclasico cuenta con la primera escultura de la virgen llegada a america en una bella pieza de madera de cedro,México,espanol,PC,2017-10-02
masculino,68,internacional,Excelente,5,926,beautifuk inside and out,this basilica is one of the most beautiful that i have seen in mexico its decoration inside is subtle but elegant it is a peaceful break from all your walking around the city,España,ingles,PC,2017-09-18
masculino,50,nacional,Muy bueno,4,87,emotional and inspirational,the architecture of the churches are simply outstandingthe details of the ceiling painted and statues are very well defined,México,ingles,PC,2017-09-13
femenino,41,nacional,Excelente,5,65,preciosa,es tan hermosa en su interior y se celebran las mejores ceremonias eclesiasticas de la sociedad ademas del tinte religioso como historia y arquitectura vale en todo,México,espanol,PC,2017-09-12
masculino,74,internacional,Excelente,5,546,el aspecto hermoso,en particular una gran vista nocturna desde la cima de la colina en la iglesia simbolica de guanajuato ubicada en el centro de la ciudad usted puede disfrutar de la vista durante el dia y la noche,Japón,japones,PC,2017-09-08
masculino,39,nacional,Muy bueno,4,829,en tu camino del teatro al callejon,para visitar en tu camino del teatro al callejon del beso es una bonita catedral pero lo interesante esta en su interior ubicado enfrente de la plaza de la paz donde puedes encontrar un par de cafeterias y restaurantes para tomar un respiro,México,espanol,Móvil,2017-09-06
masculino,53,internacional,Excelente,5,758,enclavado en el centro de la hermosa ciudad,en algunas ciudades asi que relajamos y disfrutamos para funcionar incluso sin un mapa guanajuato es una ciudad hermosa a todos a ser experimentado y es el centro exacto donde se encuentra la catedral su perfil muy movido y situado en el hermoso centro historico de la ciudad hace que sea muy especial aqui se celebran muchas bodas con los coches historicos de espera para la novia y el novio la plaza frente a la catedral tambien es hermoso y la noche se llena de gente y locales mas que decente no banal y que podra comer bien sin gastar mucho dinero,Italia,italiano,PC,2017-09-06
masculino,35,nacional,Excelente,5,22,belleza y locura hermosa ciudad,cada paso que se da en esta bella ciudad es una belleza mezcla de una ciudad mediana en rapido crecimiento y una historia fuerte increible sus callejoneadas enamoran a mas de un turista,México,espanol,PC,2017-08-21
masculino,46,nacional,Muy bueno,4,834,de las mas emblematicas,desde el mirador esta basilica sobresale por su tamano es sin duda de la mas emblematicas de la ciudad un lugar de oracion enfrente tiene un pequeno pero bonito parque y el entorno de los edificios coloniales hacen de este sitio algo realmente llamativo,México,espanol,PC,2017-08-18
masculino,40,nacional,Excelente,5,57,hermosa catedral,acudi a misa con mi familia y nos quedamos asombrados de que no cuentan con un coro sino que se utiliza el organo instrumental de la iglesia y las dos personas que cantan lo hacen a manera de opera o no se como explicarlo disculpando la ignorancia muy padre todo,México,espanol,PC,2017-08-08
femenino,23,internacional,Muy bueno,4,14,un lugar espiritualmente colonial,es un templo hermoso lleno de historia y misticismo ir por la tarde a misa es reconfortante pero tambien debe visitarse por la noche para disfrutar de la exquisita iluminacion que el municipio realizo,Colombia,espanol,Móvil,2017-08-05
femenino,55,internacional,Muy bueno,4,207,beautiful church,this is another beautiful and historic church it has been well kept and you can visit for free donations are accepted if you want to take pictures make sure you turn off your flash,Estados Unidos,ingles,Móvil,2017-08-02
femenino,46,internacional,Excelente,5,95,beautiful basilica,one of many beautiful elegant basilicas in the area providing a sense of being in a spiritual place,Estados Unidos,ingles,Móvil,2017-07-31
masculino,62,internacional,Excelente,5,222,gran devocion,impresionante complejo basilical con distintos templos y lugares para el peregrinaje de los devotos de esta divinidad,Perú,espanol,PC,2017-07-30
femenino,32,internacional,Excelente,5,24,loved it,amazing place to visit it feels as if you are in europe the building and architectural structures are overwhelmingly amazing a camera is unable to capture its beauty,Estados Unidos,ingles,PC,2017-07-30
femenino,33,internacional,Muy bueno,4,95,en el corazon de guanajuato,se encuentra en el puro centro de la ciudad es un icono de guanajuato y cerca de ahi venden unas nieves muy ricas,Guatemala,espanol,PC,2017-07-28
masculino,20,nacional,Muy bueno,4,19,muy interesante,una iglesia iconica de guanajuato esta en la zona mas concurrida de la zona en los alrededores hay mucha afluencia de turistas y lugarenos,México,espanol,PC,2017-07-24
masculino,25,internacional,Excelente,5,123,preciosa,preciosa basilica tanto por fuera como por dentro ubicada en la plaza mas grande e importante de la ciudad donde ademas tienes en frente unos bares con terrazas donde tomarte una chela y ver la basilica en un observatorio privilegiado,España,espanol,PC,2017-07-18
femenino,39,nacional,Muy bueno,4,4,centro religioso y social,lugar de reunion comun de habitantes de la ciudad tanto por fechas religiosas como misas casamientos y funerales,México,espanol,PC,2017-07-11
masculino,57,internacional,Excelente,5,60,lovely,the basilica is lovely inside and out guests are welcome but should be respectful to the churchgoers,Estados Unidos,ingles,PC,2017-07-10
masculino,36,nacional,Excelente,5,125,visita a la beata faustina,en este lugar a parte de ser la maxima iglesia de guanajuato se encuentra el cuerpo incorrupto de la beata martir faustina es un lugar obligado para los creyentes,México,espanol,Móvil,2017-07-09
masculino,43,internacional,Excelente,5,48,center of historical district,this church is right in the center of the historical district in the evening the place gets crowed with people visiting the nearby shops and cafes or locals coming in for a stroll very beautiful church you can walk in inside and enjoy a quite moment of peace,Estados Unidos,ingles,PC,2017-07-07
masculino,28,nacional,Muy bueno,4,383,el icono de la ciudad,la catedral es bonita por dentro y fuera en mi opinion mas por dentro frente a ella esta una plaza muy bonita con varios restaurantes y muy cerca de ella caminando estan el resto de las atracciones de la ciudad vale mucho la pena entrar a visitar,México,espanol,Móvil,2017-07-03
femenino,37,internacional,Excelente,5,319,concurrida,como casi todo esa calle es bastante concurrida la cantidad de gente a su alrededor hace un poco complicado admirar su bella arquitectura en la noche cuando la iluminan es mas bella aun si la visitan preparense para no ser los unicos,Colombia,espanol,Móvil,2017-06-24
femenino,47,internacional,Muy bueno,4,384,this building lights up both day and night,almost right in the middle of downtown guanajuato i went to see it closely on my last nite here i noticed the statue of the pope on the right side of the church it is an architectural marvel with the chandeliers and gold inside i wanted to go in but there was a graduation ceremony going on and i had to respect that there is a museum open from 1000 to 1500 in the old capilla of the church i wish i had come earlier alot of different stores and restaurants around,Estados Unidos,ingles,PC,2017-06-24
masculino,42,internacional,Muy bueno,4,1530,sencilla pero muy bonita,sin duda alguna es el primero edificio en el que uno fija su mirada cuando sube al mirador que hay junto a la estatua del pipila su caracteristico color amarillo la hace muy reconocible y aunque el edificio sea algo basico esta perfectamente cuidada tanto por fuera como por dentro es especialmente bonita de noche cuando se encuentra iluminada,España,espanol,PC,2017-06-21
masculino,43,internacional,Excelente,5,82,must see,40 steps take you inside a magical place the paintings inside are inspiring i especially liked the one of jesus and the boy on his right side the picture of the white dove is also spectacular our guide told us about each painting and the churchs history,Islandia,ingles,Móvil,2017-06-18
femenino,20,nacional,Excelente,5,4,bello,es un lugar precioso me encanto sus calles su arquitectura las personas muy amables muchos lugares donde disfrutar un poco de musica y rica comida lo recomiendo,México,espanol,Móvil,2017-06-11
femenino,38,nacional,Excelente,5,437,lugar unico,como parte de nuestro recorrido por guanajuato un gran monumento arquitectonico nuestro hotel estaba casi cruzando la calle de la basilica las fotos de dia son impresionantes pero si tienes la oportunidad de tomar fotos de noche son aun mas bellas el interior es grandioso si esta abierto vale la pena entrar,México,espanol,Móvil,2017-06-07
masculino,23,nacional,Regular,3,73,templo sencillo notable iluminacion de noche,la basilica de guanajuato es el corazon de la ciudad la arquitectura es sencilla el exterior es mayormente liso en color ocre solo la portada y las torres tienen ornamentacion el altar principal es neoclasico en si el templo no es sobresaliente lo mas notable es la iluminacion exterior de noche,México,espanol,PC,2017-06-01
masculino,22,internacional,Muy bueno,4,1549,beautiful centerpiece,inside it out this structure is beautiful off a bright sunny day it glows with color at night its also beautiful this is a great center piece in a beautiful city,Estados Unidos,ingles,Móvil,2017-05-31
masculino,40,nacional,Excelente,5,72,santuario para visitar,es un templo sencillo pero bonito santuario y casa de la imagen de la virgen de guanajuato patrona de la ciudad la imagen es hermosa y digna de ser visitada tanto por devotos como aquellos que solo gustan de admirar el arte sacro en mayo son las peregrinaciones en honor a la virgen dignas de disfrutar tradicion ancestral en la ciudad,México,espanol,PC,2017-05-30
femenino,47,internacional,Muy bueno,4,193,hermosa arquitectura,es el principal atractivo de la ciudad situado en el centro historico y en la plaza de la paz es precioso por la noche iluminada y puede asistir a los servicios religiosos todo el tiempo y se hizo el domingo alrededor tiene varios restaurantes y tren turistico frente a la punta 100 pesos que se extiende a los principales lugares de interes de la ciudad vale la pena saber ella por su belleza interior y exterior y la arquitectura,Brasil,portugues,Móvil,2017-05-26
femenino,66,nacional,Excelente,5,173,obligado,guanajuato es un lugar obligado su historia sus callejones sus balcones comida etc lo hacen un lugar incomparable tanto mexicanos como extranjeros debemos conocerlo es completamente hermoso,México,espanol,Móvil,2017-05-17
