Genero,Edad,Procedencia,Calificacion,Score,Aportaciones,Titulo,Opinion,Pais,Idioma,Dispositivo,Fecha
masculino,27,internacional,Regular,3,292,nothing special to buy,the souvenirs here are nothing special there are much better shops in the streets if you want to buy a present,Estados Unidos,ingles,Móvil,2018-03-25
femenino,37,internacional,Excelente,5,47,charming,if you want to get in touch with popular culture and traditions this is a must go youll see from vegetable stands to traditional clothing and souvenir stands you can also eat a traditional meal,Estados Unidos,ingles,Móvil,2018-03-24
masculino,64,internacional,Excelente,5,213,fantastic market,this is a fantastic market to get the true old city vibe you must visit a walk through the market is like a walk back in time the merchants are friendly and are happy to see you,Canadá,ingles,Móvil,2018-03-24
masculino,72,internacional,Muy bueno,4,272,great for arts and crafts and food,at the corner of 20 de noviembre and jose azuela at the northwest corner of the centro historico this is a market of everything you will see chickens beef pork fish and all sorts of vegetables and fruits you will also see lots and lots of artesania this is the place to buy your vanilla extract gaya it was recommended to me by the owner of the eco park xanath jose luis see my review gaya has been producing vanilla here since 1873 when you enter the market it is to your right this is a better market than the one called mercado de artesanias on francisco i madero there are no tours but taxis in papantla are extremely reasonable the minimum is 18 pesos and often this is the price charged for exemple from the ado bus station to the hotel tajin cost me 20 pesos some drivers will try to charge more always ask the price before entering the cab,Canadá,ingles,PC,2018-03-21
femenino,29,internacional,Regular,3,15,pero demasiado condensada para ver,tuve la oportunidad de ir alli la semana pasada es de hacer pero no es muy interesante las tiendas son los mismos que se encuentran en el ruemarrant de verla asi pero no mas,Francia,frances,PC,2018-03-19
masculino,71,internacional,Muy bueno,4,323,lovely too much tourist art,this bilevel mercado is visually striking unlike the usual warrens of mexican markets where you cant see much past your own nose it also has an architectural feel of days gone by which is very appealing as a locale it is great as a place to buy something cavaet emptor too much overpriced tourist junk,Estados Unidos,ingles,Móvil,2018-03-17
masculino,40,internacional,Muy bueno,4,56,main ingredients of mexican cuisine worth a look,if you like mexican food it starts in a main market like the hidalgo market if you havent taken the time to visit an authentic market this is a good one the structure is interesting and in general it is one of the more predominant buildings in guanajuato personally i think the selection of souvenirs is a bit simple,Canadá,ingles,PC,2018-03-14
femenino,45,internacional,Muy bueno,4,63,small market small crowds,my husband and i were staying in an apartment so we had to forage for food we headed down to the market and found granola and yogurt for breakfast also fresh fruits beautifully displayed and other typical mexican treats,Estados Unidos,ingles,PC,2018-03-13
femenino,33,internacional,Muy bueno,4,16,fun indoor market,good eats lovely food stalls yes there are many colors of corn evidently and lots and lots of stuff,Estados Unidos,ingles,PC,2018-03-13
masculino,20,internacional,Excelente,5,80,spring break,favorite place to visit to purchase artifacts food outside market is good place to get a bite to eat everything is within walking distance love this city guanajuato,Estados Unidos,ingles,Móvil,2018-03-12
femenino,28,nacional,Muy bueno,4,22,variedad de comida y artesanias,mucha variedad de comida y artesanias para comprar no es garantia que sera lo mas barato que puedas encontrar hay tiendas donde negocias mejor precio y aceptan tarjeta,México,espanol,Móvil,2018-03-09
masculino,70,internacional,Excelente,5,92,shopping what more can i say,built and designed by eiffel authentic indoor mexican market fresh food places to grab lunch and all sorts of shops for food and clothing everything is first rate quality,Estados Unidos,ingles,PC,2018-03-06
masculino,46,nacional,Excelente,5,26,encuentras de todo,un mercado muy grande y limpio encuentras de todo desde souvenirs hasta alimentos de buena calidad,México,espanol,Móvil,2018-03-04
femenino,32,internacional,Muy bueno,4,154,un mercado tipico,se parece a un mercado mexicano y tendra una pero el edificio es precioso un hermoso edificio con una estructura de metal y un balcon que corre por el suelo ver incluso para ir de compras,Francia,frances,PC,2018-03-03
masculino,38,nacional,Muy bueno,4,28,interesante,un mercado grande para la vista no huele feo se come rico y esta limpio no es el tipico mercado de pueblo,México,espanol,PC,2018-02-27
masculino,55,internacional,Regular,3,844,special market,this is a special market because its inside of an imposing architectural building its main facade is of a pink quarry with a large arch and large windows inside you will find various food stations sweets shops and everything that is normally found in a market it is also quite orderly and clean,Guatemala,ingles,PC,2018-02-27
masculino,27,internacional,Regular,3,211,purapura el mercado,hay un mercado y caminar un poco hacia el oeste del centro de guanajuato cual es la atmosfera la gente comun del mercado recuerdo tiene varios venta,Japón,japones,Móvil,2018-02-24
masculino,44,internacional,Excelente,5,47,un gran lugar para tomar un aperitivo,en el mercado no hacer absolutamente nada para los turistas excepto comprar fruta o una de las docenas de minitenis de alimentos disfrutar de la cocina mexicana una excelente opcion para los consumidores de carne una sopa y camarones muy decente coctel precios por debajo de la media,Rusia,ruso,PC,2018-02-23
masculino,33,nacional,Excelente,5,86,perfecto para desayunar y comer,fuimos con mis hijos varias veces a desayunar y comer y la verdad es que la veriedad de menu es increible asi como la calidad de los alimentos como recomendacion ve al edificio contiguo al segundo nivel hay mejjores lugares,México,espanol,PC,2018-02-21
femenino,26,nacional,Malo,2,83,solo porque esta al lado de la alhondiga,es un mercadito en realidad chico con las caracteristicas de olores y puestos de un mercado sin mucho que ver para comprar y en realidad caro para ser un mercado a la gente le falta cultura de atencion al turista pese a que esta lleno de gente local y extranjera que entra y sale rapido,México,espanol,PC,2018-02-21
femenino,29,internacional,Regular,3,56,tipico,lugar tipico y muy entretenido tanto para hacer compras como para pasear y comer algo en los distintos puestecitos,España,espanol,Móvil,2018-02-19
femenino,39,internacional,Regular,3,757,nice building,the buildings exterior is quite beautiful inside there are lots of things to see and buy lots of tacky souvenirs,Canadá,ingles,Móvil,2018-02-17
masculino,52,internacional,Muy bueno,4,15,tope de gente,mercado de la diversion que tiene todo las frutas frescas y verduras carne y pollo vendedores de comida y pequenas tiendas de regalos o recuerdos sitio muy agradable para ver gente porque se trata de un empate para los locales como para turistas en el camino hacia el mercado asegurese de revisar el parque donde la musica en vivo puede estar jugando,Estados Unidos,ingles,Móvil,2018-02-11
femenino,30,nacional,Excelente,5,19,pintoresco,me encanta adentrarme en lugares tipicos sobre todo para indagar en su gastronomia indudablemente encontraras muchas opciones para darle gusto a tu paladar a un precio muy razonable dentro del mercado afuera es otra historia,México,espanol,PC,2018-02-07
femenino,41,nacional,Malo,2,78,not that big deal,if you know the other markets in other cities probably you will get disappointed you can skip this place and can do better shopping in other areas of the city,México,ingles,PC,2018-02-06
masculino,25,nacional,Excelente,5,44,muchas opciones,encuentras muchas opciones para llevar de recuerdo desde talavera alebrijes ceramica dulces ropa bordadas para ninos y adultos mucho trabajo artesanal y buenos precios,México,espanol,Móvil,2018-02-05
femenino,21,nacional,Regular,3,19,para comer y comprar souvenirs,la entrada del mercado es muy bonita hay muchos mercados dedicados principalmente a los souvenirs y a la comida pero entre buscando enchiladas mineras y no encontre tuve que salir a las fondas a un lado del mercado,México,espanol,Móvil,2018-02-03
masculino,35,internacional,Regular,3,326,typical mexican market predominantly for locals and emphasis on food,every city or town in mexico has a market and this is no different the first floor is predominantly for the locals with food stalls for staples and vendors selling house hold items tot clothing the second floor has some handicrafts but not really high quality if you are looking for inexpensive gifts you should go to the second floor a quick walk through is all you need to make a decision if you want to spend more time there,Estados Unidos,ingles,PC,2018-01-29
femenino,34,internacional,Excelente,5,63,hermosa fachada y la artesania,lindo mercado con una fachada de gran detalle arquitectonico dentro de un laberinto de tiendas y gente llena de color y vida muchos dulces tipicos en venta y artesania mexicana a precios asequibles un lugar ideal para disfrutar de la cultura mexicana por la proximidad de las personas,Brasil,portugues,Móvil,2018-01-28
masculino,28,nacional,Muy bueno,4,48,rico y barato,fuimos a desayunar y se come rico y barato lo recomiendo si quieres darte un bano de pueblo jejeje nos atendieron muy bien aparte de comida hay muchos puestos de ropa artesanias y muchas cosas mas,México,espanol,PC,2018-01-28
femenino,19,nacional,Muy bueno,4,10,rustico y folclorico,me encanto el mercado yo fui de viaje y ahorre mucho dinero comprando en el marcadito todo fresco y a buen precio encuentras de todo salvo que las curiosidades y todo eso si los vendedores te ven como turista facil dobletean el precio s,México,espanol,PC,2018-01-26
masculino,49,internacional,Muy bueno,4,3280,colores cotidianas,gran mercado con una arquitectura primera hierro del siglo xx muy similar a una estacion de tren que conserva doble apelacion secessian y de la vida cotidiana mexicana generos dentro de todos los tipos y vendedores de todo lo que es comestible higiene dificil de ser llamado tal merece colores populares,Italia,italiano,PC,2018-01-25
masculino,44,nacional,Malo,2,34,mala atencion a clientes,es un punto turistico obligatorio pero la calidad de la comida es baja y la atencion al visitante deja mucho que desear,México,espanol,PC,2018-01-22
masculino,38,internacional,Excelente,5,68,great place to drop in and grab a quick bite as youre wandering around,its a market more for locals than tourists but checkout the upstairs if you need some more touristy stuff great seafood and carnitas spots not sure which ones are best just follow the locals,Estados Unidos,ingles,PC,2018-01-21
masculino,42,internacional,Excelente,5,134,worth it,worth checking out especially if you want to buy a trinket or a little gift for someone definitely try eat inside,Estados Unidos,ingles,PC,2018-01-18
femenino,27,nacional,Excelente,5,42,many many vendors,a wide variety of staff from food to artesanias very colorful and entertaining great to buy souvenirs,México,ingles,PC,2018-01-17
masculino,55,nacional,Muy bueno,4,78,distintivo de guanajuato e imperdible visitarlo,nos parecio interesante desde su estructura y en su interior encontramos una gran diversidad de puestos con mucha variedad articulos artesanias recuerdos y comida nos encanto a toda la familia,México,espanol,PC,2018-01-16
masculino,60,internacional,Regular,3,541,another market how do you rate this,mexican towns have markets some indoor some outdoor some covered this is an indoor market with the same stuff you find at every market in mexico a mix of day to day goods and food for families plus a bunch of touristy knick knack crap worth a walk through if only for the experience,España,ingles,PC,2018-01-14
masculino,29,internacional,Malo,2,127,pure trash,mercado hidalgo was very disappointing it was all junk and fast food however the second floor and the attached outdoor market had some decent souvenirs,Estados Unidos,ingles,Móvil,2018-01-13
femenino,44,nacional,Muy bueno,4,17,rustico,el mercado hidalgo es un lugar que debes visitar para conocer un poco mas de la cultura las costumbres y la gastronomia de guanajuato se puede comprar y apreciar los condimentos que se utilizan en mexico se puede comer en cualquiera de los sitios preparados para comer al paso pero te recomiendo que observes la limpieza del lugar y de la personha que cocina y te sirve los alimentoses un mercado de frutas verduras y de todo un poco,México,espanol,PC,2018-01-10
femenino,53,nacional,Regular,3,17,lugar ideal para comer,uno siempre debe visitar los mercados de las ciudades que visita y este no es la excepcion aqui hay muchas fonditas con comida tipica mexicana y con las enchiladas mineras tipicas de guanajuato,México,espanol,PC,2018-01-08
femenino,36,internacional,Malo,2,123,mercado de varios,viene en varios procedentes de recuerdos nada de ropa que el lugar para comer debido a que el olor de la otra gris terriblemente probable tales adecuado para comer el arroz la tienda no es demasiado denso pasaje no es surechigae vibrante no se sentia tanto muchos de esos articulos tambien parece un viejo no puedo recomendar demasiado para ir de compras,Japón,japones,PC,2018-01-07
masculino,26,internacional,Excelente,5,125,pure folklore with a little bit of made in china,very colorful folkloric mercado lots of traditional mexican artisan toys and other crafts some junk made in china too compare prices before buying anythingthey can vary a lot from one vendor to another i would not purchase any food or candy,Estados Unidos,ingles,Móvil,2018-01-06
masculino,71,internacional,Regular,3,947,ordinario,gran mercado cubierto donde hay varios puestos de artesania sino tambien varios pequenos restaurantes para comer barato hay un mercado similar en casi todas las ciudades de mexico,Canadá,frances,PC,2018-01-06
femenino,43,nacional,Excelente,5,148,una joya,en este lugar encuentras de todo recuerditos ropa comida articulos de piel y todo a precios super accesibles,México,espanol,Móvil,2018-01-05
masculino,34,internacional,Muy bueno,4,20,soak in the local flavors,fun lively market that sells fresh foods produce and souvenirs worth checking out while in town local sellers of salsas marmalades and nuts etc to take home,Estados Unidos,ingles,PC,2017-12-30
femenino,22,nacional,Regular,3,10,gran variedad,los recuerdos o souvenirs son muy basicos para un turista si estan buscando algo unico de guanajuato no es la opcion pero hay gran variedad de productos y articulos de piel juguetes etc,México,espanol,Móvil,2017-12-28
masculino,39,internacional,Excelente,5,41,imperdible,una visita obligada en tu estancia en gto locales muy tradicionales y pintorescos con amplia oferta de alimentos y productos tipicos un ambiente totalmente festivo en toda ocasion no dejes de visitar la parte superior y admirar su estructura,Perú,espanol,Móvil,2017-12-27
masculino,42,nacional,Excelente,5,14,uno de los lugares a donde ir con tiempo libre,si se tiene tiempo para caminar en la ciudad visita obligada al mercado advertencia se puede gastar todo su dinero en compras y comida porque hay muchos puestos y variedad de comida,México,espanol,Móvil,2017-12-25
masculino,41,internacional,Excelente,5,107,es uno de los mejores mercados de mexico,el mercado hidalgo de guanajuato es uno de los mas bonitos y grandes mercados de mexico la artesania del segundo piso y de sus pasillos hacen de la visita muy agradable,Perú,espanol,PC,2017-12-22
femenino,56,internacional,Muy bueno,4,156,great comedors and good for souvenirs,we went to the market with lunch in mind the market is filled with lots of everyday items for locals but it also has a very nice selection of souvenirs for us tourists we ate at comedor mariscos el ausente and it was great we had the special which was 3 tostadas ceviche and a coke for 60mxn it was a nice walk and a must visit tight spaces so it might be difficult with kids with roving hands or strollers,Estados Unidos,ingles,PC,2017-12-17
masculino,44,internacional,Muy bueno,4,928,outside silver clock tower is a gem interior facade is bland but fun and entertaining market,you can spot this architectural jewel from different parts of the city by its silver clock tower the interior design is a big open shell but is filled with 2 stories of vendors food household items toys and more the immediate outside and perimeter of the building is also surrounded by vendors food bakery jewelry and more,Estados Unidos,ingles,PC,2017-12-16
masculino,30,internacional,Excelente,5,35,colorful,in this traditional marker you will find a little of everything fruit and vegetables meat traditional food and also a lot of suvenirs they sell traditional mexican toys when you are on the second floor you will have a colorful view of the market,Canadá,ingles,PC,2017-12-10
masculino,57,internacional,Muy bueno,4,59,great place to browse and enjoy street food,during an eightday stay we made daily trips to this market to purchase divine flan egg custard from one of the vendors for 20 pesos each the mercado is a highceiling metropolis of vendors ranging from food dry stores trinkets and other colourful items that you would otherwise find in any mexican market,Canadá,ingles,PC,2017-12-09
femenino,67,nacional,Muy bueno,4,292,emblematico,el edificio antigua estacion de ferrocarril es precioso en si mismo conforma un perfecto escenario para las tipicas fotos de viaje en cambio el interior me parece un poco desabrido la mercancia muy repetitiva de moderada calidad podria ser un magnifico espacio para venta de artesanias mas autenticas,México,espanol,PC,2017-12-01
femenino,23,nacional,Excelente,5,18,encuentras los souvenirs para los amigos y familia,la fachada tiene una arquitectura impresionante y muy bella ya adentro encuentras todos los souvenirs que quieras a costos muy atractivos y tambien comida deliciosa a precios muy buenos,México,espanol,PC,2017-12-01
femenino,21,internacional,Excelente,5,39,wonderful place to buy souvenirs,bring cash and dont buy something until youve given yourself a chance to look around many of these shops sell the same item some sell it cheaper than others on the bottom floor are many food options,Estados Unidos,ingles,PC,2017-11-26
masculino,32,nacional,Excelente,5,41,el mejor precio en dulces,si quieres comprar charamuscas este es el mejor lugar los precios son accesibles y tienen mucha variedad tambien si te gusta la comidas economicas,México,espanol,Móvil,2017-11-24
masculino,45,nacional,Muy bueno,4,155,antigua estacion de trenes,un lugar grande y emblematico podras encontrar desde dulces cremeria y demas cosas siempre esta lleno un lugar limpio podras comer las guacamayas que es una torta de chicharron y chile visita obligada,México,espanol,Móvil,2017-11-21
femenino,38,nacional,Excelente,5,4,limpio,un mercado colorido y bonito todo dividido por areas y la gente muy amable a comparacion del mercado de mi ciudad campeche esta bellisimo y limpio me encanta,México,espanol,Móvil,2017-11-17
masculino,69,internacional,Muy bueno,4,925,tiene todas las diversas cosas,guanajuato es un gran mercado suministros dia de los alimentos una variedad de tiendas tales como recuerdo no esta alineado crowdedly nakaniwa tambien hay un espacio de restaurantes es bastante ajetreo ademas tambien hay un edificio del restaurante solo a la siguiente tambien estaba lleno,Japón,japones,PC,2017-11-13
masculino,52,internacional,Muy bueno,4,223,no esta nada mal,gran mercado muy cubierto o encuentras todo para hacer sus compras de recuerdos en la ciudad hay una fiesta de comida para ver y para comer no es demasiado caro no esta mal,Francia,frances,Móvil,2017-11-11
masculino,68,internacional,Excelente,5,226,interesting building and shops,the market is located in an old structure designed by eiffel the guy who designed the eiffel tower within the soaring structure are shopping stalls featuring crafts crammed together with fruit stands meat markets and food stands we bought a few things but did not eat here,Estados Unidos,ingles,PC,2017-11-08
femenino,19,internacional,Muy bueno,4,12,worthwhile if youre a foodie,a great community market nobody hawks at you inside is food food food we revisited to buy local products to take home,Estados Unidos,ingles,PC,2017-10-30
masculino,36,nacional,Regular,3,15,porfiriano,el edificio es impresionante no parece un mercado ofrece comida economica y artesanias a buenos precios los dulces son economicos y es famoso por sus tortas de carnitas,México,espanol,PC,2017-10-28
femenino,66,internacional,Muy bueno,4,174,great market for souvenirs,if you need to buy souvenirs go to this local market where you can find totally everything the prices are low and you will enjoy true mexican street market,Finlandia,ingles,PC,2017-10-23
masculino,74,internacional,Muy bueno,4,546,mercado de guanajuato,es lo que fue el edificio de la estacion de trenes marca un ciudadano del mercado pero la apariencia es aqui entra en creo que lo kana una multa se encuentra para ser una ciudad del mercado la primera planta a las necesidades de la vida de los alimentos de carne toka como recuerdos locales y articulos de cuero en el entresuelo de la expresion pasillo hay solo imaginar a partir de la aparicion en japon de super y el almacen general es un mercado tan juntos no podia el mismo tipo de mercado como es el mercado central de la capital de letonia riga,Japón,japones,PC,2017-10-17
masculino,18,nacional,Regular,3,445,muy tipico,visitar el mercado hidalgo es algo muy tipico en guanajuato hay mucha variedad de comercios entre ellos se pueden encontrar comida dulces ropa o juguetes si te gusta la comida de mercado es una muy buena opcion visitar este,México,espanol,Móvil,2017-10-16
femenino,24,internacional,Muy bueno,4,24,hidalgo market mercado hidalgo,wow this place was jam packed with vendors selling food to eat there or produce and meat to take home as well as souvenir shops it helps to speak spanish though and we only knew the tiniest bit not enough but otherwise i think you can get some good deals here it was interesting to watch them make fresh tortilla shells i wouldnt say that this market has restaurants but more like fast food places i think it would also be very tight to be considered wheel chair friendly and besides that youd still have to make it up the stairs to the entrance,Canadá,ingles,PC,2017-10-05
femenino,21,nacional,Muy bueno,4,27,escapada a guanajuato,vale mucho la pena visitar el mercado encontraras muchos souvenirs camisetas dulces y algunas artesanias en cuanto a la comida no es recomendable si no eres local y tienes un bano cerca por si tienes que salir corriendo la comida esta re calentaba y pensaria dos veces antes de comer carnitas o caldos ahi defini sus tiendas de dulces valen la pena los puestos de fruta tienen una gran variedad debes conocerlo si visitas guanajuato,México,espanol,Móvil,2017-10-04
masculino,70,nacional,Pésimo,1,67,lose weight with sweat,nothing special as all items are at others open shops since its closed no air movement so be ready to be hot sweaty uncomfortable i disliked it totally as you read,México,ingles,Móvil,2017-10-03
femenino,45,nacional,Regular,3,41,por conocer su arquitectura,este mercado no difiere nada de cualquier mercada que podemos encontrar en nuestras ciudades de origen sin embargo es recomendable conocerlo por su arquitectura fue pensado para una estacion de tren en su momento fue restaurado y bien vale la pena visitarlo por la condicion que guarda,México,espanol,PC,2017-10-02
masculino,48,nacional,Muy bueno,4,1308,muy mexicano,nosotros dimos de casualidad al mercado y nos parecio muy mexicano con buenos precios e interesante para visitar no te va a quitar mucho tiempo porque es pequeno,México,espanol,Móvil,2017-09-27
femenino,51,internacional,Muy bueno,4,8,un mercado muy turistico,el mercado es pintoresco los precios son adecuados y recomiendo ceramicas del primer piso el lugar es un mercado abigarrado el antecesor indudable del shopping con su patio de comidas algo de ropa algunas artesanias es un lugar para visitar porque es agradablemente poco maquillado,Argentina,espanol,PC,2017-09-22
femenino,27,nacional,Excelente,5,65,es obligatorio casi casi ir al mercado de guanajuato,se come delicioso las tortas de carnitas y el pozole son de lo mejor hay pan casero artesanias mas baratas que en las tiendas de afuera y encuentras gente amable y limpia que no sabras como decirles que no a lo que venden me encanto,México,espanol,PC,2017-09-14
femenino,33,internacional,Muy bueno,4,60,great local market,this was a great place to pick up gifts and food for cheap there is not a lot of room so be prepared to be a little squished at times but it is well worth it,Estados Unidos,ingles,PC,2017-09-14
femenino,37,nacional,Muy bueno,4,61,vale la pena ver el corazon de un pueblo,es un lugar muy tipico de la ciudad donde abastace de viveres a la poblacion de la ciudad venden de todo desde frutas verduras legumbres carnes etchasta flores artesanias y mas sinceramente tienes que conocer este mercado pues su diseno es precioso y puedes entender mas el corazon de un pueblo cuando ves a sus locales comprar y como es toda una cultura el marchanteo muy tipico en el centro de mexico,México,espanol,PC,2017-09-12
masculino,26,nacional,Excelente,5,8,mercado con vida,hay mucha variedad para comer o desayunar en la entrada existen diferentes tipos de recuerdos y juguetes que puedes comprar ademas de que todos son muy amables el mercado es increible en olores y colores,México,espanol,Móvil,2017-09-07
masculino,30,nacional,Malo,2,46,malo,la comida dejo mucho pero muuuuuuuuucho que desear por no decir que estaba malisima de hecho ni siquiera la terminamos y el mercado en su diseno es atractivo pero termina siendo lo que cualquier otro mas en cualquier parte de la republica si quieren comer rico mejor adelantense un poco a las plazas del centro y encontraran lugares con mejor sabor y por el mismo precio que en el mercado por cierto que latosos son los vendedores que no dejaban de fastidiar a todos con que pasaran a comer entiendo que es su trabajo pero para los que ya estabamos comiendo si fue desesperante su pasele werita si no le gusta no le cobro ojala y asi fuera,México,espanol,PC,2017-09-04
femenino,29,nacional,Regular,3,2,el mercado hidalgo,el mercado hidalgo es un lugar que hay que ver en guanajuato ya que fue disenado por alexandre gustave eiffel es decir su arquitectura pero del resto es un mercado mas donde consigues frutas vegetales lugares donde venden comida preparada y hasta ropa en resumen solo me atrajo la arquitectura el mercado en si no me parecio muy agradable,México,espanol,PC,2017-08-21
masculino,41,internacional,Muy bueno,4,66,just about every souvenir imaginable in here,in planning our trip to guanajuato mercado hidalgo was one of the attractions we wanted to visit glad we did in other cities we visited and held out on buying some souvenirs because of cost we found them here for less and were able to buy many goood things here the food choices were abundant as well final verdictworth a visit takes 2 hours,Estados Unidos,ingles,PC,2017-08-20
masculino,49,nacional,Muy bueno,4,831,de todo un poco,tipico mercado municipal donde encuentras las cosas que se hayan en cualquier mercado lo que llama la atencion es sin duda su fachada es un gran arco con grandes detalles que data del porfiriato cerca del teatro juarez aqui pueden comprar un bonito recuerdo,México,espanol,PC,2017-08-18
masculino,63,internacional,Excelente,5,84,lots of shops,bought a couple beautiful coffee cups for 2 bucks the people were very friendly some food booths and mostly souvenir shops impressive space,Estados Unidos,ingles,PC,2017-08-16
masculino,40,nacional,Pésimo,1,47,decepcionante,muchos anos presumi el recuerdo que guardaba de este mercado con cosas tipicas con musica en vivo y una gran vida dentro ahora pude ver productos baratos de importacion dudosa y con poca limpieza no es un lugar que desee mostrar a visitantes a los que presumo guanajuato o mexico,México,espanol,PC,2017-08-14
masculino,35,nacional,Muy bueno,4,47,historico,es un mercado emblematico construido en los tiempos de porfirio diaz una arquitectura hermosa y conserva su historia los dulces tipicos sin duda un lugar que debes de visitar,México,espanol,Móvil,2017-08-13
masculino,28,internacional,Excelente,5,49,amazing,loved dolores hidalgo i have been to many many places in mexico but the history here was stunning,Estados Unidos,ingles,PC,2017-08-12
masculino,39,nacional,Muy bueno,4,57,mercado con arquitectura distinta,la arquitectura del mercado es muy bonita dentro encuentras de todo un poco la limpieza del mercado se puede mejorar pero en general esta bien,México,espanol,PC,2017-08-08
femenino,42,internacional,Muy bueno,4,207,large indoor market,the first floor houses a lot of food stalls and clothing the second floor was filled with souvenirs and nice nacs it was fairly clean compared to many local markets,Estados Unidos,ingles,Móvil,2017-08-02
femenino,19,nacional,Malo,2,10,nada fuera de lo comun,la fruta y verdura son poco frescos al igual que las carneslos desayunos son caros para la porcion,México,espanol,Móvil,2017-08-01
femenino,42,internacional,Muy bueno,4,114,mercado clave de guanajuato,pequeno mercado con una gran cantidad de recuerdos puestos de frutas y especialmente durante su parada visita para disfrutar de un sandwich de desayuno cualquier soporte que es super bueno y tan barato,Francia,frances,PC,2017-07-25
masculino,20,nacional,Regular,3,19,lugar interesante,es un mercado tipico de mexico en donde se pueden encontrar curiosidades fruta souvenirs comoda para estomagos aventureros vale la pena darse una vuelta para conocerlo,México,espanol,PC,2017-07-24
masculino,29,internacional,Excelente,5,63,hermosa construccion,personalmente me recuerda al mercado de budapest hungria un guia local nos conto la siguiente historia hay solamente 3 construcciones similares en el mundo este mercado otro en baja california y otro en belgica iba a ser una estacion de ferrocarril pero por la revolucion mexicana tuvo que ser acondicionado como mercado en la planta alta se encuentran artesanias a muy buen precio y abajo es un perfecto lugar para comer,España,espanol,PC,2017-07-21
masculino,26,nacional,Muy bueno,4,10,un mercado con fachada elegante,al interior de este mercado encontraras comida artesanias dulces y en general todo lo relacionado con un mercado tipico mexicano,México,espanol,PC,2017-07-18
masculino,45,nacional,Excelente,5,16,bargain prices and good value items,is a mix between a traditional mexican market place and a culturalcrafts selling place you can get everything you want as a souvenir at this place for nearly half the cost if you buy it downtown or other touristic spots the building where is located is just beautiful as it is an old church,México,ingles,Móvil,2017-07-06
