Genero,Edad,Procedencia,Calificacion,Score,Aportaciones,Titulo,Opinion,Pais,Idioma,Dispositivo,Fecha
femenino,49,internacional,Excelente,5,11,monumental,grandioso lleno de historia parte fundamental de la gente de guanajuato y de nuestro gran mexico puedes subir a pie o en el elevador es impresionante,Estados Unidos,espanol,PC,2018-03-19
masculino,34,internacional,Excelente,5,74,great historical museum of guanajuato state,dont miss this historical site and museum of guanajuato many artifacts and pieces of artwork depicting the history of guanajuato and the relationship to spain an english interpretation of the museum contents is available at the desk,Estados Unidos,ingles,PC,2018-03-15
masculino,52,internacional,Muy bueno,4,56,what do the names on the corner plates mean,what is a museum to the struggles for independence in mexico doing in the alhondiga de granaditas which was initially a grain storage facility in 1803 miguel hidalgo y costilla took over the parrish church of our lady of sorrows in the settlement that today bears his name dolores hidalgo on september 16th 1810 the priest realized that the revolutionary plot had been discovered and decided to take the offence by ringing the church bell and summoning the townsfolk to action now referred to as the shout for independence or el grito later that month on sept 28 miguel hidalgo and ignacio allende would take possession of alhondiga de granaditas with the help of the celebrated local miner called el pipila juan jose de los reyes martinez amaro his image overlooks the town of guanajuato and is also at the entrance to san miguel de allende unfortunately the offence that started with the shout in dolores hidalgo turned into a protracted fight that ultimately ended in hidalgos own death and that of his revolutionary compatriots juan aldama ignacio allende and jose mariano jimenez their heads were hung in the four corners in the grain storage facility to serve as a bitter warning against civil disobedience from october 14 1811 up till the declaration of independence from spain in 1821 so in case you hadnt noticed i am including a photo i took today of one of the corners with the hidalgo plate and appears to correspond to the corner where hidalgo would have been grimly exhibited inside of the structure is a nice historical museum that exhibits many facets of this independence struggle and mexican history buffs will find it quite interesting,Estados Unidos,ingles,PC,2018-03-14
femenino,27,nacional,Excelente,5,1,magico,es un lugar para empaparte de historia realmente te remontas al pasado no olvides visitar al alhondiga si visitas guanajuato el museo increible,México,espanol,Móvil,2018-03-03
masculino,45,internacional,Excelente,5,2572,excelente,un excelente museo hoy en dia en el pasado era el lugar que ademas de cuartel y prision lucia la cabeza de los creadores de la independencia de paisuma pena que las fotos no estan permitidos a menos que usted paga,Brasil,portugues,Móvil,2018-03-01
masculino,40,nacional,Muy bueno,4,54,gran museo vivo del pais,es un lugar que huele y se respira historia desde que llegas a el y mas por dentro gran parte de la historia de independencia esta aqui,México,espanol,PC,2018-03-01
femenino,35,nacional,Muy bueno,4,83,visita obligada a la alhondiga,museo con actividades muy controlado el costo mas alto de los museos de la plaza pero muy modico 65 pesos mexicanos mas 30 pesos por uso de fotografias y otro mas si quieres tomar video,México,espanol,PC,2018-02-21
masculino,48,nacional,Muy bueno,4,86,punto historico,el museo dentro es muy interesante la explanada es muy grande y comoda para sentarse un rato a descansar,México,espanol,PC,2018-02-21
femenino,36,internacional,Muy bueno,4,56,emblematico,lugar emblematico y de obligada visita de la ciudad muy interesante para entender la historia de guanajuato y de sus personajes,España,espanol,Móvil,2018-02-19
femenino,33,internacional,Muy bueno,4,8,enjoyable low key museum,the museum features artifacts from varies regions in mexico the layout has a different content in each room it is free to locals and for foreigners 52 pesos i liked the content but wish the experience was more interactive,Estados Unidos,ingles,Móvil,2018-02-18
femenino,39,internacional,Excelente,5,7,very interesting historical museum,just seeing the inside of the alhondiga is worth the visit but there are many rooms with interesting different exhibits besides the war for independence there are pictures of after a flood and some votives and a couple of rooms with prehispanic artifacts we appreciated learning about the history,Estados Unidos,ingles,Móvil,2018-02-17
masculino,25,nacional,Excelente,5,65,bien conservado baul lleno de mucha historia,actualmente museo le han dado el mantenimiento adecuado y se nota en la conservacion del mismo murales en las paredes cada sala dedicada a una parte de la historia tienen el servicio de lockers para dejar tus pertenencias y dar una visita ligera tienen una libreria dentro de la alhondiga y la vez que fui me toco observar una representacion de la independencia,México,espanol,Móvil,2018-02-16
masculino,36,internacional,Excelente,5,93,best museum in guanajuato,in this place you can find a very good explanation of the history of modern mexico 1800 each room with comprehensive information for a self guided tour at the beginning we doubted because we couldnt hire a tour guide not available any but it wasnt necessary two great pairings on the side staircases to the second level,Chile,ingles,Móvil,2018-02-15
masculino,31,nacional,Excelente,5,155,great stuff,overall the best museum in guanajuato a little bit of everything as related to the fascinating history of the city and the region admission was 52 pesos per person well worth the price,México,ingles,Móvil,2018-02-13
femenino,46,internacional,Regular,3,34,no aporta mucho,un museo mas que muestra artefactos sin contar la historia que rodea a tan hermosa ciudad el edificio esta bien mantenido,Perú,espanol,PC,2018-02-08
masculino,58,internacional,Muy bueno,4,127,nice,nice museum which was once a storage house for grain and other foodstuffs although it looks like someones palace gorgeous building and an interesting museum on the second floor cost is 52 pesos and you can get large cards with information in english from the cashier at the entrance,Canadá,ingles,Móvil,2018-02-08
femenino,32,nacional,Excelente,5,25,vista genial,la vista que tiene de la ciudad es hermosa de noche es sumamente magnifica ideal para relajarse y perderse en la vista del hermoso guanajuato,México,espanol,Móvil,2018-02-07
masculino,49,internacional,Muy bueno,4,3298,piedra en forma de paralelepipedo,caja de piedra de gran tamano que una vez fue el granero un simbolo de la lucha por la independencia de mexico ahora un museo historico valioso y rico que no pasa desapercibido en tamano y estructura,Italia,italiano,PC,2018-01-25
femenino,24,internacional,Excelente,5,10,increible,uno de los tantos museos que visite y de los que mas me agradaron me empape tanto de historia es bellisimo,Argentina,espanol,PC,2018-01-24
masculino,35,internacional,Excelente,5,36,history tons of it come and learn,from day one this is surely an icon in the towns and mexicos history you be amazed how many times this little palace fort prison crop wharehouse and city emblem has been relevant to every decade dating back to the 1700s in gto,Perú,ingles,Móvil,2018-01-23
femenino,24,nacional,Excelente,5,79,great museum,we visited sunday morning and we loved it it was not very crowded and it was very well displayed although the information is only in spanish,México,ingles,PC,2018-01-23
masculino,46,internacional,Muy bueno,4,335,go for the murals,th building is historically significant as it played a role in the mexican revolution when the pro spanish forces took refuge and the rebels had a victory the murals are the most interesting part of the building by jose chavez there are rooms devoted to mexcian history and culture however for anyone who has limited spanish the significance of many of the exhibits are not readily apparent i think the most interesting rooms contained the precolumbian pottery there is nothing inside to eat or drink and there is a small gift shop which contains mostly books in spanish if you are interested in architecture and muralists i would recommend that you go i would say that you woud spend maximum an hour to an hour and a half there is a charge for cmaeras but not to use your cell phone for pictures,Estados Unidos,ingles,PC,2018-01-22
masculino,40,internacional,Excelente,5,68,great way to get some of the history of the revolution,great history and the murals by jose chavez morado are awesome there was a huge group in the courtyard but almost none were gawking at the murals hope you can spend a long time enjoying them as well,Estados Unidos,ingles,PC,2018-01-21
masculino,53,internacional,Muy bueno,4,5,valor historico,este lugar es parte de la historia de la independencia de mexico ademas el edificio en si mismo tiene un gran valor arquitectonico y el museo que alberga me ayudo como espanol a comprender las razones de la independencia de un pueblo que amo tanto como el mexicano,España,espanol,PC,2018-01-20
masculino,45,nacional,Muy bueno,4,188,sitio historico imperdible,el inicio de la guerra de independencia cuenta con salas de exhibicion y narradores que cuentan la historia murales muy llamativos la importancia historica del sitio es innegable,México,espanol,Móvil,2018-01-20
masculino,61,internacional,Regular,3,527,a little expensive for what there is to see plus a camera fee,this was an interesting place to visit i enjoyed many of the displays but english speaking visitors should be aware that there is no english language translation for any of the exhibits its quite a quick visit there really isnt much in here i find it offputting that they charge for me to take my camera in thats such a blatant money grab at the end of the day theres very little to photograph anyways,España,ingles,PC,2018-01-14
femenino,26,nacional,Muy bueno,4,17,visita rigurosa,es uno de los lugares mas importantes de mexico el guia da una platica sobre la historia del lugar y de la independencia de mexico muy buena la entrada es accesible el problema es para las personas con dificultad para la movilizacion en general es un lugar que debe ser visitado,México,espanol,PC,2018-01-08
femenino,46,nacional,Excelente,5,148,obligatorio ir,definitivamente por el valor historico es una visita que hay que hacer ademas su arquitectura y el museo tambien valen la pena,México,espanol,Móvil,2018-01-05
femenino,43,nacional,Excelente,5,64,sitio que alberga la historia de mexico,debes visitarlo actualmente es un museo la alhondiga era el lugar en donde se almacenaban los granos y semillas jugo un papel muy importante en la independencia de mexico partiendo que en guanajuato se iniciaron los ideales de independencia fue alli en donde al termino de la misma y para calmar al pueblo colgaron en cada esquina dentro de jaulas las cabezas de miguel hidalgo jimenez allende y aldama puedes afuera aun observar las vigas de donde colgaban las jaulas con las cabezas adentro encontraras diversas salas dedicadas a personas revolucionarias de diversas epocas y lugares tambien en el patio una replica de la campana de independencia la que se encontraba en la iglesia de dolores la cual resono hidalgo para dar el grito de independencia la original se encuentra en el balcon central de palacio nacional en la ciudad de mexico y es la que hace sonar el de presidente cada ano el 15 de septiembre cobran la entrada sin embargo para estudiantes ninos menores de 12 anos profesores y adultos mayores es gratis solo deben registrar su acceso,México,espanol,Móvil,2018-01-04
femenino,26,nacional,Excelente,5,10,basico para los mexicanos,este lugar es un recordatorio para hechos historicos que como mexicanos sabemos desde la primaria pero con el tiempo olvidamos la forma en la que estan puestas las salas hace de la visita un resumen practico para recordar los acontecimientos mas importantes del pais recomendable ir con un guia,México,espanol,Móvil,2018-01-03
femenino,39,nacional,Muy bueno,4,26,excelente museo un buen repaso a nuestra historia,gran lugar que me permitio recordar y aprender sobre la historia de mexico la seccion de los sellos prehispanicos es genial son bellisimos la historia de la independencia de mexico bastante completa vale la pena visitarlo,México,espanol,PC,2018-01-02
masculino,41,internacional,Muy bueno,4,6,solo con guia,es una edificacion muy bien conservada aun con las huellas de la batalla recomiendo que si van se acerquen con algun guia que cuente la maravillosa historia de la alhondiga en la guerra de independencia nos toco un buen guia que nos dio una gran platica acerca de la historia de esta la cual duro aproximadamente 1 hora pero que fue una hora muy enriquecedora y nada aburrida pues la explicacion que nos dio fue muy amena el recorrido es interesante pero lo malo es que lo exhibido ahi no pertenece a nada relacionado con la independencia o con la alhondiga a excepcion de alguna que otra cosita por lo general es un buen punto de interes,Perú,espanol,PC,2018-01-02
femenino,32,internacional,Excelente,5,32,historic jewel in guanajuato,this building holds so much history site of the first major rebel victory in mexicos war of independence and other historic artifacts are displayed and you can enter and explore for hours if youd like for 52 pesos if i remember correctly there are panels on the walls that provide the historical context for each room i would definitely go again when i had more time to soak it all in,Estados Unidos,ingles,Móvil,2018-01-01
femenino,35,internacional,Excelente,5,5,me encanto,un lugar lleno de historia recomiendo muchisimo escuchar la explicacion que da el guia en el patio de la alhondiga te ayuda a entender todos los acontecimientos sucedidos en el lugar,Paraguay,espanol,PC,2018-01-01
masculino,35,internacional,Malo,2,14,excessive price,not a family friendly site and price excessive due to poor collection to show besides there are no ramps for strollers,Canadá,ingles,Móvil,2017-12-31
masculino,29,internacional,Excelente,5,9,interesante lugar,es un lugar unico que es muy importante en la historia de mexico antes de entrar hay un guia que explica muy bien la importancia del lugar que esta relacionado con el inicio de la independencia es un museo que tiene piezas de mesoamerica cuadros y fotografias de principios de 1900 esculturas de los heroes de la independencia etc,Chile,espanol,Móvil,2017-12-30
masculino,29,nacional,Muy bueno,4,7,historico lugar,muy bien conservado el lugar la platica historica del don fue muy interesante y divertida vale la pena tomarse unos minutos para escucharlo,México,espanol,Móvil,2017-12-28
masculino,72,internacional,Muy bueno,4,567,historicamente interesante,la alhondiga sede de la principal victoria rebelde en la guerra de independencia de mexico es ahora un museo de historia y arte fue un gran deposito de granos y semillas construidas a principios del siglo xix,Italia,italiano,PC,2017-12-22
masculino,45,nacional,Regular,3,131,solo si aprecian los museos,en su interior hay varias salas con exhibiciones de fotos objetos o pinturas los cuales seran muy apreciadas por gente que le guste los museos si no gustan de los museos en 20 minutos recorren el lugar,México,espanol,Móvil,2017-12-15
femenino,61,internacional,Muy bueno,4,195,dont miss this important part of history,this building was a focal point for the bloodied struggle for mexican independence a printed english guide available at the ticket office had good basic descriptions of each room and was essential for me to understand the relevance of the various exhibits take the time to look at the mural around the staircase from different perspectives awesome and chilling,Estados Unidos,ingles,Móvil,2017-12-12
masculino,34,nacional,Muy bueno,4,159,visita obligada,como lo dice el titulo es una visita obligada es un lugar historico y representativo no solo de guanajuato si no de todo mexico,México,espanol,PC,2017-12-01
masculino,37,nacional,Muy bueno,4,24,ocio,bello lugar bien preservado e facil recorrido y de gran historia como todo lo q hay el la ciudad es una visita obligada,México,espanol,Móvil,2017-11-30
femenino,48,nacional,Excelente,5,15,no dejes de ir,los domingos la entrada es gratis para el turismo nacional vale la pena que tomes la platica que dan los guias a la entrada del museo es gente muy apasionada que en verdad te hacen adentrarte en la historia del lugar hacen una representacion de la independencia con actores que te invitan a participar en la puesta en escena,México,espanol,Móvil,2017-11-26
masculino,34,nacional,Excelente,5,41,el tiempo se va muy rapido,un lugar increible y con enorme historia quisiera haber tenido mas tiempo de visita pero teniamos planes para otras actividades aun asi pude recorrerlo todo muy recomendado si te gusta la historia de mexico,México,espanol,PC,2017-11-24
masculino,25,nacional,Muy bueno,4,44,un lugar que debe ser visitado,una visita obligada para guanajuato sitio historico los alrededores estaban un poco sucios pero el lugar vale la pena,México,espanol,PC,2017-11-23
femenino,41,nacional,Excelente,5,159,historia,es un lugar con mucha historia ademas de emblematico de guanajuato desde hidalgo el pipila y varios organizadores de la independencia de mexico estuvieron en este lugar hay un museo y es amplio cerca del mercado hidalgo visita obligada y agradable,México,espanol,Móvil,2017-11-21
femenino,37,internacional,Excelente,5,42,muy interesante,la verdad es que estar en este lugar te impone la construccion esta enorme y cada una de las salas de exhibicion muy bien logradas lo recorrimos en casi tres horas pero nos tomamos el tiempo disfrutando cada sala vale mucho la pena si vas a guanajuato no te lo puedes perder,Panamá,espanol,Móvil,2017-11-18
masculino,53,internacional,Excelente,5,925,mural impresionante de composicion negrita,ahora es un museo pero el primero parece edificio historico tambien se convirtio en el escenario de la guerra de la independencia de mexico la sala como mexico y la historia de exposiciones y obras de artistas locales de guanajuato estan en exhibicion hay una gran mural de morado pero fue el mas impresionante,Japón,japones,PC,2017-11-13
masculino,58,nacional,Excelente,5,41,nuestra historia,nuestra historia esta marcada por este lugar desde afuera el lugar es impactante ver esas paredes con rastros de la batalla que ahi se vivio te hace honrar lo que simboliza nuestra independencia por dentro para mi lo mejor es el nicho de los heroes de las salas de exposicion te puedo decir que estan bien no es un recorrido muy largo pero es una visia obligada,México,espanol,Móvil,2017-11-11
masculino,51,internacional,Excelente,5,225,interesting building neighborhood and artifacts,the building itself is interesting with a big open area in the middle upstairs are displays of precolumbian artifacts as well as more modern ones what i liked was that regarding the precolumbian exhibits there were only a few things on display but they were representative of their time period and unique and very interesting downstairs were temporary exhibits dont miss reading the words on the floor near the main threshold that state that this was the door that pipila set on fire during the revolution its a nice walk from jardin de la union and you can make it a round trip by going down juarez and then coming back on positas another thing not to miss in the neighborhood is the conglomeration of little stores called los hippies fun and interesting place to visit and shop,Estados Unidos,ingles,PC,2017-11-08
femenino,32,nacional,Excelente,5,16,exposiciones temporales,con las exposiciones temporales hace que el visitante conozca mas que la historia local conozca el contexto internacional y reflexione sobre los movimientos revolucionarios,México,espanol,PC,2017-11-08
femenino,53,nacional,Muy bueno,4,101,edificio historico,solo pudimos visitarlo por fuera este edificio historico de mexico ya que fuimos en dia lunes y ese dia cierran solo rodeamos el edificio para poder conocerlo y tomar fotografias pero creo que es un punto malo porque fuimos en fecha de octubre cuando se celebrar el festival cervantino y hay mucho turismo nacional y extranjero en la ciudad para que este cerrado espero que en nuestra proxima visita podamos concerlo por dentro no iremos en dia lunes,México,espanol,Móvil,2017-11-06
masculino,53,internacional,Muy bueno,4,146,a good history of the area,a very nice history of the area signs are not in english but if you ask when you buy your tickets they have a set of english explanations for all rooms that you can use and return dont miss the murals in the stair wells which are very nice,Estados Unidos,ingles,Móvil,2017-11-04
femenino,28,nacional,Excelente,5,61,imperdible,un museo que tiene bastante cultura varias salas de exposicion los murales son hermosos no pueden dejar de visitarlo,México,espanol,PC,2017-11-02
masculino,40,nacional,Muy bueno,4,22,visita obligada en la ciudad,un lugar importante en la historia de mexico que tienes que visitar obligadamente parte de la cultura y ademas tiene arte de todo el pais asi como mucha historia tienes que tomarte fotos en el lugar ya que es un edificio con muchos siglos de historia su entrada es gratis si eres estudiante o adulto mayor y si no tiene un costo muy economico,México,espanol,PC,2017-10-31
masculino,39,internacional,Excelente,5,41,imponente,un lugar lleno de historia la majestuosidad de su construccion te remite a los tiempos de independencia un gran lugar para visitar en guanajuato,Perú,espanol,Móvil,2017-10-29
femenino,36,nacional,Excelente,5,18,history and views,to visit this place is to remember the history of our independence if you go to guanajuato city you have to visit it,México,ingles,PC,2017-10-26
masculino,40,nacional,Excelente,5,25,cervantino,visita obligada cuna de la independencia de mexico es mucho mejor contratar un guia para conocer la historia,México,espanol,Móvil,2017-10-17
masculino,34,internacional,Excelente,5,128,hermenelgido bustos,el lugar en si ya tiene mucha historia en el interior encontraras varias colecciones pero la mejor coleccion que tienen y menos visitada debido a que la gente no sabe su gran valor economico y artistico es la de hermenegildo bustos mira cada uno de los retratos veras las almas de esas personasimportante,España,espanol,Móvil,2017-10-15
femenino,56,nacional,Excelente,5,61,me cortaron la cabeza,es un lugar macabro por su historia heroico por su historia hermoso por su historia fascinante imponente imperdibleetc si te llevas las leyendas de guanajuato y te imaginas todo lo que sucedio alli no queda mas que maravillarse asustarse y venerar el edificio con toda la influencia espanola con todos su secretos y con toda su belleza,México,espanol,PC,2017-10-12
masculino,30,nacional,Muy bueno,4,93,obligatorio,buen museo representativo de la ciudad muestra parte de la independencia de mexico historia de la ciudad y demas cuestiones culturales el dia que acudi hubo presentacion de una orquesta juvenil es parada obligatoria en tu visita a guanajuato,México,espanol,Móvil,2017-10-08
masculino,45,nacional,Excelente,5,47,edificio historico hecho museo,es un edificio con gran contenido historico es una visita obligada en tu viaje a guanajuato actualmente es un museo con gran variedad de obras desde colecciones fotograficas hasta arte prehispanico muy interesante,México,espanol,PC,2017-10-03
femenino,48,nacional,Muy bueno,4,41,visita obligada,recomiendo la visita a este lugar pero sobre todo escuchar la explicacion de los guias que ahi trabajan informacion muy interesante de nuestra historia,México,espanol,PC,2017-10-02
masculino,42,internacional,Excelente,5,271,read about the rest of the story,sadly this was probably also the location of one of the most shameful chapters in mexican history it probably set back mexicos independence years when an out of control mob decapitated and murdered helpless women and children after they broke into this building which translated from arabic many words in spanish have arabic roots means grainery,Estados Unidos,ingles,PC,2017-10-01
femenino,28,nacional,Excelente,5,67,cultural muy interesante,me encanto super recomendable las instalaciones muy bien cuidadas el personal muy amable todo explicito y muy bien exhibido impecables las obras cada cuarto es una exhibicion es parte de nuestra historia y no deben perderse esta visita el domingo la entrada es libre tiene libreria y afuera venden mucha artesania,México,espanol,Móvil,2017-10-01
masculino,62,nacional,Excelente,5,1329,muy bonito,es un museo extraordinario de la historia de la independencia de mexico aparte de nota lo bien cuidado que esta es un lugar que todo mexicano debe visitar por lo menos una vez en su vida,México,espanol,Móvil,2017-09-27
masculino,38,nacional,Muy bueno,4,189,a lot of history there,i think that if you are mexican you will find it fasinating because all the stories we heard about the battle which took place here since we were little kids at school however besides its historical value nowdays there is not much to see here,México,ingles,PC,2017-09-18
femenino,25,nacional,Excelente,5,23,hermoso,me encanto es una edificacion muy imponente la visite el dia 15 y la ceremonia del grito fue muy emotiva una multitud pero muy organizado con espiritu patriotico,México,espanol,Móvil,2017-09-16
masculino,54,nacional,Muy bueno,4,6,historico,lugar emblematico de la historia de mexico me parece que deben darle mas mantenimiento pero en general me parece que es un lugar que se debe visitar al estar en la ciudad,México,espanol,PC,2017-09-12
masculino,32,nacional,Muy bueno,4,832,historia de mexico,super interesante visita y uno de los infaltables en tu visita a guanajuato sobre todo para los nacionales por lo expuesto alrededor de la independencia de mexico pero tambien interesante para los extranjeros los murales y las salas de arte son espectaculares solo 65 mxp la entrada y cuenta con visitas guiadas nos esperes una arquitectura excepcional lo interesante esta en su interior,México,espanol,Móvil,2017-09-11
masculino,36,nacional,Muy bueno,4,17,profesionalidad,es un buen museo que te ofrece mucha cultura e historia de la mano con imagenes realmente impactantes de antes,México,espanol,PC,2017-09-10
masculino,54,internacional,Muy bueno,4,1,a menudo habra representaciones teatrales museo,este lugar se tiene profundas raices historicas antes de que una guerra de independencia de mexico es muy importante batallas estallaron aqui heroe el pipila capturaron la fortaleza gano la primera batalla desde la guerra de independencia asi que aqui cada mes de septiembre tendra lugar la toma de la alhondiga capturado alhondiga para conmemorar a los heroes a si mismos durante la guerra de la independencia universidad de guanajuato a menudo organizar una variedad de espectaculos culturales aqui ayer fui al concierto sinfonico un buen ambiente aqui ahora es un museo el edificio en si es muy singular,Camboya,chino,Móvil,2017-09-08
masculino,50,nacional,Excelente,5,45,increible,un museo muy padre que tienen que visitar la historia por si sola del lugar es increible mas la expocision de todo lo que tienen en el lugar es muy buena muy bien cuidado todo es increible estar en un lugar asi,México,espanol,PC,2017-09-07
