Genero,Edad,Procedencia,Calificacion,Score,Aportaciones,Titulo,Opinion,Pais,Idioma,Dispositivo,Fecha
femenino,39,internacional,Excelente,5,64,fenomenal,incluso en el centro de la plaza principal frente al jardin la union se destaca de manera impresionante la fachada de este teatro del siglo xix inagurado en 1903 catapulto guanajuato capital de la cultura se burbujea las mas importantes companias de opera y ballet con la asistencia de la elite mexicana antes de la revolucion su fachada tiene 9 al estilo griego musas cobre oscuro el interior es impresionante y vale la pena la visita por el color de los ornamentos y escuchar la historia del teatro y su importancia en la actualidad,Mozambique,portugues,Móvil,2018-01-28
femenino,57,nacional,Excelente,5,86,fenomenal,esta es una de las atracciones turisticas mas hermosas que hay en mexico es una veradera belleza por fuera y por dentro es espectacular entrar y ver una obra ahi te transporta en el tiempo y es lo maximo entrar ahi en epoca de dia de muertos es maravilloso ver a las catrinas y catrines disfrazados en la escalinata del teatro,México,espanol,PC,2018-01-27
masculino,49,internacional,Muy bueno,4,3298,neoclasicismo mexicana,arquitectura neoclasica hermosa y elegante digno de los mejores teatros de europa que esta considerando la igualmente jardin de la union columnas refinadas altas y estatuas en la fachada en altura clasico reviven de los antiguos templos griegos a la vista de las famosas veladas teatrales a cargo de los jovenes a cervantes vestidos con traje de la tradicion viva y constante en toda la ciudad,Italia,italiano,PC,2018-01-25
femenino,72,internacional,Muy bueno,4,84,amazing architecture,upon reading other reviews we decided to see the inside of this beautiful building the architecture of this building is amazing and very photo worthy,Estados Unidos,ingles,Móvil,2018-01-18
masculino,52,internacional,Excelente,5,518,cool beautiful theatre tourist attraction now,if you have a spare 20 minutes its worth paying the pesos to go into this place and have a look around it was for the hoi polloi and shows it a beautiful structure considering when it was built,Estados Unidos,ingles,PC,2018-01-14
femenino,45,nacional,Muy bueno,4,97,espectacular,este lugar es maravilloso su arquitectura y su magia es una visita obligada si piensa visitar guanajuato esta en el corazon de guanajuato a un lado e incluso ahi mismo puedes unirte a las tradicionales callejoneadas no puede faltar tu foto en el teatro,México,espanol,Móvil,2018-01-12
masculino,40,nacional,Excelente,5,13,majestuoso e impresionante,es una visita obligada en la ciudad de guanajuato capital la arquitectura de la ciudad es hermosa y nos traslada al pasado recordando y valorando nuestro hermoso pais que es mexico el teatro juarez es una obra de arte de la arquitectura nos hace valorar nuestros origenes y es importante que busques una visita guiada a este recinto lo disfrutaras a lo grande,México,espanol,PC,2018-01-10
masculino,72,internacional,Muy bueno,4,950,bello lugar,se visita el teatro juarez 35 mxn poco mas de 2 cad magnifico edificio con diez columnas en el exterior y cubierto con bellas estatuas de las musas en el techo en el interior la sala es esplendida inspirado en la alhambra de granada la casa es de estilo art deco un lugar agradable pero la visita es bastante corta,Canadá,frances,PC,2018-01-06
femenino,37,nacional,Excelente,5,23,teatro juarez y su alrededor,hermoso lugar lleno de historia y cultura a un costado encontraras la giganta y artistas vendiendo a muy buen precio sus obras y trabajos,México,espanol,Móvil,2018-01-06
femenino,17,nacional,Excelente,5,149,espectacular,este teatro es hermoso por dentro y por fuera si pueden hagan lo necesario para conocerlo por dentro vale la pena,México,espanol,Móvil,2018-01-05
femenino,21,nacional,Regular,3,64,emblematico lugar actualmente en restauracion,es un edificio que sin lugar a dudas llamara tu atencion arriba de la fachada podras apreciar a las musas del arte se encuentra sobre la avenida principal juarez y debes tomarte una foto alli no seras el unico todos lo hacemos tambien podras encontrar pintores en sus faldas vendiendo sus obras y junto a este se ubica una iglesia de donde a partir de las 7 pm salen las callejoneadas,México,espanol,Móvil,2018-01-04
masculino,63,nacional,Excelente,5,171,imperdible,es un lugar fantastico vale la pena pagar la entrada y escuchar el cuento de los guias turisticos que los dan me senti transportado en la historia a comienzos del siglo pasado no se les vaya a pasar,México,espanol,PC,2018-01-04
masculino,33,nacional,Excelente,5,11,lugar magico,una visita que no puedes dejar de hacer cuando vayas a guanajuato un lugar hermoso con mucha historia y que junto con los guias te hara viajar en el tiempo al porfiriato lleva camara valdra la pena,México,espanol,Móvil,2017-12-31
masculino,47,nacional,Excelente,5,22,hermoso edificio historico,a pesar de no ser tan grande como otros recintos de america latina teatro municipal de dao paulo y europa es una construccion muy hermosa de la epoca del porfiriato con todo el estilo frances,México,espanol,Móvil,2017-12-30
masculino,20,nacional,Excelente,5,6,hemoso,muy bonito la explicacion es extraordinaria y hay que dar una propina al final vale la pena el recorrido al 100,México,espanol,Móvil,2017-12-28
masculino,28,nacional,Excelente,5,8,teatro juarez,lleno de historia es el segundo teatro mas hermoso en mexico con excelente acustica recomiendo ir a ver a la sinfonica el costo es accesible y tiene arreglos europeos muy bellos,México,espanol,Móvil,2017-12-28
masculino,47,nacional,Excelente,5,41,majestuoso,sin duda el teatro mas hermoso de la republica despues de bellas artes en la cdmx una arquitectura impresionante enmarcando totalmente el jardin de la union su interior majestuoso y opulento no dejen de visitar y si tienen la opcion de algun evento en su interior no dejen de aprovecharlo,México,espanol,Móvil,2017-12-27
femenino,31,nacional,Excelente,5,18,sin duda hermosa e interesante arquitectura,la historia que guarda guanajuato es una de las mas interesante de todo mexico sin duda tienes que visitar el teatro juarez imaginense pisar un lugar bellisimo tanto en la arquitectura como en historia dicho lugar dice ser edificado desde 1872,México,espanol,PC,2017-12-27
femenino,38,nacional,Excelente,5,86,muy bonito,no entre porque estaba cerrado pero es muy bonito por fuera habia un hombre divirtiendo con chistes a los turistas que se encontraban sentados en la escalinata de la entrada del teatro se encuentra en una zona peatonal en un callejon aledano es la entrada para subir al teleferico,México,espanol,Móvil,2017-12-26
masculino,22,nacional,Excelente,5,22,magnificent aint enough,how beautiful can a 1800s theater be it just takes your breath away built between 1873 and 1903 inagurated by president don porfirio diaz a magnificent architectural icon it just takes your breath away a must if you ever come to mexico beaches are amazing but they arent all,México,ingles,PC,2017-12-22
femenino,18,nacional,Excelente,5,1,guanajuato es increible,una de las ciudades mas increibles de todo mexico el teatro juarez precioso las calles y plazas a su alrededor son totalmente dignas de visitar es realmente hermoso todo,México,espanol,PC,2017-12-19
masculino,38,internacional,Muy bueno,4,984,centro de guanajuato para ir dentro del teatro tambien es muy bueno,probamos varias veces para entrar en el teatro en dos dias el final del sabado a las 10 horas 10 am 15 tiempo de mexico cuando nuestra suerte hay varias empresas privadas la construccion de la visita oficial de la funcion gastar 35 pesos se puede pasear en algunas areas limitadas de todo el edificio se introducen en el teatro espanol en sillas de teatro obviamente esta ciudad muy rica sentados en los escalones y ver gente yendo y viniendo es muy divertido dia o de noche,Camboya,chino,PC,2017-12-16
masculino,35,internacional,Muy bueno,4,984,the heart of guanajuato for hanging out and nice interior property,we tried on multiple occasions within a 2 day period to go inside the theater and finally lucked out on saturday morning 10am 1015am mexican time schedule the building also has multiple private companyofficial visit functions for 35 pesos you can wander through limited sections of the building there was a discussion of the property in spanish while in the theatre seats itself it was clear the town had an abundance of wealth,Estados Unidos,ingles,PC,2017-12-16
femenino,56,nacional,Excelente,5,18,excelente guia,un lugar obligatorio para visitar en gto nos toco un excelente guia que nos explico con lujo de detalles la historia del teatro inclusive un poco mas de cultura vale la pena,México,espanol,Móvil,2017-12-06
masculino,48,internacional,Excelente,5,6,discreto y lujoso teatro,esta situado en la calle principal sin duda pasar por el lugar se dice que el teatro es el presidente personalmente prision construida por encima del teatro es de ocho estatua de la diosa particularmente exquisita interiores de teatro magnificos se recomienda tener la oportunidad de ver las actuaciones se dice que es el centro cultural y de ocio guanajuato mexicana especialmente la musica y la pintura es la principal ciudad de san miguel cuando voy justo a tiempo para la temporada de vacaciones una gran cantidad de personas que se sientan en las escaleras cantando o actuando sobre todo gran numero de personas en especial,Camboya,chino,PC,2017-12-04
masculino,53,nacional,Excelente,5,354,sin duda la mejor obra arquitectonica de guanajuato,excelente obra arquitectonica del siglo xix yace al lado del parque union y corazon de guanajuato sus 12 columnas imponentes parecen guardianes de esta hermosa ciudad colonial su interior la sala de espectaculos sigue los modelos de las salas europeas tiene forma de herradura con cuatro ordenes de palcos y localidades generales su decoracion interior es de estilo oriental tienen acceso al publico con una modica cantidad para conocerlo si tienes la oportunidad de ver un concierto cuando visites la ciudad es algo que no debes de perderte,México,espanol,Móvil,2017-12-04
femenino,66,nacional,Excelente,5,292,una joya,ya lo conociamos pero no habiamos tenido el gusto de disfrutar un concierto en su luneta concerto kln durante el cervantino 2017 fue la ocasion optima un verdadero placer ademas se genera un ambiente encantador ya que el interior del teatro es esplendido con una decoracion exquisita ojala puedan asistir a un espectaculo pero si no al menos no dejen de visitarlo,México,espanol,PC,2017-12-01
masculino,47,nacional,Excelente,5,41,muy bonito,impresionantes la verdad impactante si lo visitas de noche un lugar muy bonito y romantico si vas con tu pareja,México,espanol,Móvil,2017-11-24
femenino,35,nacional,Excelente,5,165,emblematico de guanajuato,esta en el jardin union a un lado del restaurante casa valades muy emblematico y muy bonita arquitectura podras entrar de 10 de la manana hasta las 7 de la noche adentro es espectacular una visita obligada podras observar alrededor del teatro varios grupos de callejoneadas y venden cuadros lo unico malo es que siempre esta lleno gracias,México,espanol,Móvil,2017-11-21
femenino,64,internacional,Excelente,5,11,people watching,love the theater steps go down the street to the liquor store and grab a beer then go sit on the steps right across from the plaza see everyone walking street vendors tourist locals just a great spot to watch everyone is doing it not everyone is smart enough to go get a beer we went during the opera season so the performers were on the steps taking pictures very fancy great time as always in guanajuato,Estados Unidos,ingles,PC,2017-11-20
femenino,65,internacional,Excelente,5,12,bella arquitectura,el lugar tiene mucho estilo no es nada caro vale la pena ir a ver alguna puesta en escena me toco ver la sinfonica de la universidad de guanajuato tocan bellisima melodia no puedes meter agua ni bebidas el personal es amable los banos limpios recomiendo mucho visitarlo,Estados Unidos,espanol,Móvil,2017-11-19
femenino,30,internacional,Excelente,5,5,absolutamente para ver,la arquitectura y la decoracion increible se requiere una visita el trabajo realizado por la mano requiere un gran respeto por estas personas,Francia,frances,Móvil,2017-11-18
femenino,45,nacional,Excelente,5,14,un monumento emblematico y hermoso de guanajuato capital,si te gusta conocer lugares magicos el teatro juarez te encantara puedes pasar a visitarlo en horario por las mananas o asistir a eventos por la noche a un bajo costo normalmente son en horario de las 8pm,México,espanol,PC,2017-11-15
masculino,60,internacional,Excelente,5,925,teatro precioso,este teatro se encuentra en la ciudad pilares y una reminiscencia de romano y el templo griego y el techo no esta montando la imagen la apariencia es muy respetable que pueda dentro de la gira parece un poco pequena interior se ha realizado la decoracion delicado y adornado la prosperidad de la epoca que fue construido sugerira se ha utilizado comunmente en la actualidad hermosa noche para ser escrita hacia arriba,Japón,japones,PC,2017-11-13
masculino,53,internacional,Regular,3,223,bastante fuera de,hermoso edificio que vale la pena visitar por la vista desde el exterior despues honestamente pagar para visitar los salones vacios de un teatro no es algo que haya gustado,Canadá,frances,Móvil,2017-11-11
masculino,55,nacional,Excelente,5,41,simplemente magnifico,de los mejores teatros que he visto muy buena acustica y su interior tienes que verlo no te vayas de guanajuato sin visitar este teatro,México,espanol,Móvil,2017-11-11
femenino,30,nacional,Excelente,5,58,belleza cultural,este teatro es un imperdible en guanajuato por su historia y su belleza te transporta en el tiempo se ubica en la plaza principal cuenta con una escalinata que es testigo de diversos eventos como presentacion de mimos cuentos de leyendas musica y puedes sentarte ahi a disfrutar una parte delantera ciudad y ver a la gente pasar,México,espanol,Móvil,2017-11-08
masculino,60,nacional,Excelente,5,53,parte vital de la historia de mexico,este teatro es una vista obligada en la ciudad cuenta con una maravillosa arquitectura tanto exterior como interior este teatro forma parte importante de la historia de mexico pues tuvo un papel muy importante durante la revolucion mexicana de 1910 punto de gran importancia en la ciudad y cuenta con guias que te van narrando la historia del lugar y te permite conocer mas acerca de la cultura e historia de la ciudad y la nacion,México,espanol,Móvil,2017-11-08
masculino,46,nacional,Excelente,5,17,hermoso,es precioso una joya es motivo de una de las mejores fotos que tomaras en guanajuato por la noche el ambiente con las callejoneadas es increible,México,espanol,Móvil,2017-11-08
femenino,59,nacional,Excelente,5,94,excelente,el teatro juarez es un lugar que no deben dejar de visitar la historia y todo lo que hay dentro esta en excelente estado de conservacion,México,espanol,Móvil,2017-11-04
masculino,47,internacional,Excelente,5,821,lujoso teatro,es decir desde el exterior sin entrar solamente fue visitado durante pero fuera de la apariencia era preciosa el pipila se veia directamente detras el teatro al lado hay una iglesia y la estatua de bronce de dos hay una gran cantidad de espacio de descanso de un bonito arbol delante de los ojos el lunes fue un dia de fiesta,Japón,japones,Móvil,2017-11-02
masculino,68,internacional,Excelente,5,555,compacto es un gran teatro,la entrada es rara teatro mixto que de estilo arabe frances y entra vez dentro en griego nombre juarez del presidente se encuentra en el teatro de la parte delantera la proxima vez que quieran escuchar musica aqui actuaciones que era capaz de entrar en el tiempo de recorrido sin guia,Japón,japones,PC,2017-10-18
femenino,27,internacional,Muy bueno,4,33,cute historic theater,we walked around this theater without a guide and loved to see the beauty of it you can tell it was built a very long time ago and can appreciate the architecture,Estados Unidos,ingles,PC,2017-10-17
masculino,31,nacional,Excelente,5,78,imponente belleza,edificio realmente hermoso en pleno corazon de la ciudad un lugar para descansar en sus escalinatas o disfrutar de su interior durante algun concierto u obra inaugurado por el presidente porfirio diaz en 1903,México,espanol,PC,2017-10-10
femenino,42,nacional,Excelente,5,3,excelente lugar,ir a guanajuato y no conocer este lugar es como no ir en lo personal es lo que mas me agrado realmente es muy bello muy recomendable lugar lleno de historia,México,espanol,Móvil,2017-10-03
masculino,59,nacional,Excelente,5,54,pasar es obligado si vienes,es uno de los principales iconos de la ciudad aunque sea para sentarte en las escaleras para la foto o disfrutar de una magnifica vista hacia el teatro o los alrededores lo valen debe estar en tu itinerario,México,espanol,Móvil,2017-09-30
masculino,62,nacional,Excelente,5,1353,hermoso lugar,es un teatro que esta en el centro de guanajuato muy pequeno pero muy hermoso con acabados de primera calidad y sumamente comodo,México,espanol,Móvil,2017-09-24
femenino,67,internacional,Excelente,5,40,vacaciones,no puedo encontrar las palabras para describir la belleza de este lugar espejos franceses el trabajo de madera es todo lo demas no se puede dejar de visitar,Italia,italiano,Móvil,2017-09-18
masculino,45,nacional,Excelente,5,13,beautiful,we enjoyed the tour and love the architecture and deco the guide was a little too much though it was fun,México,ingles,Móvil,2017-09-17
masculino,57,nacional,Excelente,5,70,tradicional,te recomiendo conocerlo como parte de la callejoneada tipica en guanajuato con estudiantina que vale la pena vivir aparte de que conoces parte de la tradicion oral de guanajuato,México,espanol,Móvil,2017-09-17
femenino,48,nacional,Excelente,5,15,un imperdible de guanajuato,el teatro es pequenos pero es muy impresionante si estado de conservacion la explicacion de los guias es muy buena y merece mucho la pena,México,espanol,Móvil,2017-09-16
femenino,30,nacional,Excelente,5,23,hermoso edificio,es un edificio hermoso de encuentro en un lugar muy concurrido no pudimos fotografiar su fachada por que siempre hay gente sentada en sus escalones,México,espanol,Móvil,2017-09-16
masculino,49,nacional,Excelente,5,137,hermoso,un teatro impresionante por su hermosura ubicado en el corazon del centro historico es un lugar que debes visitar en guanajuato,México,espanol,Móvil,2017-09-16
femenino,54,nacional,Excelente,5,8,hermoso teatro,esta muy lindo muy bien conservado vale la pena ir sientes que estas en otra epoca ademas el senor que explica te da muchos detalles sobre la historia de guanajuato y de mexico,México,espanol,Móvil,2017-09-16
masculino,44,internacional,Excelente,5,73,un lugar de visita historica,este magnifico estilo eclectico teatro construido por el dictador porfirio diaz es un hermoso edificio con una fuerte influencia mora en su interior un teatro de opera y conciertos claramente tenia muchos usos a lo largo de su existencia incluso los bailes y peleas de gallos tuvieron lugar alli en tiempos menos ilustrados sino que tambien ha sido la pelicula por un tiempo renovado y restaurado a su esplendor original es una visita obligada si tienes la oportunidad ir a un espectaculo en este maravilloso teatro hay visitacion de la manana y por la tarde consejo consulte las horas de visita es en el corazon del centro historico,Brasil,portugues,Móvil,2017-09-14
femenino,66,internacional,Excelente,5,18,un must en guanajuato,lo admiramos por fuera y tuvimos la oportunidad de asistir a un evento cultural gratuito en el que el actor juan manuel bernal leyo magistralmente tres cuentos de garcia marquez muy agradable y el lugar divino volvere,Estados Unidos,espanol,Móvil,2017-09-11
femenino,37,nacional,Excelente,5,26,distintivo guanajuatense,magnifico edificio tanto interior como exterior no pierdan la oportunidad de disfrutar algun espectaculo los llevara a un tiempo diferente una arquitectura detallada con gran gusto y recien restaurada de excelente manera,México,espanol,PC,2017-09-09
masculino,55,internacional,Excelente,5,764,magnifica vida y vibra entorno a este importante edificio historico,nos encanto ver a los pocos minutos de la evidencia de un ballet que iria en el escenario esa noche el teatro es una obra de arte no se puede perder tal vez las cosas mas interesantes que encontramos en guanajuato aparte de las vistas incomparables de la ciudad la sensacion de que vivimos en fue similar a la experimentada por visitar el teatro de manaos sorpresa delante de tal belleza y la atencion a esta forma de cultura lejos de las ciudades del mundo estampadas modernas y mucho mas grande este teatro es tambien el corazon de esta ciudad todos los eventos incluyendo privada tales como bodas sin embargo vedeno un paseo por aqui en los escalones o al menos en la hermosa plaza de abajo el mas frecuentado y vivos para guanajuato,Italia,italiano,PC,2017-09-06
femenino,24,nacional,Excelente,5,13,beautiful historic building,besides providing an amazing experience for enjoying different dance music performances the teatro juarez is a wonderful place to tour it is full of beautiful architectural details many things brought to mexico from other countries guides are available to give tours full of details about its interesting construction and history,México,ingles,PC,2017-09-06
femenino,24,nacional,Excelente,5,53,impresionante,solo nos toco a mi esposa y a mi conocerlo por fuera por que fuimos en domingo pero he de ser sincero despues de el palacio de bellas artes en la cdmx ha sido en mexico una de las construcciones mas hermosas que hemos conocido en frente hay una plaza muy comoda para tomar cafe yo algun trago,México,espanol,PC,2017-09-04
masculino,42,nacional,Excelente,5,196,115 anos de historia,uno de los 3 teatros emblematicos del pais mas de 100 anos de historia lo respaldan permiten el acceso no te lo puedes perder,México,espanol,Móvil,2017-08-31
masculino,59,internacional,Excelente,5,131,so grand,we bought ticket to take a look at this fantastic structure they allow you to walk around the interior at your leisure amazing not to be missed,Estados Unidos,ingles,PC,2017-08-28
masculino,32,internacional,Excelente,5,129,equal to the best anywhere in the world,this theatre is not to be missed sumptous yet unique decoration in one of mexico s most famous theatres download the app as well to make it interesting,Canadá,ingles,Móvil,2017-08-25
femenino,22,nacional,Excelente,5,16,precioso,en cuestion de belleza en mexico esta posicionado como segundo lugar posterior al palacio de bellas artes y anterior al teatro degollado en jalisco su arquitectura y estilo afrancesado te remontan a la historia cuando porfirio diaz estaba al mando del pais,México,espanol,PC,2017-08-23
masculino,24,nacional,Excelente,5,4,es un teatro no un museo,empiezo aclarando que es un teatro activo que sigue teniendo evento y se utiliza como cualquier otro al tener tanto tiempo y ser parte de la historia por las personas que estubieron ahi se piensa como museo y en parte guarda mucha historia y muchos significados al estar ahi ser muy observadores y notar los detalles como el num de columnas la posicion de los leones que cuidan la entrada y cada detalle ya que son muy significativos,México,espanol,Móvil,2017-08-19
masculino,35,nacional,Muy bueno,4,867,de los mas lindos,hermoso teatro de los mas bonitos de mexico enfrente del jardin de la union data del porfiriato hermosa arquitectura con sus estatuas en la cima si tienes suerte podrias ver una obra de teatro gratis es un icono de la ciudad,México,espanol,PC,2017-08-18
masculino,48,nacional,Excelente,5,45,joya arquitectonica del porfiriato estilo unico en el pais,de los teatros mejor conservados de la republica un capricho eclectico del arquitecto rivas mercado el mas renombrado en mexico a fines del siglo xix autor de la columna de la independencia entre otros monumentos relevantes con influencias orientales en su interior se destaca su gran candil veneciano al centro de la sala asi como su telon con un antiguo paisaje de estambul se ubica en el corazon de la ciudad es referente para ubicarse,México,espanol,PC,2017-08-15
