Genero,Edad,Procedencia,Calificacion,Score,Aportaciones,Titulo,Opinion,Pais,Idioma,Dispositivo,Fecha
femenino,66,internacional,Excelente,5,174,sit and enjoy,this is like a small oasis in the city it is very tiny but you can sit there on a bench for hours observing the life of people there are many restaurants where you can eat but i recommend to simply sit on the bench and get the atmosphere you can see musical performances in close by gazebo same as local people offering their art the garden is very cozy with small fountains and the trees are creating perfect shadow for resting,Finlandia,ingles,Móvil,2017-10-22
masculino,29,nacional,Excelente,5,25,cervantino,el mejor ambiente de guanajuato donde comer mucho que visitar hoteles exposiciones personajes cerca de muchisimas atracciones si visitas guanajuato no puedes dejar de visitar el jardin de la union,México,espanol,Móvil,2017-10-17
masculino,19,nacional,Excelente,5,445,bonito pequeno y relajante,el jardin de la union es el centro de la ciudad de guanajuato la visita es obligatoria y en la noche hay buenos restaurantes para cenar tambien hay un starbucks yo fui en epoca de cervantino y estaba super lleno pero aseguro que en otra epoca esta mas tranquilo,México,espanol,Móvil,2017-10-16
masculino,28,nacional,Muy bueno,4,28,bonito y clasico de la ciudad,jardin que tiene a un costado restaurantesbares en los cuales hay musica en vivo asi como cafes y un hotel frente al jardin se encuentra el teatro juarez y el lugar donde empiezan las callejoneadas por las noches se ponen puestos de elotes papitas y dorilokos se vive un buen ambiente a cualquier hora del dia,México,espanol,PC,2017-10-10
femenino,55,internacional,Excelente,5,24,jardin de la union,lots happening in this little square restaurants with outdoor patios entertainment wandering musicians shops and hotels youll also find a starbucks here there are lots of trees with low foliage to provide shade during the hotter months otherwise it can be a bit dark youll also find benches to rest your weary legs after all the exploring uphill and down have a seat sit and people watch take photos enjoy but just know that it can be a bit crowdedweekends especially i put 12 hours per visit based on the fact that you might grab a bite to eat in one of the restaurants and possibly spend some time browsing the stores otherwise it could be less,Canadá,ingles,PC,2017-10-05
masculino,69,nacional,Regular,3,67,people watching,el jardin is cool and draws visitors and local to see it very nicely cared for walk thru in 5 minutes sit at an restaurant outside talk enjoy some wine and watch happiness unfold,México,ingles,Móvil,2017-10-03
masculino,47,nacional,Muy bueno,4,1308,pequeno,es un jardin chiquitito que esta enfrente de el teatro juarez muy bonito y colonial y lleno de restaurantes y hoteles boutique,México,espanol,Móvil,2017-09-27
masculino,75,internacional,Excelente,5,925,slice of paradise,the perfectly cut trees benches fountains perfect landscaping live music art people watching adjacent restaurants all is an oasis in this beautiful noisy crowded city,España,ingles,PC,2017-09-18
femenino,27,nacional,Excelente,5,64,muy lindo y pintoresco,es un pequeno jardin donde hay restaurantes puestos de comida y bares para sentarse y disfrutar la manana la tarde o noche,México,espanol,PC,2017-09-14
masculino,38,nacional,Muy bueno,4,6,tipico tradicional y emblematico,encuentras buenos lugares para pasar un rato agradable la comida no es espectacular pero el ambiente y la vista del teatro juarez vale la pena,México,espanol,PC,2017-09-12
femenino,37,nacional,Muy bueno,4,59,folklor el espiritu de la ciudad,es bellisimo la gente concurre ahi todo el dia ya sea para desayunar comer o cenar en uno de sus muchos restaurantes que tiene alrededor como para disfrutar los cantos de la rondalla o bien para darse cita a las noches de callejoneada etc o para disfrutar cualquier evento que siempre hay muchos todos coinciden en torno a las escalinatas del bellisimo teatro juarez todo es musica alegria y folklor gente de todas partes de mexico y el turismo extranjero que es su mayoria el ambiente es de lo mejor tranquilo agradable feliz y es muy seguro caminar de noche y a todas horas un imperdible cuando vas a guanajuato capital,México,espanol,PC,2017-09-12
masculino,43,internacional,Excelente,5,19,beautiful park but small,lots of restaurants centrally located and in them middle of the action you can anywhere from here,Estados Unidos,ingles,PC,2017-09-12
femenino,31,nacional,Excelente,5,9,tarde relax,es de esos jardines perfectos rodeado de restaurantes cafes y como no mencionar el teatro juarez la mejor vista ideal para descansar despues de una larga caminata por la ciudad,México,espanol,PC,2017-09-12
femenino,63,internacional,Excelente,5,16,beautiful garden and people watching,loved the live music and dancing the locals enjoy this beautiful place to gather and visit great couples dancing,Estados Unidos,ingles,PC,2017-09-12
femenino,47,internacional,Excelente,5,18,es un jardin hermoso,esta plaza tiene arboles frondosos y otra vegetacion muy bien cuidada y esta muy limpio miy agradable pasear en el jardin de la union en una tarde lluviosa,Chile,espanol,Móvil,2017-09-11
masculino,26,nacional,Excelente,5,46,hermoso,la verdad vale la pena el darse una vuelta por aqui los ficus que la rodean generan una barrera natural en la plaza y te ayudan a relajarte en el ambiente de un cafe,México,espanol,PC,2017-09-04
femenino,31,nacional,Excelente,5,56,lugar de reunion,el lugar de reunion por excelencia de guanajuato restaurantes mariachis shows de mimos el kiosco el teatro juarez en fin toda la diversion lugares de interes y como base el jardin union,México,espanol,PC,2017-09-02
masculino,66,internacional,Muy bueno,4,33,rincon agradable,agradable plaza rodeada con un bonito restaurante con muchas personas en la terraza y mariachis frente al teatro un lugar donde es bueno tener un buen momento,Francia,frances,PC,2017-08-31
masculino,22,nacional,Muy bueno,4,196,centro de la ciudad,imperdible centro neuralgico de la ciudad muy pero muy sucio como el resto de la ciudad un llamado al gobierno municipal para que pongan atencion el domingo al medio dia me toco ver y escuchar a la sinfonica de guanajuato en el quiosco,México,espanol,Móvil,2017-08-31
masculino,32,internacional,Muy bueno,4,353,gran ambiente,rodeado por muchos restaurantes y terrazas se presta para una buena convivencia adicionalmente esta el teatro juarez y la iglesia de san diego enfrente lo cual lo hace mas atractivo no debe de perderse pasar ahi una tarde y una noche para percibir el ambiente sensacional de guanajuato,Colombia,espanol,Móvil,2017-08-21
masculino,56,internacional,Excelente,5,31,lovely heart to the city,i spent a number of afternoons in the plaza soaking up the atmosphere the people the music and the pulse of a vibrant and majestic historical town and took turns drink coffee and eating lunch at many of the fine cafes and restaurants around the jardin,Estados Unidos,ingles,Móvil,2017-08-19
masculino,34,nacional,Muy bueno,4,11,bonito,lugar clasico y obligado de visita a guanajuato ricos restauramtes bonita vista inicio de las callejoneadas,México,espanol,PC,2017-08-15
masculino,44,internacional,Excelente,5,6,food drinks live music until 1am plus,great place to hang out people watch drink eat listen to mariachi and banda live hotel luna bar is the best location for music and drinks at night,Alemania,ingles,Móvil,2017-08-15
femenino,22,nacional,Muy bueno,4,35,bello,es un lugar muy bello y esta frente al teatro pueden ver varios artistas ambulantes muy divertidos muchos mariachis tiendas y restaurante alrededor,México,espanol,Móvil,2017-08-13
masculino,47,nacional,Excelente,5,47,obligado visitar,es un jardin donde puedes ir a comer o solo sentarte a tomar una copa o un cafe realmente te relaja sentarte en alguno de sus restaurantes yo bares para ver pasar a la gente y escuchar musica de mariachi,México,espanol,Móvil,2017-08-13
masculino,40,nacional,Muy bueno,4,33,buen lugar para tomar la copa,es el lugar clasico para tomar la copa y echar la platicada se ver el burullo de la gente y el ambiente es muy bohemio,México,espanol,PC,2017-08-07
femenino,36,internacional,Regular,3,20,too crowded and dirty,park is nice you can find ok restaurants but expensive at night you can find mariachi and bands playing which is nice the best park i found in this park was the guacamayas kind of a sandwich they are great,Estados Unidos,ingles,Móvil,2017-08-06
