Genero,Edad,Procedencia,Calificacion,Score,Aportaciones,Titulo,Opinion,Pais,Idioma,Dispositivo,Fecha
masculino,30,nacional,Muy bueno,4,63,museo con mucha historia,debes ir comodo el museo costa de 3 pisos en el primero apreciaras muebles que te transportaran a la epoca de diego rivera tambien encontraras en un balcon adentro a frida y diego con quienes podras tomarte fotos en el segundo piso cuadros de diego rivera y sus contemporaneos en el tercer piso exposiciones de artistas modernos solo cobran el acceso a adultos fue la casa de diego rivera y su hija fue quien lo convirtio en museo,México,espanol,Móvil,2016-04-05
femenino,24,nacional,Excelente,5,10,excelentes exposiciones,el recinto no solo contenia obra plastica de diego rivera tenia dos exposiciones extras y algo que agradeci es que tenian una expo de un artista plastico actual ramlo muy buen trabajo al amueblar con materiales que te transportan a la infancia de uno de los grandes muralistas de mexico buen precio con credencial de estudiante,México,espanol,Móvil,2016-04-04
masculino,39,internacional,Muy bueno,4,6,buen museo,un buen museo al que vale la pena asistir ademas de la sobras de diego rivera tambien las exhibiciones de otros artistas tanto actuales como no tan actuales,Perú,espanol,PC,2016-04-03
masculino,43,internacional,Excelente,5,20,very quaint and charming museum,was a very nice experience being able to wander around the former home at your own pace lots of art work and a nice glimpse of history,Estados Unidos,ingles,PC,2016-04-02
femenino,53,nacional,Excelente,5,81,interesante,vine a pasar un par de dias a guanajuato y vi la casa donde nacio el pintor diego rivera que ahora es museo es una hermosa y grande casa color rojo quemado que esta a solo una cuadra de la catedral de guanajuato y a dos cuadras del teatro por lo que puede uno ir a pie si se encuentra en el centro historico de la ciudad a unas tres cuadras mas abajo se encuentra la alhondiga de granaditas la calle donde esta ubicada es muy angosta y tambien las banquetas lo mejor es dejar el auto en el estacionamiento alonso y caminar,México,espanol,Móvil,2016-04-01
masculino,27,internacional,Excelente,5,59,beautifully preserved,as everyone should know diego rivera was married to frida kahlo an incredible house that was turned into a museum that gives insight into not only diego but that of frida as well i didnt know much about diego and frida prior to the visit but afterwards i was refreshingly informed of course navigating through the narrow winding streets of guanajuato was of great joy,Canadá,ingles,PC,2016-03-30
masculino,39,internacional,Muy bueno,4,567,interesante,el lugar de nacimiento de diego rivera es ahora un museo dedicado al artista mismo rivera y su hermano gemelo nacieron en esta casa en 1886 y vivio alli hasta que la familia se traslado a la ciudad de mexico seis anos mas tarde retratos pinturas y dibujos del pintor,Italia,italiano,PC,2016-03-29
femenino,59,internacional,Excelente,5,153,loved all of the rooms and exhibits,i looked at other reviews and folks said they did not like the small rooms i really liked them and it was a great way to capture exhibits the rotating exhibits were excellent and the rivera pieces were great too i thought the new atrium addition in the middle was very thoughtfully done and reminded us of the getty definitely worth a visit and was a very nice walk and not too long from teatro principal,Estados Unidos,ingles,PC,2016-03-28
femenino,47,internacional,Regular,3,951,reality check this place is ok i think patrons are in love with anything diego rivera related,this house converted into a museum is a historical jewel to highlight diegos birthplace and beginning unfortunately the building layout is very choppy and doesnt flow well there is also a modern white atrium in the middle which is out of touch with the rest of the property there is also space for temporary art exhibits i think what would be more appropriate is dedicating space for patrons to understand where in mexico and the world they can see other diego rivera artworks,Estados Unidos,ingles,PC,2016-03-27
masculino,40,internacional,Muy bueno,4,257,i enjoyed this but beware confusing layout,i eventually found my way around but this for me was a good museum with good exhibits the layout definitely took me a while to get down but maybe i was having an off day enjoy it for an hour or two,Estados Unidos,ingles,PC,2016-03-26
femenino,48,internacional,Excelente,5,77,fascinating museum,i love house museum so i enjoyed walking around the diego rivera housemuseum there were paintings by other artists but i love to see the homes of artists and see where their inspiration comes from they had a couple of bedrooms kitchen and dining room and it is all compressed into a space going up four levels and the price under 5 so worth it,Estados Unidos,ingles,PC,2016-03-25
femenino,61,internacional,Muy bueno,4,195,this small museum is good,there are rooms set up to feel like the time when rivera lived here separate rooms are set up with a variety of pieces of riveras work and those of his counterparts limited signage in english an art knowledgeable english speaking guide would really help get the most of visit it did make me curious to find out more about this era and its art,Canadá,ingles,Móvil,2016-03-24
femenino,22,internacional,Muy bueno,4,39,interesting place nice guides,if you have time to spare and are in the city i would definitely recommend checking this place out its a combined art museum with some rooms on exhibition according to the guide most none of the furniture is original we enjoyed our visit,Estados Unidos,ingles,PC,2016-03-23
masculino,72,internacional,Muy bueno,4,925,lugar de nacimiento de diego rivera,lugar de nacimiento del famoso diego rivera como muralista mexicano hay varias habitaciones que estan dispuestos los muebles para sugerir el tiempo de la vida a la vez inicio de la segunda planta se ha convertido en el espacio para exponer su obra el arte amantes se recomienda museo,Japón,japones,PC,2016-03-22
masculino,49,internacional,Muy bueno,4,226,interesting house and museum,it was fun to tour through the four story house that diego rivera spent his first six years it has a central staircase and you can see some of the rooms made up with the furniture of the day the art was interesting and varied although only a few were his paintings which i enjoyed,Estados Unidos,ingles,PC,2016-03-21
masculino,31,nacional,Muy bueno,4,11,bonito museo,aunque se pueden observar pocas obras del pintor es un punto importante para conocer un poco mas de la vida de este personaje precio accesible,México,espanol,Móvil,2016-03-20
masculino,50,nacional,Muy bueno,4,22,un lugar que tienes que visitar,es la casa donde nacio diego rivera esta llena de obras de arte de el y muchos otros te cuentan su historia los guias son muy buenos y explican detalladamente cada pintura tambien hay muchos muebles de esa epoca y puedes admirar como se vivia en esos anos es un lugar muy bonito y esta muy cerca del centro 5 minutos caminando del centro ademas es muy economico y gratis si eres estudiante o adulto mayor tienes que visitar el lugar,México,espanol,PC,2016-03-19
femenino,39,internacional,Muy bueno,4,12,interesting,glad we stopped here its simple but i appreciated the historic interpretations its adjoined to a museum of contemporary mexican art which was worthwhile,Estados Unidos,ingles,PC,2016-03-18
femenino,67,internacional,Muy bueno,4,432,very good only if you have a guide,two of us went with a guide and learned a lot from his explanations there is a lack of printed info in english or spanish about any of the artifacts or pieces of art the biggest attraction was the mural in the auditorium without our guide we would have missed 98 of the meaning of the figures in the painting a glass addition to the building which included an elevator was added about three years ago,Estados Unidos,ingles,PC,2016-03-17
masculino,19,nacional,Muy bueno,4,447,muy buen museo,la casa de diego rivera es muy buen museo con muy buenas obras de este personaje asi como obras de invitados que se encuentran en la casa si eres amante de la arte no dudes en visitar la casa de diego rivera tiene muy buena exposicion,México,espanol,Móvil,2016-03-16
femenino,30,internacional,Muy bueno,4,66,interesting,its a small museum that was once diego riveras home he was born here and moved to mexico city when he was 6 his early works are on display as well as other artists there are like 3 floors small and only stairs it has been very well maintained,Estados Unidos,ingles,Móvil,2016-03-14
masculino,26,nacional,Muy bueno,4,28,un lindo recorrido,es una maravilla pasar por la historia y conocer un poco mas de la vidad de uno de los mexicanos mas enigmaticos e importantes es un deleit disfrutar las pinturas del artista y mucho mas la platica del final es triste que no cuenten con sus mejores obras pero aun asi es una bella experiencia,México,espanol,PC,2016-03-13
femenino,56,internacional,Excelente,5,16,enjoyed the exhibit,love the rivera art but really like the art of another painter featured in the exhibit art is truly a matter of personal taste,Estados Unidos,ingles,PC,2016-03-12
masculino,71,internacional,Excelente,5,926,worth the small admission price,i enjoyed touring the home with its rooms and furnishings and the artwork i did not realize that i like his artwork more than i thought that i would it is a nice break from other sights,Canadá,ingles,PC,2016-03-11
masculino,24,nacional,Muy bueno,4,6,esperaba mas,tenia una expectativa mas alta del lugar pero lamentablemente tiene muy pocas obras del artista tiene obras de otras personas,México,espanol,PC,2016-03-10
masculino,32,nacional,Excelente,5,17,imagenes imponentes,se puede observar que cuidan muy bien el lugar te dan tu espacio para que puedas recorrer de manera confiable el museo,México,espanol,PC,2016-03-09
masculino,66,internacional,Muy bueno,4,1,museo casa rivera,de hecho es muy literaria pero no es solo pinturas de rivera hay otros pintores hay muchas exposiciones temporales tanto la camara y el museo familia rivera sigue siendo muy bueno ja ja ja pintura no entiendo pero america latina sigue siendo la misma cepa de la soledad puede sentir claramente rivera y frida mexicana acoplar dos pintor tesoro nacional tambien es reconocido mundialmente gran artista ellos no se ven a todavia un poco de perdida de atracciones relacionadas de mexico,Filipinas,chino,Móvil,2016-03-08
femenino,26,internacional,Regular,3,128,house more interesting than the art,the museum is a very interesting place to visit and presents quite well life 100 years ago however the best art of diego rivera isnt here you may find other revolving expos here as well dont make it first on your list,Canadá,ingles,Móvil,2016-03-06
masculino,46,internacional,Regular,3,55,decepcionante,esperabamos mas costosa la entrada para lo que ofrecen visita guiada corta y demasiado concisa poco para recorrer en el centro de la ciudad,Argentina,espanol,PC,2016-03-05
masculino,60,internacional,Regular,3,84,nice home converted but limited art,we enjoyed the building but the art was limited to other artists with little art from diego rivera a quick detour and fun enough but just ok,Estados Unidos,ingles,PC,2016-03-04
masculino,28,nacional,Muy bueno,4,66,una gema en la ciudad,nos llevamos una grata sorpresa con la visita de la casa diego rivera lo mejor es el mural en el auditorio no lleva mas de una hora visitarlo,México,espanol,Móvil,2016-03-03
masculino,63,internacional,Excelente,5,14,the house of the muralist,if youre interested in diego rivera youll want to visit the home where he lived as a young boy diego rivera who became world famous was a native son of guanajuato and its interesting to see where he started as a young boy,Estados Unidos,ingles,PC,2016-03-02
femenino,20,internacional,Muy bueno,4,14,interesting and contrasting,this is a small museum diego riveras parents house was renovated and its quite a contrast between the old house and the new one i didnt see many artifacts that belonged to rivera or paintings that would have been interesting i liked the architecture of the house,Canadá,ingles,Móvil,2016-03-01
femenino,45,internacional,Regular,3,32,a quick trip with kids was enough,i went in with a 6 and 9 year old and quickly went around the tiny house its currently undergoing construction and the electricity was cut for most of our quick visit it has interesting artwork from artists other than diego and a nice kid library area the place was crowded at 1030 on a thursday in august and it was hard to walk around the tiny house its not expensive to enter and satisfied my tiny curiosity diego rivera painted murals in person in mexico city that are incredible and worth a visit this museum is not worth a trip to guanajuato but is something to do once there,Estados Unidos,ingles,Móvil,2016-02-29
masculino,58,nacional,Muy bueno,4,295,vivio parte de su infancia,una casa en la que vivio hasta los seis anos ahora exhibe fotografias de parte de su vida si tienen tiempo visitenla,México,espanol,Móvil,2016-02-28
masculino,33,internacional,Excelente,5,24,amazing,the museum has amazing guides that are well knowledgeable of diego rivera life as you go through the museum it is as if you are traveling through the a time line of diego rivera life and painting periods kid friendly and you are also exposed to uprising upcoming new artists,Estados Unidos,ingles,PC,2016-02-27
femenino,74,nacional,Muy bueno,4,15,llena de curiosidades,un lugar lleno de articulos y curiosidades perfecto para todo seguidor de diego una casita tradicional y con un encanto muy tipico mexicano,México,espanol,Móvil,2016-02-26
masculino,44,internacional,Excelente,5,63,interesantisimo,aunque no hay grandes obras de rivera es muy interesante conocer la casa donde nacio esta muy bien montada la exposicion y se recorre en poco tiempo,Colombia,espanol,PC,2016-02-25
masculino,27,internacional,Regular,3,32,a house and a small collection of art,the museum is spread over several floors in an old building near the center of guanajuato the lowest level features the childhood home of diego rivera it is an interesting look into the living conditions for fairly welloff people of that era in mexico my kids got a kick out of discovering the bathroom of the time the art collection is rather small but provided an interesting look at the cubist works of diego rivera the highlight is the mural on the upper floor of dream of a sunday afternoon in alameda park there is a key to the mural that identifies all of the people portrayed on the topmost level,Costa Rica,ingles,PC,2016-02-24
masculino,41,nacional,Excelente,5,14,excepcional,deberian fomentar mas este tipo de museos muy bonita la casa y exposiciones super interesantes de arte contemporaneo,México,espanol,Móvil,2016-02-23
femenino,47,nacional,Pésimo,1,3,its the worst museum ever,we went to museo casa diego rivera with an expectation of seeing diego rivera earliest artwork when we arrived at the museum was not as expected the house of diego rivera is more a temporary exhibition due to he only spends six months of his life in this house the family moved to df when diego rivera had months of born,México,ingles,PC,2016-02-22
masculino,26,nacional,Muy bueno,4,12,pretty simple worth the 25 pesos and 45 minutes of you time,i stumbled on this as i was leaving my airbnb one day for 25 pesos i spent 45 minutes walking around the house of diego rivera first floor is just room setups second floor is his early work along with david a siquieres work third floor is just a big mural and small theatre area diego rivieras work seems to be across the board referring to style and texture the biggest thing i learned is that the top 3 muralist in mexico are riviera siquieres and orozco we saw orozcos amazing works in guadalajara and we live on david a siquieres road in monterrey mexico which i didnt know was a prominent muralist before this visit,Estados Unidos,ingles,Móvil,2016-02-21
femenino,42,internacional,Excelente,5,384,any museum is worth a visit,i enjoyed the old furniture in each room from the living room the different bedrooms the library the old bathroom the childrens room and so on pictures are only not allowed in the rooms that have his paintings i asked the museum employee why and he replied that diego rivera still had one child that was still alive and she still has rights to them i came to guanajuato to learn the culture of this region that makes it uniquethere were some works from other painters here i liked the large puppets of diego rivera and frida kahlo that were in the patio of this old house,Estados Unidos,ingles,PC,2016-02-20
masculino,43,internacional,Excelente,5,82,beautiful and a quick education,this spot is an excellent place to begin your education on the artist he lived her for the first six years of his life several of his paintings are on the second floor theres an elevator over in the corner in case you cant walk up all the steps its truly a tranquil place for a 20 minute visit art students will probably want to stay longer,Islandia,ingles,Móvil,2016-02-19
femenino,23,nacional,Muy bueno,4,24,conocer a diego rivera,visitar la casa donde crecio diego rivera es maravilloso el dia de mi visita nos tocaron dos actores quienes representaron a diego y a frida entre ellos se platicaban y recordaban como diego vivio compartio y disfruto en esta maravillosa casona junto a su familia era como abrir el album de fotos y recordar anecdotas de cada rincon el moviliario es original y pasar por esos pasillos donde jugo o corrio diego es regresar a una epoca maravillosa de nuestro mexico querido,México,espanol,PC,2016-02-18
femenino,57,nacional,Excelente,5,42,es una maravilla viajas al pasado,es una casa hermosa en donde encuentras cultura de arriba abajo de derecha a izquierda es un viaje,México,espanol,PC,2016-02-17
femenino,36,nacional,Excelente,5,12,muy interesante el museo,la exposicion del trabajo de diego rivera es maravillosa e interesante de igual forma las exposiciones temporales bastante impactantes,México,espanol,PC,2016-02-16
masculino,45,internacional,Malo,2,134,pretty weak museum,wasnt expecting much based on the reviews most of the art in the museum is from modern day artists and photographers in the areas with the few diego pieces no photos are allowed and there are people in each room to let you know that the entrance fee is tiny so it wont bankrupt you to take a look but dont get your hopes up if anything there is a fun bar across the street,Estados Unidos,ingles,PC,2016-02-14
masculino,34,nacional,Regular,3,133,nada interesante,pequeno museo en el centro de la ciudad que se encuentra en la casa donde nacio diego rivera el museo tiene un muy pobre coleccion del artista la entrada cuesta 25 que te puedes ahorrar,México,espanol,PC,2016-02-13
masculino,30,nacional,Excelente,5,23,lindo,es un sitio muy lindo en mi opinion personal me tocaron exposiciones que me gustaron hace parte de los buenos museos de guanajuato,México,espanol,PC,2016-02-12
femenino,22,internacional,Malo,2,25,very disapointed in the museum,the first floor is basically a replica of the home diego grew up in the upper floor is dedicated mainly to his developing talent i expected to see some of his great artwork but only one fresco was on display very dissappointing,Estados Unidos,ingles,PC,2016-02-11
masculino,55,internacional,Muy bueno,4,380,museo diego rivera,y usted esta viajando en mexico hay una gran cantidad de oportunidades para ver los murales de diego rivera aqui esta la famosa cuna mural del pintor diego rivera de dicha mexico fotos de rivera tomadas en esta casa tambien se esta adornada tambien tomamos una imagen en el mismo lugar,Japón,japones,Móvil,2016-02-10
femenino,60,internacional,Regular,3,10,museum,he only lived here for first 8 years of his life not much in the way of his actual work small choppy rooms,Estados Unidos,ingles,PC,2016-02-09
