Genero,Edad,Procedencia,Calificacion,Score,Aportaciones,Titulo,Opinion,Pais,Idioma,Dispositivo,Fecha
femenino,50,internacional,Pésimo,1,191,a morally appalling place that needs to be shut down,i did not choose to visit this place it was part of a city tour that we innocently booked these are not actually mummies they are the disinterred corpses of a past cholera epidemic the dead bodies of men women and children who instead of being provided with a dignified burial were as their families lacked the funds instead dumped in a storage facility where unscrupulous employees began to display them to visitors interested in a grisly sight for money and no this is not the anthropologically interesting reflection of mexicos different attitude to death i live in santa fe and am well familiar with the day of the dead with candies in the shape of skulls etc etc this is an irreverent horrible and inexcusable disrespect of the dead bodies of people who obviously based on their hideous grimaces died in great agony and did not choose to be gaped at by idiots for all eternity this museum ie chamber of horrors needs to be shut down,Estados Unidos,ingles,PC,2018-05-23
masculino,27,internacional,Excelente,5,7,interesting,very interesting nice place to learn about the history of this mommies very well preserved definally a place to visit,Estados Unidos,ingles,PC,2018-05-20
femenino,20,internacional,Excelente,5,2,momias en silencio,excelente cuidado de las momias y en museos puedes tomar buenas fotos pero seria excelente que un guia te narrara la historia de cada momia y el proceso de momificacion sin que te pidiera propina obligada como todos,Guatemala,espanol,Móvil,2018-05-17
masculino,50,internacional,Regular,3,178,bueno,lindo paseo una desicion poco feliz es no dejar sacar fotos sin pagar la razon es que uno llega a este lugar a traves de las imagenes por lo tanto estaria bueno que dejen sacar fotos por lo demas el paseo no es muy largo pero tiene impacto hay que conocerlo sin dudas,Argentina,espanol,Móvil,2018-05-14
masculino,20,nacional,Regular,3,8,interesante,esperaba un poco mas sin embargo cumplio con la espectativa un paseo de 20 minutos y listo a seguir visitando guanajuato,México,espanol,Móvil,2018-05-11
masculino,52,internacional,Regular,3,330,great as a peace of history but not for faint hearted,this will always be a matter of taste those who enjoy watching horror movies will find plenty to admire in this huge collection of mummies softened perhaps by the knowledge that for the ancient civilizations death was actually an extension of life decided not to take any photos especially not of mummies of babies and small children i would recommend a guided tour,Colombia,ingles,PC,2018-05-08
masculino,30,internacional,Excelente,5,11,un lugar que hay que visitar si vas a guanajuato,es un lugar impresionante por la conservacion natural de los cuerpos que permite el clima de la zona puede resultar un poco sobrecogedor para los ninos pequenos pero ayuda a ensenarles sobre la vida y la muerte,Costa Rica,espanol,Móvil,2018-05-06
femenino,28,internacional,Excelente,5,32,misterio impactante,uno de los principales museos en la ciudad de guanajuato que no podras perderte sin duda escuchar cada una de las leyendas que ese hermoso lugar es fantastico los precios de acceso son sumamente accesibles vale muchisimo la pena 100 recomendable hace algunos anos tuve la oportunidad de visitarlo y la fecha han mejorado mucho sus instalaciones,Estados Unidos,espanol,PC,2018-05-05
masculino,43,nacional,Malo,2,25,defraudado,muy famosas las momias para lo que realmente son forman parte de un bizarro atractivo perdido en el tiempo el museo esta muy decaido y descuidado existen muchas cosas mas atractivas en guanajuato dejemos mejor a los muertos descansar en paz,México,espanol,Móvil,2018-05-04
masculino,53,internacional,Excelente,5,62,one of a must places to see,world famous mommies in perfect condition due to the dry weather and minerals in the soil a must place to seevery cheap entrance fee,Estados Unidos,ingles,PC,2018-05-01
femenino,64,internacional,Excelente,5,60,much better than expected,we only went here because it was a stop on the bus tour we took boy am i glad exhibits very well done with concise information posted this is a mustsee,Estados Unidos,ingles,PC,2018-04-29
masculino,31,internacional,Excelente,5,134,a must in guanajuato,wow this is pretty impressive bring a guide or ask for a guided tour they offer it for free in english and spanish there are so many mummies and there is a story behind take your time,Irlanda,ingles,Móvil,2018-04-18
masculino,38,internacional,Regular,3,3,impactante,creo que deberian advertir que puede herir sensibilidades ciertamente sorprende el estado de los cuerpos no llevaria a mis hijas tendrian pesadillas hasta la jubilacion,Perú,espanol,PC,2018-04-17
masculino,25,nacional,Excelente,5,4,viajando,lugar con buenas historias coloniales es excelente en el estado que se encuentran las momias y lo limpio del lugar ademas de que es demasiado facil llegar al museo,México,espanol,Móvil,2018-04-17
femenino,33,nacional,Excelente,5,37,completamente diferente,yo visite guanajuato hace algunos anos y no habia regresado con respecto a esa primera visita el museo esta completamente diferente reorganizaron los cuerpos y hay mucho menos que antes sin embargo en esta ocasion me gusto mas creo que tratan con mas respeto a los cadaveres muy interesante el lugar y el hecho que alla se momifiquen espontaneamente,México,espanol,Móvil,2018-04-17
masculino,48,internacional,Excelente,5,54,cultural heritage,important heritage for the city of guanajuato graphic view of the mummies sad but part of the heritage,Estados Unidos,ingles,Móvil,2018-04-16
masculino,26,nacional,Regular,3,23,es obligatorio ir,la verdad no es tan impresionante pero es bueno ir es parte de la historia del estado y en semana santa las filas son muy muy largas pero esta pegado el panteon asi que aprovecha para ir la ciudad completa es turistica asi que lleva mucho cambio para dar propinas a todos,México,espanol,Móvil,2018-04-08
femenino,46,internacional,Excelente,5,5,entretenido,interesante organizado cultural entretenido divertido misterioso para ninos que ya tienen concepto sobre la muerte,Bolivia,espanol,Móvil,2018-04-08
femenino,35,nacional,Regular,3,78,solo para verla una sola vez,la visita es algo raro porque son cadaveres que exponen a que la gente los vea no todos disfrutan de este tipo de exposiciones es algo maravilloso ya que se conservaron porque la tierra de la ciudad tiene demasiado minerales que solo deshidrato los cuerpos mas no se desintegraron hay que ser mas respetuosos cuidado con los que te ayudan a estacionarte por supuesto toda la gente que te quiere vender hasta la sonrisa las calaveras de dulce son mas baratas en el mercado hidalgo,México,espanol,PC,2018-04-07
masculino,60,internacional,Regular,3,10,visita,rapida y solo para necrofilicos la museografia luce tetrica y hasta grotesca los guias dan informacion importante pero deberian ser mas sensibles al dar la informacion advirtiendo a la persona sobre lo que van a ver y dejar al ultimo sobre el numero de anos que estuvieron enterrados los cadaveres,Perú,espanol,Móvil,2018-04-07
femenino,32,nacional,Excelente,5,8,genial,no se lo deben perder interesante hicimos dos horas de fila en sabado santo pero valio la pena todo super,México,espanol,Móvil,2018-04-01
femenino,30,nacional,Regular,3,44,llega a la hora de apertura,el primer dia que fuimos no entramos porque era interminable la cola en el calor las zona aledana esta feita no hay estacionamiento suficiente al dia siguiente fuimos a las 9 en punto justo a la hora de entrada y aunque ya habia gente esta mas accesible el costo es accesible y es interesante aunque podria mejorar sobre todo el video de inicio con una pantalla como de 40 para una sala de 30 personas,México,espanol,Móvil,2018-03-30
masculino,26,nacional,Regular,3,183,puede mejorar mucho,si es una parada obligatoria en guanajuato generalmente solo vamos por morbo la entrada cuesta 60 pesos adulto y 40 por ninos vale la pena ver las momias aunque el lugar tiene muchas cosas que mejorar el lugar es pequeno y se satura de gente muy rapido falta mas explicacion del proceso de momificacion y los alrededores del museo estan muy descuidados hay estacionamiento pero es algo caotico llegar en coche asi que recomiendo la caminata de 20 minutos desde el centro,México,espanol,Móvil,2018-03-30
femenino,28,internacional,Muy bueno,4,65,well preserved humans,we learned that the title of this museum is actually incorrect the subjects are not actually mummies but dehydrated corpses taken from the ground as mummification requires the bodies to specifically be preserved in a certain way but the ones here were well preserved only by nature and climate very interesting and worth seeing,Estados Unidos,ingles,Móvil,2018-03-30
femenino,27,nacional,Regular,3,31,interesante,podrian poner mas audiovisuales y mas explicacion escrita ya que el guia no contestaba preguntas solo repite lo que ya se sabe y muy reganon correteando a todos pero las momias por si mismas super interesantes,México,espanol,Móvil,2018-03-29
masculino,39,nacional,Muy bueno,4,8,interesting and a bit creepy,visit takes about half an hour aprox 20 minutes walk from center stay on main roads if walking to museum the callejones on this side of town can be a bit sketchy ok for kids our 9 year old loved it,México,ingles,Móvil,2018-03-27
femenino,36,internacional,Excelente,5,5,buena experiencia,algo unico que hay que conocer se necesita mejorar el sonido del video de apertura pero por lo demas el paseo por el museo es muy interesante,Colombia,espanol,Móvil,2018-03-26
femenino,49,internacional,Muy bueno,4,44,a good way to explore the mexican relationship to death,at first i was not sure i wanted to go and see those people who didnt ask to be exhibited like this but the museum exhibits them in a respectful way giving some information about their lives its not just about creepiness but about celebrating life however i found it highly disrespectful to see so many people take selfies with the mummies yes really,República Checa,ingles,Móvil,2018-03-26
masculino,53,internacional,Muy bueno,4,252,un museo popular donde se pueden hacer largas colas,esta un poco lejos del centro historico de guanajuato pero como fuimos de vacaciones de tres dias el camino al estacionamiento del museo estaba muy congestionado aparque en el estacionamiento la tarifa de admision es de 60 pesos era una gran linea sobre la imaginacion para comprar boletos y entrar cerca de 200 cuerpos de momias relativamente nuevas hechas hace casi 100 anos estan en exhibicion es un museo bastante estimulante en la salida personas de la tercera edad que venden dulces momia especiales estan esperando,Japón,japones,Móvil,2018-03-25
femenino,44,internacional,Regular,3,47,creepy and overcrowded,tough it is a must see the passageways are really narrow and the crowd gets congested if theres a guided group because its quite brief not for small children or the faint hearted,Estados Unidos,ingles,Móvil,2018-03-24
femenino,49,nacional,Pésimo,1,6,horrible,no vayan en serio no vayan no solo es un espectaculo morboso pues las momias no tienen ni ropa ni nada que pueda considerarse un aporte cultural ademas para entrar pasa uno formando horas y los alrededores o la entrada son asquerosos hay muchisima basura esta mas que sucio huele espantoso no hay sanitarios es horrible no vayan,México,espanol,Móvil,2018-03-23
femenino,39,internacional,Excelente,5,84,awful and amazing,however the view is shocking its incredible how well they are preserved unintentionally i dont understand the negative ratings what those people expected and definitely dont understand those who are judging it even without going in or if they went reading about it,Inglaterra,ingles,PC,2018-03-22
femenino,47,internacional,Muy bueno,4,15,si te gustan las momias porque solo ves momias,es un museo muy interesante con muchas explicaciones en ingles y espanol solamente un poco molesto cuando llegamos a las momias de bebes pero bueno para ver de todos modos,Francia,frances,PC,2018-03-19
masculino,26,nacional,Excelente,5,4,bien,informativo puedes solicitar un guia y en general son amables y atentos todo el museo esta en orden,México,espanol,Móvil,2018-03-19
femenino,38,nacional,Regular,3,56,hay que llegar temprano,como bien dice la mayoria de las opiniones hay demasiada gente y lo peor es que es gente a la que solo le importa tomarse la foto o tomar miles de ellas no hay un interes real en saber que paso con el efecto de momificacion la explicacion de los guias cae en el sensacionalismo y por ello nadie les hace caso la muestra es muy corta y la museografia muy mala sobretodo para la cantidad de personas que la visitan lo mejor es llegar a primera hora y apartarse del grupo con guia posteriormente recomiendo la visita a la parte superior del museo que es el panteon donde pueden tumbas y mausoleos de epoca,México,espanol,PC,2018-03-18
masculino,50,internacional,Excelente,5,96,spring break,we took our children for the first time kids are 12 9 8 6 they actually enjoyed it very impressed how much they learned and liked it great time cant wait until next time,Canadá,ingles,Móvil,2018-03-15
femenino,27,internacional,Muy bueno,4,40,a little spooky a little sad,a trip to guanajuato means a trip to the mummy museum there was no line up when we went so we had the pleasure of not being rushed in this very interesting and well laid out exhibit not quite what we expected but it was still very interesting to see along with the stories and explanations throughout it was spooky and a little sad at the same time but it is indeed life and death,Estados Unidos,ingles,PC,2018-03-13
femenino,20,internacional,Excelente,5,22,visita obligada,voy a tener pesadillas es impresionante ver de manera real momias es una visita obligada si vienes a guanajuato y es muy economica puedes llegar caminando o transporte publico 5pesos y entrada 60 pesos,Colombia,espanol,Móvil,2018-03-10
masculino,25,nacional,Regular,3,3,nothing exciting but must see,the exhibit doesnt have anything exciting and some of them look fake but you cant come to guanajuato and not visit the mommies,México,ingles,Móvil,2018-03-10
femenino,37,internacional,Muy bueno,4,16,not for everyone,we decided to go on a whim on a 3 day weekend big mistake because the line to get was about an hour and a half wait once inside though the museum is pretty small and felt a bit cramped in there the mummies are not egyptian type of mummies but slightly decayed bodies that are preserved because of all the minerals and salt in the guanajuato soil the stories are definitely interesting and so is the exhibit just do yourself a favor and dont go when its crowded try to get there as early as possible so that you can enjoy the museum and avoid the large crowds,Estados Unidos,ingles,PC,2018-03-10
femenino,31,internacional,Excelente,5,3,visita obligatoria,una gran experiencia fue realizar un tour en guanajuato a las diferentes atracciones que tiene este pintoresco pueblito una de ellas el museo de las momias no esta como en epocas anteriores debido a que anteriormente se encontraban las momias en su fosa original y estaban todas por cuestiones ajenas al lugar y politicas gubernamentales fueron muchas prestadas y no devueltas y las otras para preservarlas colocadas en urnas de cristal sin embargo sigue teniendo su misterio y es una visita muy interesante especialmente para aquellos en que resulta toda una novedad para hacerlo mas entretenido es mejor realizar el viaje en tour y no en solitario,Uruguay,espanol,PC,2018-03-07
femenino,30,internacional,Muy bueno,4,16,surprisingly interesting,the beautiful poetry that accompanies the exhibit really elevated the tone of this exhibit death is dignified here but definitely not prettied up i would not recommend it for young american children death not being a part of our culture the way it is in mexico but there were plenty of local families during our visit,Estados Unidos,ingles,Móvil,2018-03-07
masculino,42,nacional,Excelente,5,142,como dice el dicho tenemos varias tias bien paradas en guanajuato,cuando visitas por primera vez guanajuato es casi una obligacion conocer este lugar se ha modernizado para mantener la integridad de las exhibiciones lugar interesante,México,espanol,PC,2018-03-06
femenino,49,nacional,Malo,2,25,ya no vale tanto la pena como antes,si nunca has ido al museo tal vez te interese conocerlo pero si fuiste anteriormente y quieres repetir la visita no vale la pena el recorrido es mas costoso de lo que recibes es muy corto ya no hay mucho que ver tienen una exhibicion muy pequena para mi gusto a comparacion de como era antes,México,espanol,Móvil,2018-03-04
femenino,35,internacional,Excelente,5,19,strange and rare,spooky to stop the least i dont think there is a thing like that any where else it is strange to see this people taken out of there resting place because they didnt pay there dues,Estados Unidos,ingles,Móvil,2018-03-04
masculino,35,internacional,Pésimo,1,2646,fantasmal,tengo costumbre de ver muertos en la universidad pero no es atraccion turistica sino para fantasmas y espantos fui pensando que era una cosa pero lo que debia ser cerrado,Brasil,portugues,Móvil,2018-02-28
masculino,55,nacional,Regular,3,28,podria mejorar,personalmente no me gustan estos museos donde se exiben los bebes muertos etc es un atractivo para la gente que le guste pero la verdad yo no lo recomendaria,México,espanol,PC,2018-02-27
masculino,42,internacional,Regular,3,252,museo de la momias,esta es la segunda visita la tarifa de admision se muestra a 60 pesos persona momia los mexicanos estan tomando fotos con la momia pero no puedo entenderlo honestamente creo que el estado de conservacion es relativamente bueno cuando vi la momia de un bebe como se esperaba fue una mala sensacion creo que puedes ir alli si tienes tiempo,Japón,japones,Móvil,2018-02-25
femenino,26,nacional,Excelente,5,14,asombroso e interesante,un museo que comparte cuerpos humanos considerados patrimonio y por ende momias es un museo totalmente diferente a lo acostumbrado te puede generar una intriga muy rara en tu ser preguntandote porque convirtieron ese lugar en un museo pero al mismo tiempo te invita a disfrutar tu vida y tu presente viajas en el tiempo y te acuerdas en muchas ocasiones que vida solo hay una un museo de historia pero tambien de reflexion,México,espanol,Móvil,2018-02-23
masculino,50,internacional,Muy bueno,4,94,very guanajuato,mummies very good set up and exhibition different mummies and stories the museum has a guide that gives a good explanation we liked it,Estados Unidos,ingles,Móvil,2018-02-14
femenino,35,nacional,Malo,2,129,parte de la tradicion,es un paseo que por mi lo obviaba desde mi punto de vista es grotesco sin embargo como parte de conocer guanajuato es ir las instalaciones estan muy bien pasan en grupos de 30 aproximadamente los guias dan una buena explicacion,México,espanol,Móvil,2018-02-08
masculino,28,internacional,Malo,2,74,creepy and disrespectful,if you expect something like egyptian mummies you are in for a surprise these are bodies that were both preserved and disfigured by natural processes they look like creepy monsters and thats what bothered me most these are regular normal people who never chose to be put on this grotesque display may be im making too much out of it but total lack of respect creeped me out more than the mummies themselves,Estados Unidos,ingles,Móvil,2018-02-01
masculino,65,internacional,Regular,3,1980,definitely creepy,our guide brought us here and having seen mummies in the past at various museums we thought we knew what to expect boy were we wrong this place is definitely unique and creepy they have over 100 mummies more like slightly decayed bodies exhumed from their final resting spots for failure to pay a nominal burial tax these are not just the poor from town but infants babies and a few professionals 1st resident was a local french doctor they are now displayed for public curiosity and tourist more than making up for their failure to pay macabre to say the least our guide refused our invitation to join us at our expensethat should have been a good clue oh well a few nightmares wont hurt or will they,Estados Unidos,ingles,PC,2018-01-30
masculino,41,internacional,Muy bueno,4,74,insensible,si tienes un corazon frio ve alli las momias estan muy bien conservadas museo original para ver,Canadá,frances,Móvil,2018-01-28
masculino,26,nacional,Excelente,5,53,visita obligada,si no fuiste al museo es como si no estuviste en guanajuato el lugar cumple con su funcion el guia te explica muy bien el origen de las momias y la historia de alguna de ellas,México,espanol,PC,2018-01-28
masculino,24,internacional,Excelente,5,25,miedo,una vez que visitas hay una tarifa de admision tambien es posible un descuento para estudiantes voy mientras escucho la explicacion fue una experiencia aterradora pero unica y divertida la experiencia fue una vez y es suficiente no volvere mas hay un lugar para vender recuerdos,Corea del Norte,coreano,Móvil,2018-01-27
masculino,22,nacional,Regular,3,3,bonito,es bonito e interesante pero lo que odie es que al final cuando sales del museo los vendedores de momias de dulce se te avientan y literalmente te dan todo en las manos para que compres a la fuerza,México,espanol,Móvil,2018-01-24
masculino,49,nacional,Regular,3,37,obligatorio por tradicion pero con muchas areas de oportunidad,un lugar que geograficamente es poco accesible las filas para entrar son enormes y la logistica de venta de boletos de ingresos inadecuada el recorrido es muy rapido falta limpieza mas guias y sobre todo buen servicio al cliente por tradicion y turismo es punto obligatorio ya lo conoci no volveria,México,espanol,PC,2018-01-22
masculino,33,nacional,Regular,3,114,interesante e impactante,es un museo que se recorre rapido 20 min tiene un costo de 62 pesos para los adultos y que se vuelve interesante al ver los cuerpos preservados y deshidratados le falta mejorar el audio del video de introduccion mas bocinas y ponerle en ingles subtitulos al video asi mismo hay que mejorar la museografia,México,espanol,Móvil,2018-01-22
femenino,29,nacional,Excelente,5,18,interesante y remodelado,el museo fue recientemente remodelado las momias estan muy bien exhibidas es limpio y comodo vale la pena pegarsele a algun guia para que vaya explicando y conociendo la historia y el por que de la momias aunque tambien conviene ir despacio e ir leyendo para no ir tan de prisa por el museo,México,espanol,Móvil,2018-01-22
masculino,59,internacional,Regular,3,368,disappointing,this is a small museum i went alone and got there early to try to be before the groups the guides were all for spanish speakers when i was there and like many mexican museums the explanations were predominantly in spanish i wish there had been a card in english to explain the stories of some of the individual momiasthis musuem is not for everyone in fact my travelling companion stayed at the hotel these are preserved bodies not like the egyptian mummies some have clothes and hair these bodies were naturally mummified other than being an oddity i felt without an explanation of the exhibits that the experience was not that meaningful i asked my cab driver to return for me and he did not so i had to wait awhile for a cab there is a small gift shop some vendors outside and some stands for refreshments there really is mot much space to sit and wait for a cab so bring something to read,Estados Unidos,ingles,PC,2018-01-22
masculino,69,internacional,Malo,2,951,de interes limitado,tomamos un taxi e ingresamos al museo de la momia justo fuera del area del centro 57 mxn es un poco menos de 4 cad aqui los cuerpos exhumados de un cementerio cercano se muestran en la ventana no es realmente interesante y voyeurismo mas macabro que cualquier otra cosa nos movemos rapidamente sin que nuestro interes este satisfecho,Canadá,frances,PC,2018-01-15
femenino,29,internacional,Pésimo,1,63,buff,mal gusto un pais que honra tanto a sus muertos deberia buscarles un lugar tranquilo de descanso y no exponerlos como si fueran animales lugar curioso pero muy doloroso teneis maravillas muy grandes en guanajuato pero esto no lo es,España,espanol,Móvil,2018-01-13
femenino,21,nacional,Regular,3,16,museo de momias,es mi segunda visita al museo de las momias y sigo con la misma opinion hace falta mejorar muchos aspectos como la limpieza el servicio la informacion y la estetica del lugar hay mucho turismo y seria bueno que el capital fuera destinado para el mejoramiento del museo,México,espanol,Móvil,2018-01-10
masculino,32,nacional,Excelente,5,72,lugar para visitar en familia,el museo de las momias se encuentra en buenas condiciones donde se ofrece un amplio numero de momias de diferentes edades y casos en las que se encontraron hay una parte donde se encuentra la momia mas pequena del mundo que es un feto bebe la entrada es accesible puesto que esta a menos de 100 pesos afuera se encuentran varios puestos que tienen muchas formas de momias de recuerdo se recomienda ir entre semana pata evitar mucha aglomeracion de gente,México,espanol,Móvil,2018-01-09
masculino,48,nacional,Regular,3,16,impactante descuido,uno de los atractivos mas relevantes de la ciudad con un impactante acceso con capacidad insuficiente y muy sucio con toldos provisionales a base de lonas rotas y maltratadas dan una imagen deplorable nosotros fuimos en temporada alta y les urge una reingenieria de accesibilidad la ciudad es bella y los turistas no se merecen esto,México,espanol,PC,2018-01-08
masculino,19,nacional,Regular,3,16,vale la pena la espera,lo he visitado en 2 ocasiones distintas en ambas el tiempo de espera ha sido exagerado hasta de hora y media una vez dentro considero que se trata de un atractivo unico en todo mexico pero del que puedes prescindir sin problema el recorrido es bastante corto 15 20 min y para colmo las explicaciones por parte de los guias se han simplificado bastante debido a la gran cantidad de personas que lo visitan si te sobra el tiempo en guanajuato y no lo has visitado entonces hazlo de otra manera aprovecha mejor tu tiempo,México,espanol,PC,2018-01-07
masculino,57,nacional,Excelente,5,13,lastima de tradicion,es muy lamentable que un lugar con esta tradicion este practicamente en el abandono afuera la imagen es deplorable sucio basura la mafia de los prestadores de servicios turisticos y vendedores ambulantes increible que el gobierno municipal no pueda regular y tener este lugar digno,México,espanol,Móvil,2018-01-06
masculino,60,internacional,Excelente,5,99,one of a kind,this museum is nothing but mummies of people who died in a cholera epidemic in 1833 victims were buried immediately to prevent further spreading they were exhumed in 1870 when a burial tax was instituted to ensure perpetual burial but really to make room for more bodies these are preserved bodies of people in the process of dying and i have never seen anything quite like it if that bothers you stay away,Australia,ingles,Móvil,2018-01-06
masculino,42,nacional,Regular,3,4,bueno,mucha fila pero vale la pena ir la verdad es que la ciudad amerita esa visita ir a guanajuato y no conocer el museo es no ir,México,espanol,Móvil,2018-01-04
femenino,54,nacional,Regular,3,66,visita obligada museo pequeno,ya habia tenido la oportunidad de visitarlo hace mas de 10 anos y lo recordaba mas grande sin embargo ahora cuenta con un area inicial de tv en donde al ingresar se proyecta un video historico posteriormente pasamos con un guia que cuenta la historia de algunas de las momias no son momias por no pasar por el procedimiento de modificacion mas bien son disecadas sin embargo si vas al centro de guanajuato debes visitarlo recuerda ir con ropa comoda porque si piensas llegar caminando debes subir por alguna de las calles hacia alla y esta un poco pesado llegar saliendo podras comprar souvenirs ve con camara y a disfrutar tu visita,México,espanol,Móvil,2018-01-03
femenino,43,nacional,Pésimo,1,9,ocupas mucha curiosidad o ganas de ir,hay muchas mejores cosas que hacer en la ciudad demasiado cansado para ninos pequenos y adultos mayores porque las colas para entrar duran como 2 hrs y a la interperie el recorrido es corto a menos que te detengas a ver cada minimo detalle y leer historias macabras la atencion al turista es nula cero amables y todos con mala cara pero pues entendible por la cantidad impresionante de gente que lo visita en periodo de vacaciones,México,espanol,Móvil,2017-12-30
femenino,23,nacional,Regular,3,14,bueno,le falta mantenimiento y el recorrido es muy corto pero sin duda es una visita obligada en guanajuato te cuentan datos interesantes sobre como se fundo el museo y la entrada es barata,México,espanol,Móvil,2017-12-30
femenino,32,internacional,Excelente,5,3,beautiful view,breathtaking view of the city of guanajuato safe environment delicious home made food must try great family trip or honeymoon a very romantic city,Estados Unidos,ingles,Móvil,2017-12-29
masculino,56,nacional,Pésimo,1,10,no pierdan su tiempo,grotesco espectaculo despues de dos horas de cola vean mejor la pelicula del santo contra las momias,México,espanol,Móvil,2017-12-28
masculino,25,internacional,Regular,3,6,no es el principal atractivo de guanajuato,realmente no es nada bonito interesante si pero ir a ver cadaveres deshidratados porque ni momias son los vendedores al final del tour bastante groseros e insistentes no agarren lo que les venden,Guatemala,espanol,Móvil,2017-12-28
femenino,18,nacional,Regular,3,64,bueno pero no interesante como se piensa,cuando piensas en guanajuato es muy comun que lo enlaces con momias ya que son famosas en todo el pais sin embargo esperaba mucho mas o quiza mis expectativas eran muchas no duras ni 1 hora en realizar el recorrido y listo considero que es mejor realizar recorridos en la ciudad que pagar por ver algo no interesante,México,espanol,PC,2017-12-27
masculino,42,nacional,Pésimo,1,14,no visitar,es tardado entrar al museo una vez dentro no es nada interesante no te explican nada y solo ves cuerpos deshidratados no momificados ademas es un museo que no pertenece al estado de guanajuato asi que si van a guanajuato gasten para guanajuato no para terceros guanajuato no son solo momias,México,espanol,Móvil,2017-12-25
masculino,44,internacional,Excelente,5,60,weird yet interesting,this was a place that was really an eye opener although it seemed a bit weird viewing these mommies learning the story behind all of it was incredible in all a very worthwhile visit to something you definitely wont come across very often in a lifetime,Canadá,ingles,PC,2017-12-23
femenino,52,internacional,Excelente,5,6,haunting,an eye opening experience to the muses de las momias incredibly fascinating only thing is as an english speaker there were not enough guides,Francia,ingles,Móvil,2017-12-12
masculino,56,internacional,Regular,3,146,interesante y especial,en todas partes hay un museo de momias asi que fuimos alli tambien es bastante extrano ver tantas momias y momias morbidas que tambien exhiben cuerpos de bebes momificados pero porque realmente vive la fiesta de los muertos por que no la musica mencionada vale la pena una visita pero no lo esperes,Eslovaquia,checo,PC,2017-12-10
masculino,29,internacional,Muy bueno,4,259,creepy and rightfully so,i enjoyed the tour of the mummies i wish it had been in english but i still picked up a lot in my broken spanish you do have to probably take a taxi here and getting on on the return was not as easy but it is a must do in guanajuato,Estados Unidos,ingles,PC,2017-12-09
