Genero,Edad,Procedencia,Calificacion,Score,Aportaciones,Titulo,Opinion,Pais,Idioma,Dispositivo,Fecha
masculino,70,internacional,Malo,2,325,silly,it is a lot of fun to wander around the callejones de guanajuato and there are plenty of interesting sights and vistas this just isnt one of them after reading the legend the tiny flight of narrow stairs is completely anticlimactic so what they could kiss across the alley combine that with mobs of smooching tourists taking selfies well i just kept on walking excusing myself by and got out of there,Estados Unidos,ingles,Móvil,2018-03-18
masculino,58,internacional,Regular,3,196,overrated and not romantic,crowded place for photo taking lovers overrated and a haste nothing for singles and not for romantic people,Canadá,ingles,Móvil,2018-03-18
masculino,29,internacional,Muy bueno,4,79,cute photo opportunity,great place for photo opportunity with loved ones cute history of callejon del besothere could be a line waiting for their turn to take pictures please wait your turn and offer to take pictures for others,Estados Unidos,ingles,PC,2018-03-15
femenino,64,internacional,Excelente,5,40,kiss on the red step,guanajuato is a story book town with its winding allies and pedestrian streets the folklore story of the alley of the kiss is romantic we had no hesitation when out vip tour guide from bike tour queretaro told us to get in the alley and have a kiss weve had 34 good years and now a kiss and a wish for 7 more we love guanajuato and would like to return for a week,Canadá,ingles,PC,2018-03-13
masculino,37,internacional,Muy bueno,4,99,obligado en tu visita a guanajuato,por la riqueza cultural del punto y sus leyendas es algo que se debe recorrer y retratar si es que vas con tu pareja fuera de eso no ofrece mucho ya que solo es un pequeno y reducido callejon generalmente va incluido en los tours por el centro y recomiendo que si se comprara el tour de callejoneada que se con alguno que explique esa historia,Argentina,espanol,PC,2018-03-12
masculino,32,internacional,Regular,3,208,un gran lugar para practicar la toma de fotografias o dejar fotos intimas,si no haces fotos cercanas o no aprovechas la oportunidad este es definitivamente un buen lugar para practicar cada pareja aqui repite los mismos movimientos despues de algunos ejercicios definitivamente puedes disparar muy bien foto por supuesto si quieres dejar recuerdos intimos aqui ponerlo en la pared o sobre la mesa en casa este es definitivamente un buen lugar no es tan facil en el mundo encontrar a una chica que pueda besar el balcon,Taiwán,chino,PC,2018-03-10
masculino,25,nacional,Excelente,5,3,quick and must see,walking distance away from guanajuato center just go thru the alley and ask someone to take your picture,México,ingles,Móvil,2018-03-10
femenino,31,internacional,Muy bueno,4,22,visita muy rapida,solo es como tradicion pasar por ese callejon y darte un beso con tu pareja asi como cierras un candado para simbolizar el cierre de compromiso,Paraguay,espanol,Móvil,2018-03-09
masculino,31,internacional,Excelente,5,3,romantic,this is a beautiful romantic spot in the city it has a lot of interesting story behind it and the atmosphere is beautiful but be aware its always packed with people so take that into consideration,Estados Unidos,ingles,Móvil,2018-03-08
femenino,47,nacional,Muy bueno,4,83,visita obligada para la foto,es un callejon de escasos 70 cms de ancho que tiene su historia si vas a guanajuato es obligada la visita al callejon,México,espanol,PC,2018-03-06
femenino,32,nacional,Regular,3,81,si vas con tu pareja no olvides la tradicional foto,el callejon del beso es un lugar muy tipico pero la parte interesante de aqui es conocer la historia y lo sucedido yo te recomiendo tomar un recorrido en el centro una callejoneada que te va a costar 200 aproximadamente por persona y en algunas de ellas lo que hacen es escenificar con los mismos integrantes del publico la historia y lo sucedido ahi va a ser un poco dificil que te tomen la foto porque hay mucha gente pero puedes regresar de dia lo enriquecedor es la manera en que te cuentan lo sucedido,México,espanol,Móvil,2018-03-04
masculino,34,internacional,Regular,3,156,un beso no gratis,una encantadora y adorable leyenda pero si quieres subir al balcon y tomar fotos ten en cuenta que tienes que pagar entonces has contado la leyenda y tomas una foto de este encantador balcon al final de la calle,Francia,frances,PC,2018-03-03
masculino,41,nacional,Excelente,5,32,pintoresco,una parada oficial si va uno a guanajuato mi sugerencia es ir con la cervantina que hace la noche mas agradable una ciudad encantadora con mas historia que la que uno piensa,México,espanol,Móvil,2018-03-02
masculino,48,internacional,Pésimo,1,2606,pega bobo,la visita dispensable un callejon y una escalera se llama callejon del beso muy difundido por los lugares explotado por bobos queriendo dinero facil con historias de felicidad eterna y cosas semejante,Brasil,portugues,Móvil,2018-03-01
masculino,53,nacional,Excelente,5,53,visita obligada,es un lugar obligado cuando vienes a guanajuato conocer su leyenda y tomarse una foto en pareja o familiar,México,espanol,Móvil,2018-03-01
masculino,61,internacional,Muy bueno,4,859,a love legend,from this kissing alley there are several legends based on an impossible love in which a couple gave each other the last kiss the alley measures 68 centimeters width and it is said that couples must kiss on the third step to make their love last it is a safe stop from the alleyways of guanajuato a peculiar site,Guatemala,ingles,PC,2018-02-27
masculino,50,nacional,Excelente,5,28,risas,los guias que estan alla de lo mas simpatico te cuentan anecdotas que te meas de la risa te venden de todo alla,México,espanol,PC,2018-02-27
masculino,49,internacional,Pésimo,1,239,un camino de besos,es mucho tiempo el dinero es necesario para que un amante de un cara a cara se bese con un camino y de alguna manera se tome una foto lucro de sentimientos,Japón,japones,Móvil,2018-02-25
masculino,57,internacional,Excelente,5,47,ven antes de las 1000,un lugar con una historia muy interesante no seas flojo y descubre esta historia en este caso este callejon se convierte no solo en un punto turistico en el mapa es increible pero aqui la gente vive en el callejon van a trabajar por la manana imagino como deberian vivir en ese lugar es mejor venir aqui por la manana antes de las 1000 y luego tendra la oportunidad de considerar las cerraduras del amor usted mismo e incluso hacer un par de entretenidas tomas si tiene suerte,Rusia,ruso,PC,2018-02-23
femenino,26,nacional,Muy bueno,4,14,un callejon muy comercial,existe una historia acerca de este callejon y el balcon y al momento de llegar a el hay gente que desea explicarte esto por una aportacion voluntaria recomiendo tomar esta pequena platica porque es una forma muy sencilla de apoyar a estas personas y de lo contrario solo observaras el callejon sin saber la historia el callejon ya es muy comercial y en verdad solo vas con el afan de capturar tu foto lleguen temprano y eviten horas pico para visitarlo,México,espanol,Móvil,2018-02-23
masculino,46,nacional,Excelente,5,86,un lugar que debes ir,este iconico callejon hay que conocerlo de dia y de noche ya que la iluminacion hace un ambiente totalmente diferente te sugiero que investigues un poco de la leyenda antes de ir,México,espanol,PC,2018-02-21
masculino,40,internacional,Muy bueno,4,15,fun walk in a historic area,very interesting part of town lots of shopping restaurants historical buildings to see the alley is a pedestrian walkway and very busy,Estados Unidos,ingles,Móvil,2018-02-19
femenino,30,internacional,Regular,3,757,neat,we had a difficult time finding the alley of the kiss and then stumbled on it accidentally definitely a popular place,Canadá,ingles,Móvil,2018-02-17
femenino,37,internacional,Regular,3,7,important for mexicanos,this alley is akin to romeo and juliet only supposedly true it has a real significance to people from mexico so has cultural value for a estadounidense like me its a cute little alley that gets very crowded with tourists,Estados Unidos,ingles,Móvil,2018-02-17
masculino,31,internacional,Muy bueno,4,94,why not,one of those tourist attractions that you need to go just to check the list of things to do they tell you a romanticsad story like romeo and juliet take a picture and you are ready,Chile,ingles,Móvil,2018-02-15
femenino,29,internacional,Regular,3,56,paseo ordinario,es un callejon muy normal si no encuentras un viaje especial no te importara hay vendedores en la escena que le tomaran fotos y el precio no es caro puedes visitar con la mentalidad de este viaje,China,chino,PC,2018-02-11
masculino,52,internacional,Regular,3,127,okay,all it is is a very narrow alley with balconies on either side where you can pose with your beloved if you are inclined and the residences are open also lots of locks on several of the window grills dont bother making a special trip to see it is mediocre at best,Canadá,ingles,Móvil,2018-02-08
femenino,45,internacional,Regular,3,34,una linda historia,uno de los tantos callejones de esta hermosa ciuadad colonial adornada por una linda historia sobre tres escalones y un amor fatdico nada sorprendete,España,espanol,PC,2018-02-08
masculino,18,nacional,Muy bueno,4,69,parada obligada,la foto no puede faltar en este paradero y si vas en pareja es un requisito obligatorio para visitar guanajuato afortunadamente no habia mucha gente romantico,México,espanol,Móvil,2018-02-05
masculino,44,nacional,Excelente,5,10,callejon de los enamorados,lugar muy romantico es muy acogedor y tiene una historia de unos enamorados que lucharon por su amor,México,espanol,Móvil,2018-02-04
femenino,27,internacional,Regular,3,8,potentially uncomfortable,as a group of friends we were unable to kiss for our photo and it was hard to fit all three of us on the steps however it was still a popular place to visit so we went,Estados Unidos,ingles,Móvil,2018-01-28
femenino,56,internacional,Excelente,5,67,un beso para la vida,lugar imperdible para los apasionados hacer juras de amor e inmortalizar un beso en un balcon lleno de historia en una calle tipica de guanajuato reza la leyenda que por la proximidad de los balcones dos jovenes se apasionaron y cantaban besos por la noche en el balcon el padre de la joven enfurecido por el noviazgo mato a su hija y el joven apasionado al saber se arrojo del balcon donde cayo con el cuello en el tercer peldano donde se le dio el beso en el fondo hay guias espontaneas que cuentan la historia a los curiosos y arriba en la casa que hoy es una tienda de artesania tiene que pagarse para acceder al balcon en mexico todo se paga pero vale la pena por la leyenda y por el beso y hasta por la hermosa foto,Portugal,portugues,Móvil,2018-01-28
masculino,25,nacional,Excelente,5,53,tienes que besar,si vas a guanajuato tienes que ir a este lugar no seas amargado y disfruta de una historia de amor y muerte hay un muchacho que te toma la foto y te la imprime en un folleto que es un bonito recuerdo,México,espanol,PC,2018-01-28
masculino,48,internacional,Regular,3,341,historia ficticia y colas,las calles son hermosas y en las laderas empinadas los balcones estan llenos de flores si ves lo que ves en la imagen entonces aqui esta invitamos a un guia turistico privado a caminar por la ciudad y tomamos esta calle la leyenda es falsa el equipo esperando para tomar una foto de un beso con una pareja es demasiado largo creanme hay mas lugares romanticos para tomar una foto de beso,Estados Unidos,chino,PC,2018-01-22
masculino,48,internacional,Regular,3,341,fictional story and lines,the street is pretty up a steep hill with balconies filled with flowers that almost toucl that is it if what you see in the picture is what you see in person we had hired a private guide for a walking tour of the city and we walked by the street the legend is false the line to have a picture taken of you kissing your significant other was long believe me there are more romantic places for having your picture taken kissing,Estados Unidos,ingles,PC,2018-01-22
femenino,22,nacional,Muy bueno,4,18,historia de amor,sin duda llegar ahi despues de una callejoneada es lo mejor no puedes dejar de tomarte la foto en el escalon indicado,México,espanol,Móvil,2018-01-22
masculino,68,nacional,Excelente,5,42,typical narrow guanajuato street,its a very narrow street with mostly stairs very steep beautiful balconies with flowers must visit in guanajuato,México,ingles,PC,2018-01-17
masculino,64,internacional,Malo,2,527,rubbish plain and simpel,so the story of the alley is entirely fictional all this is is an alley where two balconies got built so close to each other that you could kiss across them someone spotted a tourism opportunity and the callejon del beso was born if you value your time so little that you would wait in line to have your picture taken here then fill your boots,España,ingles,PC,2018-01-14
masculino,26,internacional,Muy bueno,4,22,a romantic alley with a story,i attended a musical street concert where the band takes the audience in a tour in the allies telling the story behind each one it was really interesting when they took us to this alley and performed a role play to tell its story they are speaking in spanish of course but i was lucky to have a friend from guatemala,Egipto,ingles,Móvil,2018-01-13
femenino,28,internacional,Excelente,5,59,lugar muy curioso,es muy bonito oir la leyenda del callejon y sus famosos personajes muy romantico conocerlo en pareja y hacerse la tipica foto,España,espanol,Móvil,2018-01-13
femenino,17,nacional,Excelente,5,25,no puede faltar la foto,para mi el callejon del beso es la atraccion principal de guanajuato ya que en un momento simboliza el encanto de esta ciudad hecha de callejones y tradicion no dejen de ir,México,espanol,PC,2018-01-12
femenino,19,nacional,Muy bueno,4,16,beso apretado,visite el callejon del beso con mi pareja no pudimos tomarnos una fotografia por el exceso de personas hay que tener paciencia intentar distintas horas lo mejor seria que todos fueran rapidos para agilizar todo el callejon es muy bonito y colorido,México,espanol,Móvil,2018-01-10
femenino,29,internacional,Regular,3,24,nice alley,nice alley but lets just be honest the are thousands on nice alleys in guanajuato the is a guide in front of the alley that can take you photos he doesnt ask for money but usually the tip him be aware that if you go up in the balcony to take a photo the lady that has the souvenir shop inside asks you 20 pesos in order to late you back out,Grecia,ingles,PC,2018-01-09
masculino,50,nacional,Muy bueno,4,72,lugar ideal para parejas,este lugar en particular es especial y muy famoso para ir en pareja y tomarse la foto del recuerdo ademas de que en algunos tours ya viene incluido y tambien se recomienda escuchar la historia ya sea de un guia en el tour o algun guia callejero que vive cerca del lugar ampliamente recomendable,México,espanol,Móvil,2018-01-09
femenino,39,internacional,Regular,3,20,un beso es un beso,muy mal organizado el acceso es hasta peligroso de la cantidad de gente empujando pero igual hay que conocerlo y no dejar de perder la tradicion de darse el beso en el tercer escalon para 15 anos de buen amor,Panamá,espanol,Móvil,2018-01-08
masculino,58,internacional,Regular,3,94,be prepared to queue for a photo,follow the crowds of tourists if youre lucky you wont have to wait behind the dozens of other tourists and school kids,Inglaterra,ingles,PC,2018-01-07
femenino,36,internacional,Regular,3,136,lleno de gente,un lugar romantico como romeo y julieta en el que los ninos hostiles del otro lado de la calle se besaban en el balcon nocturno sin embargo esta lleno de turistas esperando un beso era una vision surrealista que habia personal para el beso alineados en filas para besar y divididos en casas en ambos lados las personas en la fila eran relativamente mayores y parecia divertido tal vez tomaria mas de 30 minutos alinearse,Japón,japones,PC,2018-01-06
masculino,69,internacional,Muy bueno,4,951,encantador pero muy turistico,despues de una breve parada en el mercado pasamos por el callejon del beso un callejon tan estrecho que los amantes pueden besarse en el balcon encantador y por supuesto muy fotografiado,Canadá,frances,PC,2018-01-06
femenino,19,nacional,Muy bueno,4,23,callejon del beso,historia de amor con final tragico pero de muy buena suerte para los visitantes lugarenos te contaran la historia y los diferentes tipos de besos de dia te dejan entrar a conocer la casa y encontraras souvenires para el recuerdo a muy bajo costo,México,espanol,Móvil,2018-01-06
femenino,20,nacional,Excelente,5,149,viva la leyenda,para mi el callejon del beso es la atraccion principal de guanajuato ya que en un momento simboliza el encanto de esta ciudad hecha de callejones y tradicion no dejen de ir,México,espanol,Móvil,2018-01-05
femenino,29,nacional,Excelente,5,66,ir a guanajuato y no visitar el callejon es como no haber ido,obviamente es una visita obligada lo importante es no solo visitarlo si no escuchar la leyenda que de el existe puedes ir directamente a el y habra personas que por una cooperacion voluntaria te la contaran o unirte a alguna callejoneada y en la noche despues de los bailes y cantos de la estudiantina te contaran dicha leyenda cuando compres los boletos pregunta si incluyen la leyenda para accesar al balcon de la leyenda te cobran como 20 pesos y debes vivirlo con tu pareja ya que podran darse el beso de balcon a balcon literal es uno de los callejones mas estrechos de la ciudad puedes cruzarlo y por ello no te cobran debes llevar tiempo y paciencia porque sube un grupo y baja otro por el mismo sitio podras encontrar tiendas de souvenir sin problema y si no vas en grupo hay personas en la parte principal del callejon que te toman la foto con tu celular por cooperacion voluntaria en el tercer escalon y en el balcon,México,espanol,Móvil,2018-01-04
masculino,18,nacional,Excelente,5,16,cultura,todo super vale la pena parte de los miles de callejones que hay en guanajuato es un sitio obligado recomendable,México,espanol,Móvil,2018-01-02
masculino,45,nacional,Muy bueno,4,22,de las leyendas mas tradicionales de guanajuato,se puede accesar de manera libre no cobran por la visita por lo menos por fuera en temporada alta la afluencia de gente es muy alta,México,espanol,Móvil,2017-12-30
masculino,39,internacional,Pésimo,1,10,ha ha ha,the richest woman in guanajuato nice fairytale and a great business also fake fake fake only the guy in the entrance was a reason to give the moneyif you are speaking spanish,Estados Unidos,ingles,Móvil,2017-12-29
